BQMall__QP_32_nF_5_MSizeL1_8192_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TEncSbac::codePartSize	3598300	1820145	879399	283100	206471	12497	24	2	3	3315176	1613672	866899	7.97206154995 %	7.8676041464 %	8.11129583367 %	0.000460475045111 %	0.000666981630214 %	0.000185216466188 %
TComDataCU::setMergeFlagSubParts	3514253	1551126	870051	166796	151959	0	22	1	0	3347435	1399166	870051	5.37037754636 %	4.74627182505 %	6.27624498333 %	0.000387503517016 %	0.000626022087767 %	4.13022261487e-05 %
TComDataCU::getQtRootCbf	3432898	2227346	183758	66562	174679	0	2	26	0	3366334	2052641	183758	4.12801022313 %	1.93894487981 %	7.24477251914 %	0.000479123723777 %	5.82598143027e-05 %	0.00107834419419 %
TComYuv::copyToPartYuv	3364492	759724	1085320	32117	13358	324	4	0	0	3332371	746366	1084996	0.879137796533 %	0.954586903461 %	0.741554130958 %	7.67822700525e-05 %	0.00011888867621 %	0.0 %
TComDataCU::getMvField	3330436	1959080	587724	43954	355947	3256	1	47	0	3286481	1603086	584468	6.85963139161 %	1.3197671416 %	14.104069257 %	0.000816709884231 %	3.0026098685e-05 %	0.00184545021918 %
TComDataCU::setMergeIndexSubParts	3262542	1478657	823206	196598	78873	0	24	1	0	3065920	1399783	823206	4.95059220168 %	6.02591476217 %	3.42648541638 %	0.000449284334983 %	0.000735622713823 %	4.34430719813e-05 %
TEncCu::xCheckRDCostInter	3222956	1331800	1731340	264840	385155	56960	21	0	0	2958095	946645	1674380	11.2463284048 %	8.21730113598 %	14.4333918789 %	0.000334070621893 %	0.000651575758403 %	0.0 %
TComDataCU::setIntraDirSubParts	3177075	1652079	889581	173691	231051	199	4	0	0	3003380	1421028	889382	7.08095409212 %	5.46700974953 %	9.09838452035 %	6.9945538655e-05 %	0.000125901969579 %	0.0 %
TComPatternParam::setPatternParamPel	3064880	1838928	1225952	45577	0	4616	1	0	0	3019302	1838928	1221336	0.818841194435 %	1.48707290334 %	0.150609485526 %	1.63138524184e-05 %	3.26277048367e-05 %	0.0 %
TEncEntropy::encodeTransformSubdivFlag	3001368	1750798	1000456	39072	29367	47162	2	0	1	2962294	1721431	953293	2.00953582558 %	1.30180637629 %	2.7816043157 %	5.2150132583e-05 %	6.66362805227e-05 %	3.63470621033e-05 %
TEncSbac::codeSkipFlag	2878712	1100684	1270020	95519	32671	61501	2	0	1	2783191	1068013	1208518	3.61356387072 %	3.3181158796 %	3.97232214566 %	5.71492143126e-05 %	6.94755154388e-05 %	4.2181562945e-05 %
TEncSearch::xAddSymbolBitsInter	2868756	1181034	1441514	232254	211893	2923	9	0	0	2636493	969141	1438591	8.14141777618 %	8.09598306722 %	8.19111795094 %	0.000163895497317 %	0.00031372483404 %	0.0 %
TComPrediction::xDCPredFiltering	2846966	982711	317597	66749	0	0	12	0	0	2780205	982711	317597	1.60946684497 %	2.34456611003 %	0.0 %	0.000289346688934 %	0.000421501345643 %	0.0 %
TComDataCU::setSkipFlagSubParts	2834136	1417068	826623	58084	37525	23333	4	0	2	2776048	1379543	803288	2.3423799196 %	2.04944293428 %	2.71240558526 %	0.000118160780192 %	0.000141136487452 %	8.91388341799e-05 %
TEncEntropy::encodePUWise	2785350	900228	1212876	135803	76366	87	5	2	0	2649542	823860	1212789	4.33312224633 %	4.87561706787 %	3.61804246265 %	0.000142902229969 %	0.000179510653957 %	9.46474948701e-05 %
TEncSearch::xSetResidualQTData	2700630	1033154	717413	77406	114938	24706	6	0	2	2623218	918216	692705	4.87621644245 %	2.8662201042 %	7.97707257134 %	0.000179726936372 %	0.000222170382466 %	0.000114248697708 %
TComDataCU::isDiffMER	2657967	1402268	172093	43345	48606	0	1	0	0	2614621	1353662	172093	2.17258681274 %	1.63075764297 %	3.08734781921 %	2.36276583478e-05 %	3.76227394847e-05 %	0.0 %
TEncSearch::xGetBlkBits	2498648	1206688	1022688	176847	109852	48544	11	6	1	2321790	1096830	974143	7.09055199381 %	7.07770762428 %	7.1049477522 %	0.000380708727367 %	0.000440238080754 %	0.000313989205948 %
TEncSbac::codeCrossComponentPrediction	2487634	1297896	540790	77621	10077	3954	5	0	0	2410008	1287819	536836	2.11847482387 %	3.12027412393 %	0.763099300261 %	0.000115571663677 %	0.0002009941977 %	0.0 %
TComLoopFilter::xSetEdgefilterMultiple	2453390	1215324	351976	80	3770	4554	32	0	48	2453278	1211554	347374	0.209018849998 %	0.00326079424796 %	0.531104447138 %	0.00198970823416 %	0.00130431769918 %	0.00306259171824 %
TEncSearch::xSetIntraResultChromaQT	2414617	1090160	793357	30905	46394	1436	21	0	0	2383691	1043766	791921	1.83184144561 %	1.27991312908 %	2.53939837018 %	0.000488584115805 %	0.000869703145468 %	0.0 %
TComDataCU::setCbfSubParts	2388440	1070680	700060	16556	207227	0	2	3	0	2371882	863450	700060	5.38045960983 %	0.693172112341 %	11.7028473971 %	0.000120216004116 %	8.37366649361e-05 %	0.000169420694173 %
TEncSearch::xRestrictBipredMergeCand	2355874	444160	721836	71583	0	4	6	0	0	2284285	444160	721832	2.03264174998 %	3.03849017392 %	0.000343054350101 %	0.000170364039559 %	0.000254682550934 %	0.0 %
TEncCu::xCheckBestMode	2346825	1234703	526781	86366	162459	0	4	3	0	2260455	1072241	526781	6.05662816502 %	3.68012101456 %	9.22284846187 %	0.000170386404723 %	0.000170443045391 %	0.000170310942365 %
TComDataCU::isBipredRestriction	2306096	646072	877976	89538	0	289	2	0	0	2216556	646072	877687	2.34526430338 %	3.88266576933 %	0.0189626573441 %	5.22173578852e-05 %	8.67266583872e-05 %	0.0 %
TComTrQuant::setErrScaleCoeff	2261520	267840	253440	25	17135	62050	14	39	46773	2261481	250666	144617	2.84641368406 %	0.00110545120096 %	15.1904926335 %	1.68269368981 %	0.000619052672539 %	8.98020257827 %
TEncSampleAdaptiveOffset::deriveOffsets	2254652	621179	449471	140	11206	4047	70	4	0	2254442	609969	445424	0.462905324088 %	0.00620938397589 %	1.42464857797 %	0.00222536178669 %	0.00310469198794 %	0.000373604819502 %
TEncBinCABAC::encodeBin	2131782	785748	566767	25	15514	695	13	45	0	2131744	770189	566072	0.465918950078 %	0.00117272779299 %	1.19843402846 %	0.00166461125444 %	0.000609818452356 %	0.00332713500405 %
TComDataCU::setPartSizeSubParts	2043480	1021740	596015	67787	1329	8236	4	0	1	1975689	1020411	587778	2.11272972098 %	3.31723334704 %	0.591251456494 %	0.000136565940181 %	0.00019574451426 %	6.18140571347e-05 %
TEncBinCABACCounter::encodeBinEP	2036658	1018329	1018329	84133	0	0	3	0	0	1952522	1018329	1018329	2.06546705436 %	4.13093410872 %	0.0 %	7.36500679054e-05 %	0.000147300135811 %	0.0 %
TComPicYuv::extendPicBorder	2028300	578391	552243	135	8821	29052	30	785	2702	2028135	568785	520489	1.20319069661 %	0.00665582014495 %	3.34971352356 %	0.11133502631 %	0.00147907114332 %	0.308411033102 %
TComDataCU::getNumPartitions	2009978	945872	236468	59018	149624	0	2	1	0	1950958	796247	236468	6.53575239058 %	2.93625104354 %	12.6549046805 %	9.39756001752e-05 %	9.95035766561e-05 %	8.45780401577e-05 %
_int_malloc	1938576	333701	373202	878	4349	13454	247	32	10504	1937451	329320	349244	0.706148111552 %	0.0452909764693 %	2.51845019755 %	0.407601043138 %	0.012741311148 %	1.49044494082 %
TComLoopFilter::xEdgeFilterChroma	1916590	783350	282214	120	11156	0	84	0	0	1916386	772194	282214	0.378115952429 %	0.00626112001002 %	1.0469572921 %	0.00281675594218 %	0.00438278400701 %	0.0 %
TComDataCU::setPredModeSubParts	1845816	922908	538363	48885	15185	0	3	0	0	1796928	907723	538363	1.93735453588 %	2.64842216126 %	1.0391638512 %	9.0714275131e-05 %	0.000162529742943 %	0.0 %
TComDataCU::setChromaQpAdjSubParts	1845816	922908	538363	45208	4484	0	4	0	0	1800604	918424	538363	1.50259125327 %	2.44921487299 %	0.306856154676 %	0.000120952366841 %	0.000216706323924 %	0.0 %
TComDataCU::getPartPosition	1844877	915658	405324	155541	46494	18925	13	1	2	1689323	869163	386397	6.97946434127 %	8.43096856864 %	4.95230063695 %	0.000505392059469 %	0.000704654023005 %	0.000227103775827 %
TEncEntropy::encodeSkipFlag	1817837	956681	426959	105094	142408	1079	5	1	0	1712738	814272	425880	7.76457241454 %	5.78126641718 %	10.3702552687 %	0.000187413496958 %	0.000275052163643 %	7.22731346304e-05 %
TComDataCU::setCbfSubParts	1806625	939445	505855	60236	6264	0	2	0	0	1746387	933181	505855	2.04494261092 %	3.33417283609 %	0.433404829447 %	6.1502033411e-05 %	0.00011070366014 %	0.0 %
TEncEntropy::encodeMergeIndex	1785720	892860	567350	37162	10411	0	4	0	0	1748554	882449	567350	1.46562002261 %	2.08106534059 %	0.712979639915 %	0.000123231246515 %	0.000223999283202 %	0.0 %
TComLoopFilter::xDeblockCU	1698998	480035	281480	85	7077	81	48	40	0	1698865	472918	281399	0.294369507497 %	0.00500294879688 %	0.93996835256 %	0.00357648994336 %	0.00282519461471 %	0.00525268707773 %
TComYuv::copyToPicYuv	1665600	478860	603780	23400	22021	1982	6	1	0	1642194	456838	601798	1.72484935813 %	1.40489913545 %	2.21708046996 %	0.000254708467965 %	0.00036023054755 %	9.23668070642e-05 %
TComLoopFilter::xGetBoundaryStrengthSingle	1663990	693655	361306	85	20249	6	26	381	0	1663879	673025	361300	0.748082624512 %	0.00510820377526 %	1.91997618869 %	0.0149690082683 %	0.00156250939008 %	0.0361150791356 %
TEncEntropy::encodePartSize	1658111	872690	523614	169635	43445	2718	6	1	2	1488470	829244	520894	7.06511721557 %	10.2306178537 %	3.30608520781 %	0.000294655441386 %	0.000361857559596 %	0.00021485292601 %
TComDataCU::setTransformSkipSubParts	1651666	740402	484109	28560	44137	334	2	0	0	1623104	696265	483775	2.53916918187 %	1.72916316011 %	3.63173544378 %	6.95367496507e-05 %	0.00012108985715 %	0.0 %
TComDataCU::deriveLeftBottomIdxGeneral	1622974	903474	225180	134040	82762	0	5	4	0	1488929	820708	225180	7.87904469645 %	8.2589123424 %	7.3328052707 %	0.000327079096448 %	0.000308076407878 %	0.000354404449902 %
TEncCu::xCheckDQP	1615089	922908	384545	129549	111893	45186	6	0	0	1485534	811015	339359	9.80748950742 %	8.02116787372 %	12.0141221138 %	0.000205300727928 %	0.000371496555298 %	0.0 %
TEncSearch::xSetIntraResultQT	1585408	720120	508616	104335	61668	45629	15	0	0	1481058	658452	462987	7.52029746879 %	6.58095581705 %	8.7323070212 %	0.000533021764345 %	0.000946128693686 %	0.0 %
TComDataCU::deriveLeftRightTopIdxGeneral	1579318	858714	225180	134209	130542	8382	5	5	1	1445104	728167	216797	10.255773855 %	8.49790859092 %	12.8171204933 %	0.000413035086955 %	0.000316592351889 %	0.000553559665429 %
TComDataCU::isSkipped	1463800	1463800	0	49525	378634	0	2	449	0	1414273	1084717	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncEntropy::encodeCoeff	1425720	612683	551161	79164	19324	0	10	1	0	1346546	593358	551161	3.8032657235 %	5.55256291558 %	1.66035997952 %	0.000424781932403 %	0.000701399994389 %	8.59221682631e-05 %
_int_free	1322215	377035	250078	670	9468	773	129	5330	401	1321416	362237	248904	0.559731353574 %	0.0506725456904 %	1.63303902168 %	0.300616417555 %	0.00975635581203 %	0.913870386996 %
TComOutputBitstream::write	1304709	331541	253689	43	403	1954	16	1	54	1304650	331137	251681	0.126988225546 %	0.00329575407236 %	0.402747637681 %	0.00375673500573 %	0.00122632709669 %	0.00939801445585 %
TEncSearch::xSetIntraResultChromaQT	1290817	507398	514409	43302	30282	1981	7	0	0	1247508	477116	512428	3.267500467 %	3.35461959364 %	3.15744558415 %	0.000302686472163 %	0.000542292207184 %	0.0 %
TComTrQuant::xsetFlatScalingList	1248480	10080	493200	10	1040	61935	5	98	46767	1248465	8942	384498	3.59552678449 %	0.000800973984365 %	12.5129152758 %	2.67559483034 %	0.000400486992182 %	9.31191384518 %
TEncSbac::codeIntraDirChroma	1135390	524326	410688	54890	53401	1950	20	1	0	1080480	470924	408738	5.32461297409 %	4.83446216718 %	5.91980440935 %	0.00101429479464 %	0.00176150926113 %	0.000106950270263 %
TComCUMvField::copyTo	1121480	571320	380880	23400	13303	15979	6	4	2	1098074	558013	364899	2.54050769646 %	2.08652851589 %	3.07519428691 %	0.000578681378033 %	0.000535007311767 %	0.000630119722747 %
TComDataCU::setCUTransquantBypassSubParts	1099176	549588	320593	17775	61	0	1	0	0	1081400	549527	320593	0.905676319733 %	1.61712046115 %	0.00701003584312 %	5.07779950512e-05 %	9.09772411334e-05 %	0.0 %
TComCUMvField::compress	1095920	544880	383040	20	3622	9505	12	31	103	1095888	541227	373432	0.649606688276 %	0.00182495072633 %	1.41466936805 %	0.00721400901257 %	0.0010949704358 %	0.0144409000776 %
TEncSbac::codeMvd	1038200	405989	275212	76445	27606	0	11	15	0	961744	378368	275212	6.05158424358 %	7.36322481217 %	4.05254836678 %	0.00151215452358 %	0.00105952610287 %	0.00220199324428 %
TComDataCU::setQPSubParts	1036392	518196	302281	81326	116378	4474	2	0	1	955064	401818	297806	10.8881132702 %	7.84703085319 %	14.7294805339 %	0.000161562285762 %	0.00019297717466 %	0.000121880320838 %
TEncCu::xCheckRDCostIntra	1011124	438452	523458	88914	100980	33276	55	0	6	922155	337472	490176	11.3110062979 %	8.7935802137 %	13.957230926 %	0.00309168519144 %	0.00543949110099 %	0.00062375897953 %
TEncEntropy::encodePredInfo	964757	418922	374557	75976	4	0	6	0	0	888775	418918	374557	4.32137665251 %	7.87514368903 %	0.00050410911946 %	0.000341251117597 %	0.000621918265428 %	0.0 %
TComCUMvField::copyFrom	939600	438480	375840	7800	17692	241	2	0	0	931798	420788	375599	1.46717068053 %	0.830140485313 %	2.20220552117 %	0.000114030286444 %	0.000212856534696 %	0.0 %
TComTURecurse::TComTURecurse	925218	359807	411208	72962	10278	8949	4	0	3	852252	349529	402256	5.43492550846 %	7.88592526302 %	2.493725803 %	0.000412679154338 %	0.00043233054264 %	0.000389097488376 %
TEncEntropy::encodePredMode	912145	500893	216235	85645	2583	0	6	0	0	826494	498310	216235	5.41517597112 %	9.38940628957 %	0.360186744905 %	0.000368262409062 %	0.000657790153978 %	0.0 %
TEncSbac::codeMergeFlag	863379	558657	253935	62540	33275	53	2	23	0	800837	525359	253882	5.72014670898 %	7.24363228663 %	4.10144328273 %	0.00149167258861 %	0.000231647978466 %	0.00283044873688 %
TEncEntropy::encodeCrossComponentPrediction	854568	498498	284856	38229	20070	1008	4	0	0	816335	478428	283848	3.620868393 %	4.47348835903 %	2.69073752097 %	0.000244211873337 %	0.000468072757229 %	0.0 %
_dl_lookup_symbol_x	829762	147760	54889	82	3878	175	15	3064	16	829665	140818	54698	0.400518785639 %	0.0098823518069 %	2.00000986928 %	0.29978371017 %	0.00180774728175 %	1.51986933071 %
TEncSbac::codePredMode	801762	464178	210990	76518	55873	0	2	1	0	725242	408304	210990	8.9639319399 %	9.54372993482 %	8.27542182094 %	0.000203124047856 %	0.000249450585086 %	0.000148111284895 %
TEncCu::xCopyYuv2Pic	801570	322710	239430	39000	48658	0	20	0	0	762550	274052	239430	6.4279062264 %	4.86545155133 %	8.65585085566 %	0.00146658747094 %	0.00249510335966 %	0.0 %
TEncCu::xEncodeCU	753144	346488	247324	701	8938	659	19	60	0	752424	337490	246665	0.76453870802 %	0.0930764900205 %	1.61616808013 %	0.00586507651326 %	0.00252275793208 %	0.0101042080659 %
TComYuv::copyFromPicYuv	707880	176970	239430	12866	10714	20969	4	7	3	695010	166249	218458	3.96244707724 %	1.81753969599 %	7.60878962536 %	0.00124524139894 %	0.000565067525569 %	0.00240153698367 %
TEncSearch::xTZ2PointSearch	690851	277628	243209	69382	10875	7	42	2	0	621427	266751	243202	6.62414747031 %	10.0429759818 %	2.08932929112 %	0.00363129782584 %	0.00607945852289 %	0.000383997296659 %
TComDataCU::setDepthSubParts	665900	319632	213088	53272	3737	1844	2	0	0	612626	315895	211244	4.91006323939 %	8.0 %	1.04764228863 %	0.000166858554004 %	0.000300345397207 %	0.0 %
TEncEntropy::encodeRefFrmIdxPU	642680	382770	166394	19191	297	8129	2	0	0	623487	382473	158265	2.31716566933 %	2.98608950022 %	1.53433218492 %	0.000167807196244 %	0.000311196863136 %	0.0 %
TEncSbac::codeQtRootCbf	625738	272060	272060	27018	26783	15645	1	0	0	598719	245277	256415	5.93627602666 %	4.31778156353 %	7.79754465927 %	8.54804600216e-05 %	0.000159811294823 %	0.0 %
TEncEntropy::encodeMvdPU	617782	369926	187750	21844	0	2641	2	0	0	595936	369926	185109	2.08301785347 %	3.53587511452 %	0.473572468602 %	0.000170146445045 %	0.000323738794591 %	0.0 %
TEncEntropy::encodeMergeFlag	609444	355509	203148	0	0	0	0	0	0	609444	355509	203148	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
TEncSearch::xSetIntraResultQT	603998	267375	201991	3790	16233	3957	15	0	0	600193	251142	198034	2.23409765932 %	0.627485521475 %	4.30154719345 %	0.00139747560008 %	0.00248345193196 %	0.0 %
TComCUMvField::create	602768	3848	150552	16	148	17885	12	0	17809	602740	3700	114858	2.38375103015 %	0.00265442093807 %	11.6794041451 %	2.35363882256 %	0.00199081570355 %	11.5343264249 %
TEncSbac::codeInterDir	584691	265727	197118	32761	25636	0	3	19	0	551927	240072	197118	5.57470101266 %	5.60313054246 %	5.538787283 %	0.00210016648593 %	0.000513091530398 %	0.00410504596571 %
do_lookup_x	559221	202670	95467	175	7642	162	45	1482	24	559001	193546	95281	0.930649740249 %	0.0312935315376 %	2.61758855828 %	0.180904592947 %	0.00804690810967 %	0.50513690015 %
TEncSbac::codeSplitFlag	551232	235592	147732	30898	26106	647	6	1	0	520328	209485	147085	6.1688117138 %	5.60526239406 %	6.97921340694 %	0.000749018785391 %	0.00108847091606 %	0.000260875916979 %
TEncSampleAdaptiveOffset::getDistortion	549582	172059	80821	118	968	0	59	0	0	549405	171091	80821	0.13533351112 %	0.0214708633107 %	0.382790256248 %	0.00735237307187 %	0.0107354316553 %	0.0 %
TEncEntropy::encodeIPCMInfo	542736	305289	135684	32731	32143	0	2	0	0	510003	273146	135684	6.59483648111 %	6.03074054421 %	7.28910840346 %	0.000203312158372 %	0.000368503287049 %	0.0 %
TComDataCU::getAllowedChromaDir	471282	214669	130114	46631	19200	16120	3	0	0	424648	195469	113994	10.0422147746 %	9.89450053259 %	10.2441245653 %	0.000367617775545 %	0.000636561549136 %	0.0 %
TEncEntropy::encodeMVPIdxPU	446884	296684	138922	10920	11021	0	1	2	0	435963	285661	138922	2.48626046754 %	2.44358715013 %	2.53003861287 %	0.000339947194869 %	0.000223771717045 %	0.000459130498662 %
TEncSbac::codeQtRootCbfZero	425799	232254	154836	70326	32710	38709	2	0	0	355471	199544	116127	17.4371900715 %	16.5162435797 %	18.4502312124 %	0.000246036051663 %	0.000469705189538 %	0.0 %
malloc	387323	112479	62590	21	1425	454	15	0	5	387287	111054	62131	0.337842643565 %	0.00542183139137 %	1.07329110237 %	0.00355623835332 %	0.00387273670812 %	0.00285601677053 %
TEncEntropy::encodeQtRootCbfZero	387090	232254	116127	0	10551	0	0	0	0	387090	221703	116127	1.43459089481 %	0.0 %	3.02858077794 %	0.0 %	0.0 %	0.0 %
TComDataCU::getCtxSplitFlag	384008	130584	142196	13606	19269	2163	11	38	2	370391	111277	140031	5.3347503304 %	3.54315535093 %	7.85688100301 %	0.00776506269907 %	0.00286452365576 %	0.0146638316592 %
TEncBinCABAC::testAndWriteOut	376680	145568	85544	0	2	1326	0	0	1	376680	145566	84217	0.218495801195 %	0.0 %	0.574613174565 %	0.000164529970779 %	0.0 %	0.000432690643498 %
TComLoopFilter::xDeblockCU	376192	82277	21500	20	4235	89	12	23	0	376160	78019	21411	0.905058451692 %	0.00531643416128 %	4.16662651647 %	0.00729213761722 %	0.00318986049677 %	0.0221629070025 %
free	362510	112484	75011	168	1694	31	13	326	1	362329	110464	74979	0.344178689285 %	0.0463435491435 %	0.920024533988 %	0.0618176198398 %	0.00358610796944 %	0.174404650791 %
TComCUMvField::copyTo	359720	126960	169280	12710	14496	1450	4	0	0	347006	112464	167830	4.36855905848 %	3.53330368064 %	5.38279773157 %	0.000609793280078 %	0.00111197598132 %	0.0 %
TEncCu::xCopyYuv2Tmp	349180	164320	133510	7800	31464	0	4	0	0	341376	132856	133510	6.06853062549 %	2.23380491437 %	10.564415942 %	0.00061822846633 %	0.00114554098173 %	0.0 %
TEncEntropy::encodeIntraDirModeChroma	342624	199864	114208	11568	22432	22110	2	0	2	331054	177432	92096	8.54428837697 %	3.3762958812 %	14.1820983723 %	0.00060910984687 %	0.000583730269917 %	0.000636796658091 %
TEncSbac::xWriteUnaryMaxSymbol	339360	156544	91952	22481	1	0	4	0	0	316875	156543	91952	3.82440597697 %	6.62452852428 %	0.000402420964523 %	0.000680438746904 %	0.0011786892975 %	0.0 %
TEncSbac::codeRefFrmIdx	337335	158330	82531	16318	24855	0	4	0	0	321013	133475	82531	7.12094168759 %	4.83732787881 %	10.3192297632 %	0.000691806930522 %	0.00118576489247 %	0.0 %
TEncEntropy::encodeSplitFlag	333868	175720	105432	10	13585	0	7	1	0	333851	162134	105432	2.2104972196 %	0.00299519570609 %	4.83190587298 %	0.00130077070664 %	0.00209663699426 %	0.000355679490098 %
initROM	329111	79859	35725	19	2	2776	19	0	49	329073	79857	32900	0.628970417927 %	0.0057731282151 %	2.40344684385 %	0.0152913794848 %	0.0057731282151 %	0.0423934108527 %
std::basic_streambuf<char,	325109	222222	207134	14	23448	159	14	258	61	325081	198516	206914	3.13082780513 %	0.00430624805834 %	5.49823456526 %	0.0441372363198 %	0.00430624805834 %	0.0742973197067 %
TEncCu::xComputeQP	322710	135330	52050	40910	36971	0	8	1	0	281792	98358	52050	15.2680899449 %	12.6770165164 %	19.7304941829 %	0.00176439451861 %	0.00247900591863 %	0.00053367488526 %
std::basic_streambuf<char,	312002	214325	199121	169	238	22652	25	2	615	311808	214085	175854	3.17858757623 %	0.0541663194467 %	5.53639411193 %	0.088497039071 %	0.00801276914892 %	0.14923351538 %
TEncSbac::codeSAOOffsetParam	304477	77245	68355	65	451	44	33	0	0	304379	76794	68311	0.12442315426 %	0.0213480821211 %	0.339972527473 %	0.00733207873319 %	0.0108382570769 %	0.0 %
TComLoopFilter::xSetEdgefilterPU	301230	94050	142674	48	122	0	21	2	0	301161	93926	142674	0.0316012149738 %	0.0159346678618 %	0.0515368108008 %	0.00427545849645 %	0.00697141718952 %	0.000844865750832 %
TComLoopFilter::xSetEdgefilterTU	294232	121464	131216	0	138	418	0	5	0	294232	121321	130798	0.101661693289 %	0.0 %	0.220041158778 %	0.000914223860511 %	0.0 %	0.00197878739908 %
_dl_relocate_object	290000	102611	40802	52	5988	1991	52	3933	1063	289896	92690	37748	1.85296703145 %	0.0179310344828 %	5.56365183073 %	1.16470894966 %	0.0179310344828 %	3.48364513677 %
TComLoopFilter::xSetEdgefilterTU	289216	110432	134320	35	1663	357	14	26	0	289167	108743	133963	0.384854523117 %	0.012101681788 %	0.825325227169 %	0.00749108560813 %	0.0048406727152 %	0.0106229979735 %
TComLoopFilter::xSetLoopfilterParam	286312	95932	87776	30	155	394	12	0	0	286270	95777	87382	0.123186247394 %	0.0104780798569 %	0.298843817362 %	0.00255308284754 %	0.00419123194278 %	0.0 %
TEncSbac::codeMVPIdx	262720	118224	105088	21304	22213	0	2	15	0	241414	95996	105088	8.95352569378 %	8.10901339829 %	9.94706957082 %	0.0034977120848 %	0.000761266747868 %	0.00671705954002 %
TEncBinCABAC::writeOut	261363	76493	57426	20	108	215	8	0	1	261335	76385	57210	0.0867734933541 %	0.00765219254447 %	0.241190570419 %	0.00227685551075 %	0.00306087701779 %	0.000746720032258 %
strcmp	227435	72190	2	17	1018	0	6	225	0	227412	70947	2	0.345429483992 %	0.00747466309055 %	1.4101285461 %	0.0770958558474 %	0.0026381163849 %	0.311668882979 %
TComSampleAdaptiveOffset::invertQuantOffsets	224204	92049	127227	28	15	1839	14	0	0	224162	92034	125388	0.42437088482 %	0.0124886264295 %	0.845509768511 %	0.00315685036529 %	0.00624431321475 %	0.0 %
TEncEntropy::encodeInterDirPU	219726	122070	61035	20908	10332	0	1	1	0	198817	111737	61035	7.75511318642 %	9.51548747076 %	5.64266404522 %	0.000496486119489 %	0.000455112276199 %	0.000546134731438 %
TEncSampleAdaptiveOffset::deriveModeNewRDO	201073	86833	86294	147	2184	1678	77	2	0	200849	84647	84616	1.07135221807 %	0.0731077767776 %	2.23073235255 %	0.0211117049706 %	0.0382945497406 %	0.00115522131152 %
TComDataCU::initCtu	196275	74238	79527	2769	15480	2377	45	779	508	193461	57979	76642	5.89246943206 %	1.41077569736 %	11.6131759503 %	0.380527939664 %	0.0229270156668 %	0.836991513023 %
malloc_consolidate	195058	68154	44737	254	10228	138	39	7	34	194765	57919	44565	3.44862298627 %	0.130217678844 %	9.18230859856 %	0.0259783275802 %	0.0199940530509 %	0.0363182184585 %
__memcmp_ssse3	194730	42612	4954	470	659	0	31	0	0	194229	41953	4954	0.465958992307 %	0.241359831562 %	1.38544338393 %	0.0127942681679 %	0.0159194782519 %	0.0 %
TComDataCU::isLastSubCUOfCtu	188398	97004	29952	435	4012	0	6	3	0	187957	92989	29952	1.41016127907 %	0.230894170851 %	3.16014997322 %	0.00285393557716 %	0.00318474718415 %	0.00236302340969 %
TComDataCU::getIntraSizeIdx	187630	31318	0	8948	231	0	3	0	0	178679	31087	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncBinCABAC::encodeBinsEP	182862	70839	50940	18	0	1	11	0	0	182833	70839	50939	0.00623684927505 %	0.00984348853234 %	0.000821159641646 %	0.00361080747503 %	0.00601546521421 %	0.0 %
TEncSbac::codeSaoMaxUvlc	172585	80546	48738	19	0	0	10	0	0	172556	80546	48738	0.00629412095975 %	0.0110090679955 %	0.0 %	0.00331269524198 %	0.00579424631341 %	0.0 %
ContextModel::init	172498	28280	11312	27	0	1005	4	0	232	172467	28280	10075	0.486585883351 %	0.0156523553896 %	2.53839159426 %	0.11127351596 %	0.00231886746513 %	0.585976965043 %
__memchr_sse2_bsf	151792	34035	332	32	462	0	19	255	0	151741	33318	332	0.265364553957 %	0.0210814799199 %	1.34431285827 %	0.14718600766 %	0.0125171287024 %	0.741990863328 %
SAOOffset::reset	148506	8406	100872	15	0	5800	5	0	3131	148486	8406	91941	2.25576451603 %	0.0101006019959 %	5.30756419407 %	1.21652235981 %	0.00336686733196 %	2.86516956753 %
df::program_options_lite::Options::addOption	146684	45001	44151	168	2202	1	30	0	0	146486	42799	44150	1.00535965671 %	0.114531918955 %	2.47106066045 %	0.0127207042182 %	0.0204521283848 %	0.0 %
TEncSbac::xWriteEpExGolomb	144869	39567	32373	7497	0	0	5	0	0	137367	39567	32373	3.45788228348 %	5.17502019066 %	0.0 %	0.00230617732659 %	0.00345139401804 %	0.0 %
operator	142326	39535	39535	57	374	116	6	2	5	142263	39159	39414	0.247068601059 %	0.040048901817 %	0.619704059694 %	0.0058718314694 %	0.00421567387547 %	0.00885291513848 %
TEncCu::finishCU	125742	64468	30762	435	4198	10	6	4	0	125301	60266	30752	2.10117118911 %	0.345946461803 %	4.41877559593 %	0.00452546023931 %	0.00477167533521 %	0.00420035703035 %
