BQMall__QP_32_nF_5_MSizeL1_32768_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TEncCu::xCheckRDCostInter	3222956	1331800	1731340	264840	292430	53896	21	0	0	2958095	1039370	1677444	9.72250503333 %	8.21730113598 %	11.3062413079 %	0.000334070621893 %	0.000651575758403 %	0.0 %
TComDataCU::setIntraDirSubParts	3177075	1652079	889581	173691	26926	0	4	0	0	3003380	1625153	889581	3.50806603209 %	5.46700974953 %	1.05938638528 %	6.9945538655e-05 %	0.000125901969579 %	0.0 %
TComPatternParam::setPatternParamPel	3064880	1838928	1225952	45577	0	720	1	0	0	3019302	1838928	1225232	0.755282425413 %	1.48707290334 %	0.0234919474824 %	1.63138524184e-05 %	3.26277048367e-05 %	0.0 %
TEncEntropy::encodeTransformSubdivFlag	3001368	1750798	1000456	39072	1932	33172	2	0	1	2962294	1748866	967283	1.28942941149 %	1.30180637629 %	1.27592726807 %	5.2150132583e-05 %	6.66362805227e-05 %	3.63470621033e-05 %
TEncSbac::codeSkipFlag	2878712	1100684	1270020	95519	4459	28354	2	0	5	2783191	1096225	1241661	2.44469099039 %	3.3181158796 %	1.38410362491 %	0.000133348166729 %	6.94755154388e-05 %	0.000210907814725 %
TEncSearch::xAddSymbolBitsInter	2868756	1181034	1441514	232254	71327	58	9	0	0	2636493	1109707	1441456	5.52945165666 %	8.09598306722 %	2.72197115172 %	0.000163895497317 %	0.00031372483404 %	0.0 %
TComPrediction::xDCPredFiltering	2846966	982711	317597	66749	0	0	23	0	0	2780194	982711	317597	1.60946684497 %	2.34456611003 %	0.0 %	0.000554581153789 %	0.000807877579149 %	0.0 %
TComDataCU::setSkipFlagSubParts	2834136	1417068	826623	58084	2800	4166	4	0	2	2776048	1414268	822455	1.28105979191 %	2.04944293428 %	0.310470559449 %	0.000118160780192 %	0.000141136487452 %	8.91388341799e-05 %
TEncEntropy::encodePUWise	2785350	900228	1212876	135803	44305	0	5	2	0	2649542	855921	1212876	3.67683354789 %	4.87561706787 %	2.09667863011 %	0.000142902229969 %	0.000179510653957 %	9.46474948701e-05 %
TEncSearch::xSetResidualQTData	2700630	1033154	717413	77406	25028	15018	6	0	2	2623218	1008126	702393	2.63866101635 %	2.8662201042 %	2.2876016742 %	0.000179726936372 %	0.000222170382466 %	0.000114248697708 %
TComDataCU::isDiffMER	2657967	1402268	172093	43345	21310	0	1	0	0	2614621	1380958	172093	1.52764625048 %	1.63075764297 %	1.35356503369 %	2.36276583478e-05 %	3.76227394847e-05 %	0.0 %
TEncSearch::xGetBlkBits	2498648	1206688	1022688	176847	81214	45472	11	6	1	2321790	1125468	977215	6.4198701191 %	7.07770762428 %	5.68257664925 %	0.000380708727367 %	0.000440238080754 %	0.000313989205948 %
TEncSbac::codeCrossComponentPrediction	2487634	1297896	540790	77621	23	0	5	0	0	2410008	1297873	540790	1.79468925091 %	3.12027412393 %	0.00125089330098 %	0.000115571663677 %	0.0002009941977 %	0.0 %
TComLoopFilter::xSetEdgefilterMultiple	2453390	1215324	351976	80	203	447	32	0	48	2453278	1215121	351481	0.0181560876367 %	0.00326079424796 %	0.0414725961845 %	0.00198970823416 %	0.00130431769918 %	0.00306259171824 %
TEncSearch::xSetIntraResultChromaQT	2414617	1090160	793357	30905	2956	78	21	0	0	2383691	1087204	793279	0.789621728871 %	1.27991312908 %	0.161081636109 %	0.000488584115805 %	0.000869703145468 %	0.0 %
TComDataCU::setCbfSubParts	2388440	1070680	700060	16556	25846	0	2	3	0	2371882	1044831	700060	1.01947980131 %	0.693172112341 %	1.45961575387 %	0.000120216004116 %	8.37366649361e-05 %	0.000169420694173 %
TEncSearch::xRestrictBipredMergeCand	2355874	444160	721836	71583	0	0	6	0	0	2284285	444160	721836	2.03252817395 %	3.03849017392 %	0.0 %	0.000170364039559 %	0.000254682550934 %	0.0 %
TEncCu::xCheckBestMode	2346825	1234703	526781	86366	109461	0	4	3	0	2260455	1125239	526781	4.76660835395 %	3.68012101456 %	6.21413535405 %	0.000170386404723 %	0.000170443045391 %	0.000170310942365 %
TComDataCU::isBipredRestriction	2306096	646072	877976	89538	0	0	2	0	0	2216556	646072	877976	2.33771889516 %	3.88266576933 %	0.0 %	5.22173578852e-05 %	8.67266583872e-05 %	0.0 %
TComTrQuant::setErrScaleCoeff	2261520	267840	253440	25	115	61540	25	23	46715	2261470	267702	145185	2.21647261751 %	0.00110545120096 %	11.827616636 %	1.68042978295 %	0.00110545120096 %	8.96600675261 %
TEncSampleAdaptiveOffset::deriveOffsets	2254652	621179	449471	140	10082	822	70	4	18	2254442	611093	448631	0.332120210435 %	0.00620938397589 %	1.01844673796 %	0.00276666600507 %	0.00310469198794 %	0.00205482650726 %
TEncBinCABAC::encodeBin	2131782	785748	566767	25	579	21	13	45	0	2131744	785124	566746	0.0179376212763 %	0.00117272779299 %	0.044361800054 %	0.00166461125444 %	0.000609818452356 %	0.00332713500405 %
TComDataCU::setPartSizeSubParts	2043480	1021740	596015	67787	556	3881	4	0	1	1975689	1021184	592133	1.97266769273 %	3.31723334704 %	0.274268971507 %	0.000136565940181 %	0.00019574451426 %	6.18140571347e-05 %
TEncBinCABACCounter::encodeBinEP	2036658	1018329	1018329	84133	0	0	3	0	0	1952522	1018329	1018329	2.06546705436 %	4.13093410872 %	0.0 %	7.36500679054e-05 %	0.000147300135811 %	0.0 %
TComPicYuv::extendPicBorder	2028300	578391	552243	135	8773	29008	30	785	2704	2028135	568833	520531	1.20027832174 %	0.00665582014495 %	3.34157649602 %	0.111398338807 %	0.00147907114332 %	0.308587925005 %
TComDataCU::getNumPartitions	2009978	945872	236468	59018	102892	0	2	1	0	1950958	842979	236468	5.07186314145 %	2.93625104354 %	8.7024037079 %	9.39756001752e-05 %	9.95035766561e-05 %	8.45780401577e-05 %
_int_malloc	1938576	333701	373202	878	1791	11615	247	32	10517	1937451	331878	351070	0.539940025984 %	0.0452909764693 %	1.89644123734 %	0.40809244753 %	0.012741311148 %	1.49228394843 %
TComLoopFilter::xEdgeFilterChroma	1916590	783350	282214	120	6112	0	86	0	0	1916384	777238	282214	0.208976464663 %	0.00626112001002 %	0.573592951714 %	0.00288382155985 %	0.00448713600718 %	0.0 %
TComDataCU::setPredModeSubParts	1845816	922908	538363	48885	1330	0	3	0	0	1796928	921578	538363	1.51840577523 %	2.64842216126 %	0.0910166560481 %	9.0714275131e-05 %	0.000162529742943 %	0.0 %
TComDataCU::setChromaQpAdjSubParts	1845816	922908	538363	45208	4	0	4	0	0	1800604	922904	538363	1.36712460241 %	2.44921487299 %	0.000273734303904 %	0.000120952366841 %	0.000216706323924 %	0.0 %
TComDataCU::getPartPosition	1844877	915658	405324	155541	32987	11847	13	1	2	1689323	882670	393475	6.32924586976 %	8.43096856864 %	3.39399022848 %	0.000505392059469 %	0.000704654023005 %	0.000227103775827 %
TEncEntropy::encodeSkipFlag	1817837	956681	426959	105094	82322	293	5	1	5	1712738	874358	426661	5.86320001674 %	5.78126641718 %	5.97084501749 %	0.000343591411089 %	0.000275052163643 %	0.000433638807782 %
TComDataCU::setCbfSubParts	1806625	939445	505855	60236	0	0	2	0	0	1746387	939445	505855	1.85231824227 %	3.33417283609 %	0.0 %	6.1502033411e-05 %	0.00011070366014 %	0.0 %
TEncEntropy::encodeMergeIndex	1785720	892860	567350	37162	571	0	4	0	0	1748554	892289	567350	1.16247115619 %	2.08106534059 %	0.0391039644983 %	0.000123231246515 %	0.000223999283202 %	0.0 %
TComLoopFilter::xDeblockCU	1698998	480035	281480	85	2854	3	65	18	0	1698848	477163	281477	0.119568561515 %	0.00500294879688 %	0.375173174527 %	0.00337328028748 %	0.00382578437408 %	0.00236370918498 %
TComYuv::copyToPicYuv	1665600	478860	603780	23400	17880	525	6	1	0	1642194	460979	603255	1.52115535761 %	1.40489913545 %	1.70001108402 %	0.000254708467965 %	0.00036023054755 %	9.23668070642e-05 %
TComLoopFilter::xGetBoundaryStrengthSingle	1663990	693655	361306	85	16722	0	40	232	0	1663865	676701	361306	0.61814280581 %	0.00510820377526 %	1.58508229214 %	0.0100038581056 %	0.00240386060012 %	0.0219913342768 %
TEncEntropy::encodePartSize	1658111	872690	523614	169635	6127	329	6	1	1	1488470	866562	523284	5.76513014767 %	10.2306178537 %	0.462363496774 %	0.000261915947898 %	0.000361857559596 %	0.000143235284007 %
TComDataCU::setTransformSkipSubParts	1651666	740402	484109	28560	28630	69	2	0	0	1623104	711772	484040	1.99080237412 %	1.72916316011 %	2.3437110814 %	6.95367496507e-05 %	0.00012108985715 %	0.0 %
TComDataCU::deriveLeftBottomIdxGeneral	1622974	903474	225180	134040	52775	0	5	4	0	1488929	850695	225180	6.78925348921 %	8.2589123424 %	4.6759237109 %	0.000327079096448 %	0.000308076407878 %	0.000354404449902 %
TEncCu::xCheckDQP	1615089	922908	384545	129549	35331	1394	6	0	0	1485534	887577	383151	5.68936220592 %	8.02116787372 %	2.80889638098 %	0.000205300727928 %	0.000371496555298 %	0.0 %
TEncSearch::xSetIntraResultQT	1585408	720120	508616	104335	6580	5040	15	0	0	1481058	713540	503576	4.12043591231 %	6.58095581705 %	0.945687275379 %	0.000533021764345 %	0.000946128693686 %	0.0 %
TComDataCU::deriveLeftRightTopIdxGeneral	1579318	858714	225180	134209	67317	3626	5	5	1	1445104	791392	221553	7.703179469 %	8.49790859092 %	6.54519722408 %	0.000413035086955 %	0.000316592351889 %	0.000553559665429 %
TComDataCU::isSkipped	1463800	1463800	0	49525	148687	0	2	41	0	1414273	1315072	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncEntropy::encodeCoeff	1425720	612683	551161	79164	1403	0	10	1	0	1346546	611279	551161	3.11121872253 %	5.55256291558 %	0.120548802073 %	0.000424781932403 %	0.000701399994389 %	8.59221682631e-05 %
_int_free	1322215	377035	250078	670	8882	657	129	5326	403	1321416	362827	249018	0.523718943143 %	0.0506725456904 %	1.52109747366 %	0.300513818095 %	0.00975635581203 %	0.913551465206 %
TComOutputBitstream::write	1304709	331541	253689	43	5	471	16	1	57	1304650	331535	253161	0.0274612037743 %	0.00329575407236 %	0.0813355432907 %	0.00391547028767 %	0.00122632709669 %	0.00991063342617 %
TEncSearch::xSetIntraResultChromaQT	1290817	507398	514409	43302	7717	0	7	0	0	1247508	499681	514409	2.2061087319 %	3.35461959364 %	0.755230684464 %	0.000302686472163 %	0.000542292207184 %	0.0 %
TComTrQuant::xsetFlatScalingList	1248480	10080	493200	10	200	61770	10	42	46767	1248460	9838	384663	3.53815591177 %	0.000800973984365 %	12.3132252424 %	2.67268347262 %	0.000800973984365 %	9.30078683834 %
TEncSbac::codeIntraDirChroma	1135390	524326	410688	54890	7141	0	20	1	0	1080480	517184	410688	2.99608192411 %	4.83446216718 %	0.76373187995 %	0.00101429479464 %	0.00176150926113 %	0.000106950270263 %
TComCUMvField::copyTo	1121480	571320	380880	23400	9147	3994	6	1	2	1098074	562172	376884	1.76213301956 %	2.08652851589 %	1.38006721277 %	0.000434011033525 %	0.000535007311767 %	0.000315059861374 %
TComDataCU::setCUTransquantBypassSubParts	1099176	549588	320593	17775	0	0	1	0	0	1081400	549588	320593	0.902578862035 %	1.61712046115 %	0.0 %	5.07779950512e-05 %	9.09772411334e-05 %	0.0 %
TComCUMvField::compress	1095920	544880	383040	20	3622	9504	12	26	66	1095888	541232	373470	0.649557277255 %	0.00182495072633 %	1.41456160014 %	0.00513874614594 %	0.0010949704358 %	0.00991464781447 %
TEncSbac::codeMvd	1038200	405989	275212	76445	19208	0	11	7	0	961744	386774	275212	5.56315833247 %	7.36322481217 %	2.81972574908 %	0.00104687620863 %	0.00105952610287 %	0.00102759684733 %
TComDataCU::setQPSubParts	1036392	518196	302281	81326	6560	4257	2	0	1	955064	511636	298023	4.96227789898 %	7.84703085319 %	1.3183794305 %	0.000161562285762 %	0.00019297717466 %	0.000121880320838 %
TEncCu::xCheckRDCostIntra	1011124	438452	523458	88914	20574	8092	55	0	6	922155	417878	515360	5.9593499149 %	8.7935802137 %	2.98011248454 %	0.00309168519144 %	0.00543949110099 %	0.00062375897953 %
TEncEntropy::encodePredInfo	964757	418922	374557	75976	0	0	6	0	0	888775	418922	374557	4.32114915176 %	7.87514368903 %	0.0 %	0.000341251117597 %	0.000621918265428 %	0.0 %
TComCUMvField::copyFrom	939600	438480	375840	7800	11609	31	2	0	0	931798	426871	375809	1.10837438424 %	0.830140485313 %	1.42941349838 %	0.000114030286444 %	0.000212856534696 %	0.0 %
TComTURecurse::TComTURecurse	925218	359807	411208	72962	2293	7517	12	0	3	852244	357514	403688	4.87975413755 %	7.88592526302 %	1.27234878699 %	0.000884312473581 %	0.00129699162792 %	0.000389097488376 %
TEncEntropy::encodePredMode	912145	500893	216235	85645	0	0	6	0	0	826494	500893	216235	5.25663900402 %	9.38940628957 %	0.0 %	0.000368262409062 %	0.000657790153978 %	0.0 %
TEncSbac::codeMergeFlag	863379	558657	253935	62540	31501	0	2	13	0	800837	527143	253935	5.61113527621 %	7.24363228663 %	3.87660720263 %	0.000895003553164 %	0.000231647978466 %	0.00159981885128 %
TEncEntropy::encodeCrossComponentPrediction	854568	498498	284856	38229	0	0	4	0	0	816335	498498	284856	2.33399392645 %	4.47348835903 %	0.0 %	0.000244211873337 %	0.000468072757229 %	0.0 %
_dl_lookup_symbol_x	829762	147760	54889	82	3448	75	15	3061	21	829665	141251	54793	0.349182641409 %	0.0098823518069 %	1.73847391302 %	0.299977431469 %	0.00180774728175 %	1.52085625885 %
TEncSbac::codePredMode	801762	464178	210990	76518	39636	0	2	1	0	725242	424541	210990	7.86455688489 %	9.54372993482 %	5.8705388881 %	0.000203124047856 %	0.000249450585086 %	0.000148111284895 %
TEncCu::xCopyYuv2Pic	801570	322710	239430	39000	24937	0	20	0	0	762550	297773	239430	4.68846015648 %	4.86545155133 %	4.43608353791 %	0.00146658747094 %	0.00249510335966 %	0.0 %
TEncCu::xEncodeCU	753144	346488	247324	701	3827	83	19	61	0	752424	342600	247241	0.34232744054 %	0.0930764900205 %	0.658457558958 %	0.00593931798812 %	0.00252275793208 %	0.0102726115336 %
TComYuv::copyFromPicYuv	707880	176970	239430	12866	5158	6130	4	7	3	695010	171805	233297	2.14839719643 %	1.81753969599 %	2.71085494717 %	0.00124524139894 %	0.000565067525569 %	0.00240153698367 %
TEncSearch::xTZ2PointSearch	690851	277628	243209	69382	9559	0	42	2	0	621427	268067	243209	6.51496094704 %	10.0429759818 %	1.83531507938 %	0.00363129782584 %	0.00607945852289 %	0.000383997296659 %
TComDataCU::setDepthSubParts	665900	319632	213088	53272	522	312	2	0	0	612626	319110	212776	4.51402446146 %	8.0 %	0.156555038294 %	0.000166858554004 %	0.000300345397207 %	0.0 %
TEncEntropy::encodeRefFrmIdxPU	642680	382770	166394	19191	208	6268	2	0	0	623487	382562	160126	2.15355365299 %	2.98608950022 %	1.1792470009 %	0.000167807196244 %	0.000311196863136 %	0.0 %
TEncSbac::codeQtRootCbf	625738	272060	272060	27018	1669	6238	1	0	0	598719	270391	265822	2.98540506626 %	4.31778156353 %	1.45317209439 %	8.54804600216e-05 %	0.000159811294823 %	0.0 %
TEncEntropy::encodeMvdPU	617782	369926	187750	21844	0	1912	2	0	0	595936	369926	185838	2.02099947425 %	3.53587511452 %	0.342851404758 %	0.000170146445045 %	0.000323738794591 %	0.0 %
TEncEntropy::encodeMergeFlag	609444	355509	203148	0	0	0	0	0	0	609444	355509	203148	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
TEncSearch::xSetIntraResultQT	603998	267375	201991	3790	3202	2565	15	0	0	600193	264173	199426	0.890378287328 %	0.627485521475 %	1.22867868572 %	0.00139747560008 %	0.00248345193196 %	0.0 %
TComCUMvField::create	602768	3848	150552	16	134	17843	12	0	17809	602740	3714	114900	2.37635504934 %	0.00265442093807 %	11.643134715 %	2.35363882256 %	0.00199081570355 %	11.5343264249 %
TEncSbac::codeInterDir	584691	265727	197118	32761	20076	0	3	8	0	551927	245643	197118	5.0439316644 %	5.60313054246 %	4.3375212004 %	0.00105008324296 %	0.000513091530398 %	0.00172844040662 %
do_lookup_x	559221	202670	95467	175	5197	84	45	1457	31	559001	196016	95352	0.636373603559 %	0.0312935315376 %	1.77133331321 %	0.178805119915 %	0.00804690810967 %	0.499099407319 %
TEncSbac::codeSplitFlag	551232	235592	147732	30898	13492	181	6	1	0	520328	222099	147551	4.76921661195 %	5.60526239406 %	3.56695641285 %	0.000749018785391 %	0.00108847091606 %	0.000260875916979 %
TEncSampleAdaptiveOffset::getDistortion	549582	172059	80821	118	433	0	59	0	0	549405	171626	80821	0.0686636875017 %	0.0214708633107 %	0.171227459665 %	0.00735237307187 %	0.0107354316553 %	0.0 %
TEncEntropy::encodeIPCMInfo	542736	305289	135684	32731	2354	0	2	0	0	510003	302935	135684	3.56660353824 %	6.03074054421 %	0.533819530901 %	0.000203312158372 %	0.000368503287049 %	0.0 %
TComDataCU::getAllowedChromaDir	471282	214669	130114	46631	2225	0	3	0	0	424648	212444	130114	5.98677801401 %	9.89450053259 %	0.645333441614 %	0.000367617775545 %	0.000636561549136 %	0.0 %
TEncEntropy::encodeMVPIdxPU	446884	296684	138922	10920	10924	0	1	2	0	435963	285758	138922	2.47526884157 %	2.44358715013 %	2.50777078369 %	0.000339947194869 %	0.000223771717045 %	0.000459130498662 %
TEncSbac::codeQtRootCbfZero	425799	232254	154836	70326	0	11618	2	0	0	355471	232254	143218	10.0805891087 %	16.5162435797 %	3.00136919063 %	0.000246036051663 %	0.000469705189538 %	0.0 %
malloc	387323	112479	62590	21	310	55	15	0	5	387287	112169	62530	0.0686354002191 %	0.00542183139137 %	0.208489224249 %	0.00355623835332 %	0.00387273670812 %	0.00285601677053 %
TEncEntropy::encodeQtRootCbfZero	387090	232254	116127	0	73	0	0	0	0	387090	232181	116127	0.00992561229471 %	0.0 %	0.0209540703999 %	0.0 %	0.0 %	0.0 %
TComDataCU::getCtxSplitFlag	384008	130584	142196	13606	13305	1008	11	27	2	370391	117252	141186	4.25083893128 %	3.54315535093 %	5.24708556346 %	0.00609024525418 %	0.00286452365576 %	0.0106312779529 %
TEncBinCABAC::testAndWriteOut	376680	145568	85544	0	0	23	0	0	3	376680	145568	85518	0.00378418932793 %	0.0 %	0.00995188480044 %	0.000493589912338 %	0.0 %	0.00129807193049 %
TComLoopFilter::xDeblockCU	376192	82277	21500	20	1328	0	20	19	0	376152	80930	21500	0.280851471658 %	0.00531643416128 %	1.27966697823 %	0.00812552477347 %	0.00531643416128 %	0.0183084883934 %
free	362510	112484	75011	168	1230	3	13	327	1	362329	110927	75007	0.254724957046 %	0.0463435491435 %	0.657617536468 %	0.0619994363688 %	0.00358610796944 %	0.174937998347 %
TComCUMvField::copyTo	359720	126960	169280	12710	13639	29	4	0	0	347006	113321	169251	4.02128178547 %	3.53330368064 %	4.61382662706 %	0.000609793280078 %	0.00111197598132 %	0.0 %
TEncCu::xCopyYuv2Tmp	349180	164320	133510	7800	10663	0	4	0	0	341376	153657	133510	2.85358804346 %	2.23380491437 %	3.58023033274 %	0.00061822846633 %	0.00114554098173 %	0.0 %
TEncEntropy::encodeIntraDirModeChroma	342624	199864	114208	11568	3216	3299	2	0	2	331054	196648	110907	2.75363334024 %	3.3762958812 %	2.07436511373 %	0.00060910984687 %	0.000583730269917 %	0.000636796658091 %
TEncSbac::xWriteUnaryMaxSymbol	339360	156544	91952	22481	0	0	4	0	0	316875	156544	91952	3.82423586729 %	6.62452852428 %	0.0 %	0.000680438746904 %	0.0011786892975 %	0.0 %
TEncSbac::codeRefFrmIdx	337335	158330	82531	16318	16782	0	4	0	0	321013	141548	82531	5.72470235007 %	4.83732787881 %	6.96750407912 %	0.000691806930522 %	0.00118576489247 %	0.0 %
TEncEntropy::encodeSplitFlag	333868	175720	105432	10	2046	0	7	1	0	333851	173673	105432	0.334298071607 %	0.00299519570609 %	0.72772023674 %	0.00130077070664 %	0.00209663699426 %	0.000355679490098 %
initROM	329111	79859	35725	19	2	2709	19	0	49	329073	79857	32967	0.61390391167 %	0.0057731282151 %	2.3454803433 %	0.0152913794848 %	0.0057731282151 %	0.0423934108527 %
std::basic_streambuf<char,	325109	222222	207134	14	3113	122	14	258	61	325081	218851	206951	0.430636278688 %	0.00430624805834 %	0.753454010192 %	0.0441372363198 %	0.00430624805834 %	0.0742973197067 %
TEncCu::xComputeQP	322710	135330	52050	40910	16755	0	8	1	0	281792	118574	52050	11.3048677684 %	12.6770165164 %	8.94172270253 %	0.00176439451861 %	0.00247900591863 %	0.00053367488526 %
std::basic_streambuf<char,	312002	214325	199121	169	33	2609	25	2	627	311808	214290	195885	0.38748469911 %	0.0541663194467 %	0.639019364077 %	0.090151189334 %	0.00801276914892 %	0.152135950039 %
TEncSbac::codeSAOOffsetParam	304477	77245	68355	65	262	0	33	0	0	304379	76983	68355	0.0726542347198 %	0.0213480821211 %	0.179945054945 %	0.00733207873319 %	0.0108382570769 %	0.0 %
TComLoopFilter::xSetEdgefilterPU	301230	94050	142674	48	5	0	21	2	0	301161	94043	142674	0.00985214349182 %	0.0159346678618 %	0.00211216437708 %	0.00427545849645 %	0.00697141718952 %	0.000844865750832 %
TComLoopFilter::xSetEdgefilterTU	294232	121464	131216	0	134	62	0	5	0	294232	121325	131154	0.035837575332 %	0.0 %	0.077568466044 %	0.000914223860511 %	0.0 %	0.00197878739908 %
_dl_relocate_object	290000	102611	40802	52	5368	1703	52	3933	1063	289896	93310	38036	1.64346708567 %	0.0179310344828 %	4.93051536472 %	1.16470894966 %	0.0179310344828 %	3.48364513677 %
TComLoopFilter::xSetEdgefilterTU	289216	110432	134320	35	1478	38	14	14	0	289167	108940	134282	0.290466844455 %	0.012101681788 %	0.619402497222 %	0.00524375992569 %	0.0048406727152 %	0.00572007583186 %
TComLoopFilter::xSetLoopfilterParam	286312	95932	87776	30	25	31	12	0	0	286270	95907	87745	0.0182970937407 %	0.0104780798569 %	0.0304831580552 %	0.00255308284754 %	0.00419123194278 %	0.0 %
TEncSbac::codeMVPIdx	262720	118224	105088	21304	11321	0	2	5	0	241414	106898	105088	6.71252098627 %	8.10901339829 %	5.06958873683 %	0.00144023438786 %	0.000761266747868 %	0.00223901984667 %
TEncBinCABAC::writeOut	261363	76493	57426	20	0	18	8	0	2	261335	76493	57406	0.00961338993427 %	0.00765219254447 %	0.0134409605806 %	0.00252983945639 %	0.00306087701779 %	0.00149344006452 %
strcmp	227435	72190	2	17	613	0	5	222	0	227413	71355	2	0.210261425038 %	0.00747466309055 %	0.849124556738 %	0.0757608626726 %	0.00219843032075 %	0.307513297872 %
TComSampleAdaptiveOffset::invertQuantOffsets	224204	92049	127227	28	0	134	14	0	5	224162	92049	127088	0.0365292685127 %	0.0124886264295 %	0.0611101990186 %	0.00428429692433 %	0.00624431321475 %	0.00228023130666 %
TEncEntropy::encodeInterDirPU	219726	122070	61035	20908	9179	0	1	1	0	198817	112890	61035	7.46888893854 %	9.51548747076 %	5.01297069987 %	0.000496486119489 %	0.000455112276199 %	0.000546134731438 %
TEncSampleAdaptiveOffset::deriveModeNewRDO	201073	86833	86294	147	256	202	77	3	6	200849	86574	86086	0.161678246927 %	0.0731077767776 %	0.264545680339 %	0.0229823623731 %	0.0382945497406 %	0.00519849590185 %
TComDataCU::initCtu	196275	74238	79527	2769	10114	1747	45	779	508	193461	63345	77272	4.1795223403 %	1.41077569736 %	7.71371898677 %	0.380527939664 %	0.0229270156668 %	0.836991513023 %
malloc_consolidate	195058	68154	44737	254	6098	78	39	7	34	194765	62049	44625	2.08800807926 %	0.130217678844 %	5.47076383414 %	0.0259783275802 %	0.0199940530509 %	0.0363182184585 %
__memcmp_ssse3	194730	42612	4954	470	118	0	31	0	0	194229	42494	4954	0.242678376861 %	0.241359831562 %	0.248076357062 %	0.0127942681679 %	0.0159194782519 %	0.0 %
TComDataCU::isLastSubCUOfCtu	188398	97004	29952	435	1181	0	6	3	0	187957	95820	29952	0.512439988077 %	0.230894170851 %	0.930243548946 %	0.00285393557716 %	0.00318474718415 %	0.00236302340969 %
TComDataCU::getIntraSizeIdx	187630	31318	0	8948	50	0	3	0	0	178679	31268	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncBinCABAC::encodeBinsEP	182862	70839	50940	18	0	0	11	0	0	182833	70839	50940	0.00590859405005 %	0.00984348853234 %	0.0 %	0.00361080747503 %	0.00601546521421 %	0.0 %
TEncSbac::codeSaoMaxUvlc	172585	80546	48738	19	0	0	10	0	0	172556	80546	48738	0.00629412095975 %	0.0110090679955 %	0.0 %	0.00331269524198 %	0.00579424631341 %	0.0 %
ContextModel::init	172498	28280	11312	27	0	1005	4	0	125	172467	28280	10182	0.486585883351 %	0.0156523553896 %	2.53839159426 %	0.0608232354189 %	0.00231886746513 %	0.315720347545 %
__memchr_sse2_bsf	151792	34035	332	32	351	0	19	255	0	151741	33429	332	0.205738105598 %	0.0210814799199 %	1.02132860011 %	0.14718600766 %	0.0125171287024 %	0.741990863328 %
SAOOffset::reset	148506	8406	100872	15	0	4194	5	0	3142	148486	8406	93536	1.63276231263 %	0.0101006019959 %	3.83791797068 %	1.22078949818 %	0.00336686733196 %	2.87523563755 %
df::program_options_lite::Options::addOption	146684	45001	44151	168	241	0	30	0	0	146486	44760	44151	0.173425600841 %	0.114531918955 %	0.270324838478 %	0.0127207042182 %	0.0204521283848 %	0.0 %
TEncSbac::xWriteEpExGolomb	144869	39567	32373	7497	0	0	5	0	0	137367	39567	32373	3.45788228348 %	5.17502019066 %	0.0 %	0.00230617732659 %	0.00345139401804 %	0.0 %
operator	142326	39535	39535	57	183	25	6	2	6	142263	39350	39504	0.119695026107 %	0.040048901817 %	0.263058049829 %	0.0063235108132 %	0.00421567387547 %	0.0101176173011 %
TEncCu::finishCU	125742	64468	30762	435	344	4	6	4	0	125301	64120	30758	0.354343536738 %	0.345946461803 %	0.36543106164 %	0.00452546023931 %	0.00477167533521 %	0.00420035703035 %
write	123519	32521	13154	31	8	0	10	0	0	123478	32513	13154	0.0230504627824 %	0.0250973534436 %	0.0175150519978 %	0.0059103750724 %	0.00809592046568 %	0.0 %
0x0006ce60	119412	119412	0	7	0	0	2	0	0	119403	119412	0	0 %	0 %	0 %	0 %	0 %	0 %
check_match.isra.0	117907	46876	21806	76	468	130	10	87	67	117821	46321	21609	0.36122172261 %	0.0644575809748 %	0.870679362861 %	0.0878937129198 %	0.00848126065458 %	0.22422177572 %
std::basic_filebuf<char,	116330	41446	27408	15	98	0	13	18	0	116302	41330	27408	0.0610203905305 %	0.0128943522737 %	0.142330147849 %	0.0167401071367 %	0.0111751053039 %	0.0261422720539 %
TComOutputBitstream::addSubstream	115186	51206	51156	10	167	0	4	1	0	115172	51038	51156	0.0813613547355 %	0.0086816106124 %	0.163146480139 %	0.00229834335411 %	0.00347264424496 %	0.000976925030773 %
TEncSbac::TEncSbac	112788	1404	48750	58	0	5021	29	0	5004	112701	1404	38725	3.11706005818 %	0.0514239103451 %	10.0111656099 %	3.08882915393 %	0.0257119551725 %	9.97727000837 %
std::ostream::write	111504	55752	31512	34	12	0	20	9	0	111450	55731	31512	0.0231425581583 %	0.0304921796527 %	0.0137513751375 %	0.0145898736215 %	0.0179365762663 %	0.0103135313531 %
