BQMall__QP_32_nF_5_MSizeL1_16384_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TEncSearch::setWpScalingDistParam	4447633	1876563	901465	55945	103596	147860	4	0	0	4391684	1772967	753605	4.25429590455 %	1.25786007973 %	9.05160063182 %	5.53582571892e-05 %	8.99354780397e-05 %	0.0 %
TComTrQuant::invRdpcmNxN	4430862	2297484	984636	463646	48060	2281	5	0	0	3967211	2249424	982355	6.66392064703 %	10.4640135486 %	1.53379522991 %	6.482577037e-05 %	0.000112844859533 %	0.0 %
isAboveLeftAvailable	4410342	1534032	1534032	438804	142456	175737	6	0	23	3971532	1391576	1358272	10.1224378564 %	9.94943249299 %	10.3711330663 %	0.000387783171975 %	0.000136043871428 %	0.000749658416513 %
TEncSbac::codeTransformSubdivFlag	4373392	2460033	1366685	115040	20949	84608	4	0	2	4258348	2439084	1282075	2.69017122941 %	2.63045251832 %	2.75842118494 %	7.31697501619e-05 %	9.14621877024e-05 %	5.22641072585e-05 %
TComSampleAdaptiveOffset::offsetBlock	4308884	1448346	355154	77	14231	13947	77	5	11	4308730	1434110	341196	0.462258261261 %	0.00178700563765 %	1.56240643194 %	0.00152150126694 %	0.00178700563765 %	0.000887163848073 %
TComDataCU::getCtxSkipFlag	4096127	1004373	2003223	145891	3285	73720	3	0	1	3950233	1001088	1929502	3.13773495954 %	3.56168155919 %	2.5603505258 %	5.6308501894e-05 %	7.32399166334e-05 %	3.32491464944e-05 %
TComDataCU::CUIsFromSameTile	3853566	2569044	214087	46167	101772	0	4	2	0	3807395	2467270	214087	2.22910583382 %	1.19803319834 %	3.65674486756 %	9.04064175297e-05 %	0.000103799960867 %	7.18615113697e-05 %
TEncEntropy::xEncodeTransform	3824736	1447581	1110118	216576	40611	32083	45	29	2	3608115	1406941	1078033	4.53228274162 %	5.66250847117 %	2.84216399193 %	0.00119076810026 %	0.00117655179338 %	0.00121202690387 %
TComPrediction::predIntraGetPredValDC	3782627	1063100	203058	76262	5590	56021	7	0	24	3706358	1057510	147013	2.73081543381 %	2.01611208295 %	4.86598039107 %	0.000614009113084 %	0.000185056575761 %	0.00189549803421 %
TEncSearch::estIntraPredChromaQT	3637083	1587152	1495791	175224	197754	49358	73	0	10	3461786	1389398	1446423	6.28473758881 %	4.81770693713 %	8.01545795689 %	0.0012351142689 %	0.00200710294486 %	0.000324365387229 %
TEncSbac::codePartSize	3576822	1809371	874271	281624	161309	11079	24	2	3	3295174	1648060	863189	7.25205032726 %	7.87358163196 %	6.4236585953 %	0.000463224451095 %	0.000670986702721 %	0.000186313971834 %
TComDataCU::setMergeFlagSubParts	3513206	1550452	870008	165570	92567	0	22	1	0	3347614	1457884	870008	4.35037968096 %	4.71278940091 %	3.82435570098 %	0.000387618716658 %	0.000626208653862 %	4.13144608876e-05 %
TComDataCU::getQtRootCbf	3425443	2222589	183119	66400	60370	0	2	26	0	3359041	2162193	183119	2.17401332944 %	1.93843540821 %	2.50944836198 %	0.000480179642064 %	5.8386608681e-05 %	0.00108076291886 %
TComYuv::copyToPartYuv	3363128	759416	1084880	32118	4979	323	4	0	0	3331006	754437	1084557	0.718589459971 %	0.955003794087 %	0.287480968348 %	7.68134110071e-05 %	0.000118936894463 %	0.0 %
TComDataCU::getMvField	3330164	1958920	587676	44018	307270	1221	1	117	0	3286145	1651533	586455	5.99835623711 %	1.32179676436 %	12.1138570861 %	0.00200790911999 %	3.00285511464e-05 %	0.0045943683254 %
TComDataCU::setMergeIndexSubParts	3258205	1476619	822227	179751	56335	0	24	1	0	3078430	1420283	822227	4.2484044145 %	5.51687202002 %	2.45057737665 %	0.000449878901597 %	0.000736601901967 %	4.35000865652e-05 %
TEncCu::xCheckRDCostInter	3226344	1333200	1733160	249130	342874	57016	21	0	0	2977193	990326	1676144	10.3138491815 %	7.72174324871 %	13.0411954239 %	0.000333719812659 %	0.000650891535435 %	0.0 %
TComDataCU::setIntraDirSubParts	3146075	1635959	880901	172060	60336	19	4	0	0	2974011	1575623	880882	4.10414387592 %	5.46903681571 %	2.39802770118 %	7.06347503547e-05 %	0.000127142550638 %	0.0 %
TComPatternParam::setPatternParamPel	3072560	1843536	1229024	45690	0	900	1	0	0	3026869	1843536	1228124	0.758162574531 %	1.48703361366 %	0.0292915353972 %	1.62730752207e-05 %	3.25461504413e-05 %	0.0 %
TEncEntropy::encodeTransformSubdivFlag	2999736	1749846	999912	39079	2356	45695	2	0	1	2960655	1747490	954216	1.51543770634 %	1.30274797516 %	1.74746286764 %	5.21785047519e-05 %	6.66725338496e-05 %	3.63668366453e-05 %
TEncSearch::xAddSymbolBitsInter	2862987	1178878	1438476	231876	140973	801	9	0	0	2631102	1037905	1437675	6.81800639778 %	8.09909370877 %	5.4166918193 %	0.000164223357634 %	0.000314356998477 %	0.0 %
TEncSbac::codeSkipFlag	2861372	1094054	1262370	94673	17375	62199	2	0	1	2766697	1076679	1200170	3.33947513471 %	3.30865752513 %	3.37689651777 %	5.74955402626e-05 %	6.98965391428e-05 %	4.24371844795e-05 %
TComDataCU::setSkipFlagSubParts	2831136	1415568	825748	57661	8609	13229	4	0	2	2773471	1406959	812517	1.56726963607 %	2.03667361794 %	0.97433829054 %	0.000118285988709 %	0.000141286042069 %	8.9233289728e-05 %
TComPrediction::xDCPredFiltering	2824016	974649	315065	66169	0	0	12	0	0	2757835	974649	315065	1.60849156362 %	2.3430816256 %	0.0 %	0.000291706067243 %	0.000424926770953 %	0.0 %
TEncEntropy::encodePUWise	2782188	898524	1211924	135508	76014	0	5	2	0	2646675	822508	1211924	4.32327277157 %	4.87055511705 %	3.6017945005 %	0.000143072159875 %	0.000179714670612 %	9.47666087959e-05 %
TComDataCU::isDiffMER	2661516	1404156	172328	31387	42722	0	1	0	0	2630128	1361434	172328	1.74867862199 %	1.17929029921 %	2.7099545571 %	2.3596035866e-05 %	3.75725714217e-05 %	0.0 %
TEncSearch::xGetBlkBits	2501956	1208424	1024144	131689	108798	46380	11	6	1	2370256	1099620	977763	6.05904627371 %	5.26344188307 %	6.95065055129 %	0.000380186054607 %	0.000439656013135 %	0.000313540281864 %
TEncSbac::codeCrossComponentPrediction	2459551	1283244	534685	76774	163	29	5	0	0	2382772	1283081	534656	1.7993304469 %	3.12146403957 %	0.0105614685722 %	0.000116891253729 %	0.00020328913692 %	0.0 %
TComLoopFilter::xSetEdgefilterMultiple	2455454	1216174	352248	80	1723	2268	32	0	48	2455342	1214451	349932	0.101171109647 %	0.00325805329686 %	0.254459577843 %	0.00198813283511 %	0.00130322131875 %	0.003060400836 %
TEncSearch::xSetIntraResultChromaQT	2411113	1088408	792461	30750	20682	457	21	0	0	2380342	1067726	792004	1.20897524733 %	1.275344623 %	1.12389539091 %	0.000489284437819 %	0.000870967059611 %	0.0 %
TComDataCU::setCbfSubParts	2388440	1070680	700060	16544	70121	0	2	3	0	2371894	1000556	700060	2.08370399935 %	0.692669692351 %	3.95998283204 %	0.000120216004116 %	8.37366649361e-05 %	0.000169420694173 %
TEncSearch::xRestrictBipredMergeCand	2360534	444608	724588	71709	0	0	6	0	0	2288819	444608	724588	2.03157181994 %	3.03782957585 %	0.0 %	0.000169984673049 %	0.000254179774576 %	0.0 %
TEncCu::xCheckBestMode	2343550	1232994	526102	86160	137846	0	4	3	0	2257386	1095145	526102	5.46003725401 %	3.67647372576 %	7.83618403998 %	0.000170621593966 %	0.000170681231465 %	0.0001705421421 %
TComDataCU::isBipredRestriction	2309320	646940	879340	59890	0	2	2	0	0	2249428	646940	879338	1.56147669204 %	2.59340411896 %	0.000131037555363 %	5.21430806132e-05 %	8.66055808636e-05 %	0.0 %
TEncSearch::xSetResidualQTData	2270186	853757	631584	61185	53690	17108	6	0	2	2208995	800067	614474	3.51436695835 %	2.69515361296 %	4.76644756995 %	0.000213019371183 %	0.000264295524684 %	0.000134649215231 %
TComTrQuant::setErrScaleCoeff	2261520	267840	253440	25	1430	62040	14	25	46745	2261481	266385	144655	2.28169469599 %	0.00110545120096 %	12.1757980356 %	1.68118441857 %	0.000619052672539 %	8.97214548803 %
TEncSampleAdaptiveOffset::deriveOffsets	2249730	620092	448640	140	10516	2789	70	4	0	2249520	609572	445851	0.405157569983 %	0.0062229689785 %	1.244933248 %	0.0022299486931 %	0.00311148448925 %	0.000374275309432 %
TEncBinCABAC::encodeBin	2124402	782940	564910	25	3817	155	13	45	0	2124364	779078	564755	0.115112612794 %	0.00117680175409 %	0.294691545795 %	0.00167038567477 %	0.000611936912129 %	0.0033386504433 %
TComDataCU::setPartSizeSubParts	2040480	1020240	595140	67620	915	8236	4	0	1	1972856	1019325	586903	2.09994365211 %	3.31392613503 %	0.566492094739 %	0.000136766725203 %	0.000196032306124 %	6.1904938776e-05 %
TComPicYuv::extendPicBorder	2028300	578391	552243	135	8821	29052	30	785	2702	2028135	568785	520489	1.20319069661 %	0.00665582014495 %	3.34971352356 %	0.11133502631 %	0.00147907114332 %	0.308411033102 %
TEncBinCABACCounter::encodeBinEP	2027088	1013544	1013544	83521	0	0	3	0	0	1943564	1013544	1013544	2.06012269818 %	4.12024539635 %	0.0 %	7.3997774147e-05 %	0.000147995548294 %	0.0 %
TComDataCU::getNumPartitions	2006612	944288	236072	58864	109818	0	2	1	0	1947746	834469	236072	5.29286106059 %	2.93350184291 %	9.30377173066 %	9.41332399532e-05 %	9.96704893622e-05 %	8.47199159578e-05 %
_int_malloc	1943694	335213	374186	876	3237	12833	246	42	10502	1942572	331934	350851	0.638726196179 %	0.0450688225616 %	2.26529780843 %	0.406695129044 %	0.0126563131851 %	1.48632856827 %
TComLoopFilter::xEdgeFilterChroma	1916713	783730	282659	120	8246	0	84	0	0	1916509	775484	282659	0.280446327347 %	0.00626071821916 %	0.77326379023 %	0.0028158608053 %	0.00438250275341 %	0.0 %
TComDataCU::getPartPosition	1847402	916884	405828	142624	45183	18568	13	1	2	1704765	871700	387258	6.51001825171 %	7.72024713625 %	4.8197188806 %	0.000504713710611 %	0.000703690912969 %	0.000226806742511 %
TComDataCU::setPredModeSubParts	1842816	921408	537488	48685	7326	0	3	0	0	1794128	914082	537488	1.69642294664 %	2.64188068695 %	0.502160537831 %	9.08619528293e-05 %	0.000162794332153 %	0.0 %
TComDataCU::setChromaQpAdjSubParts	1842816	921408	537488	44968	1001	0	4	0	0	1797844	920407	537488	1.3922777032 %	2.44017850941 %	0.0686135269409 %	0.000121149270439 %	0.000217059109537 %	0.0 %
TEncEntropy::encodeSkipFlag	1807127	951071	424409	104010	125015	669	5	1	0	1703112	826055	423740	7.2171650474 %	5.75554457434 %	9.13746473958 %	0.000188524690607 %	0.000276682269702 %	7.27018931573e-05 %
TComDataCU::setCbfSubParts	1789750	930670	501130	59596	55	0	2	0	0	1730152	930615	501130	1.85162421816 %	3.32985053778 %	0.00384131861992 %	6.20819170896e-05 %	0.000111747450761 %	0.0 %
TEncEntropy::encodeMergeIndex	1784360	892180	566874	37095	2307	0	4	0	0	1747261	889873	566874	1.21483103915 %	2.07889663521 %	0.158116149231 %	0.000123326840175 %	0.000224170010536 %	0.0 %
TComDataCU::setTransformSkipSubParts	1754036	786292	514114	30358	31472	206	2	0	0	1723676	754820	513908	2.03100926454 %	1.73075125026 %	2.43600844659 %	6.54784081675e-05 %	0.000114022745257 %	0.0 %
TComLoopFilter::xDeblockCU	1708180	483681	284094	85	4726	19	48	24	0	1708047	478931	284075	0.195076243308 %	0.0049760563875 %	0.618019602097 %	0.00290796884434 %	0.00281000831294 %	0.00312591579564 %
TComLoopFilter::xGetBoundaryStrengthSingle	1675007	698298	363125	85	17645	0	26	444	0	1674896	680209	363125	0.647924485552 %	0.00507460565836 %	1.66239096006 %	0.0171756631816 %	0.00155223231903 %	0.0418306367961 %
TComYuv::copyToPicYuv	1665600	478860	603780	23400	21006	1011	6	1	0	1642194	457853	602769	1.65258492708 %	1.40489913545 %	2.03363999113 %	0.000254708467965 %	0.00036023054755 %	9.23668070642e-05 %
TEncEntropy::encodePartSize	1647129	866910	520146	168519	24453	1224	6	1	1	1478604	842456	518921	6.40026893548 %	10.2310747974 %	1.85118697443 %	0.000263662235493 %	0.000364270193774 %	0.000144190285035 %
TComDataCU::deriveLeftBottomIdxGeneral	1625264	904660	225460	134261	73346	0	5	4	0	1490998	831310	225460	7.53459408924 %	8.26087331043 %	6.49010724525 %	0.000326633238779 %	0.000307642327646 %	0.000353944713836 %
TEncCu::xCheckDQP	1612464	921408	383920	129240	46784	40604	6	0	0	1483218	874624	343316	7.4243811759 %	8.01506266186 %	6.69471581089 %	0.000205634945877 %	0.000372101330634 %	0.0 %
TComDataCU::deriveLeftRightTopIdxGeneral	1581312	859796	225460	134412	95673	8113	5	5	1	1446895	764118	217346	8.93275551195 %	8.50003035454 %	9.5632735502 %	0.000412515263065 %	0.000316193135826 %	0.000552864946151 %
TEncSearch::xSetIntraResultQT	1572264	714044	504524	103277	25458	40627	15	0	0	1468972	688586	463897	6.06851290225 %	6.56868057782 %	5.42316883424 %	0.000537474129579 %	0.000954038253118 %	0.0 %
TComDataCU::isSkipped	1456115	1456115	0	49009	258083	0	2	78	0	1407104	1197954	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncEntropy::encodeCoeff	1418316	610165	547597	78750	12727	0	10	1	0	1339556	597437	547597	3.55101825333 %	5.55235927678 %	1.09927601701 %	0.00042700570402 %	0.000705061495464 %	8.63735379119e-05 %
_int_free	1322520	377111	250132	669	9050	689	129	5396	402	1321722	362665	249041	0.533808468004 %	0.0505852463479 %	1.55266778585 %	0.303985663899 %	0.00975410579802 %	0.924362647331 %
TComOutputBitstream::write	1300258	330413	252826	43	219	826	16	1	54	1300199	330193	251946	0.057764891582 %	0.00330703598824 %	0.179171831788 %	0.00376958391757 %	0.00123052501888 %	0.00943009640988 %
TEncSearch::xSetIntraResultChromaQT	1280756	503209	510636	43009	20191	1563	7	0	0	1237740	483018	509073	2.82240790447 %	3.35809475029 %	2.14569288205 %	0.000305063930505 %	0.000546552192611 %	0.0 %
TComTrQuant::xsetFlatScalingList	1248480	10080	493200	10	385	61770	5	59	46790	1248465	9636	384640	3.54871671919 %	0.000800973984365 %	12.3499841043 %	2.67468146321 %	0.000400486992182 %	9.30873470037 %
TEncSbac::codeIntraDirChroma	1125190	519664	406978	54374	22252	0	20	1	0	1070796	497411	406978	3.73451627619 %	4.832428301 %	2.40135888509 %	0.00102347560619 %	0.00177747758156 %	0.000107916541663 %
TComCUMvField::copyTo	1121480	571320	380880	23400	12326	11355	6	5	2	1098074	558989	369523	2.27040816327 %	2.08652851589 %	2.48697752573 %	0.000626904826203 %	0.000535007311767 %	0.000735139676539 %
TComDataCU::setCUTransquantBypassSubParts	1096464	548232	319802	17587	6	0	1	0	0	1078876	548226	319802	0.895546852173 %	1.60397422989 %	0.000691217164305 %	5.09035896193e-05 %	9.12022647346e-05 %	0.0 %
TComCUMvField::compress	1095920	544880	383040	20	3622	9504	12	31	99	1095888	541227	373437	0.649557277255 %	0.00182495072633 %	1.41456160014 %	0.00701636493003 %	0.0010949704358 %	0.0140098284335 %
TEncSbac::codeMvd	1042668	407586	276833	76687	26478	0	11	13	0	965970	381095	276833	5.97335281894 %	7.35488189913 %	3.86868278058 %	0.00138962310526 %	0.00105498586319 %	0.00189942126095 %
TComDataCU::setQPSubParts	1033920	516960	301560	81180	64379	4268	2	0	1	952738	452581	297291	8.08808922286 %	7.85167130919 %	8.38672237697 %	0.000161948565136 %	0.000193438563912 %	0.000122171724576 %
TEncCu::xCheckRDCostIntra	1002084	434532	518778	88134	65773	23553	53	0	6	913897	368759	495219	9.07540884344 %	8.79507107189 %	9.37008947771 %	0.00301729472423 %	0.00528897777033 %	0.000629386033924 %
TEncEntropy::encodePredInfo	960778	417196	373022	75684	0	0	6	0	0	885088	417196	373022	4.32233997108 %	7.87736605126 %	0.0 %	0.00034266211916 %	0.000624493899735 %	0.0 %
TComCUMvField::copyFrom	939600	438480	375840	7800	13738	112	2	0	0	931798	424742	375728	1.23437785076 %	0.830140485313 %	1.70080558012 %	0.000114030286444 %	0.000212856534696 %	0.0 %
TComTURecurse::TComTURecurse	923508	359142	410448	72660	5262	8824	4	0	3	850844	353880	401621	5.12350732208 %	7.86782572539 %	1.83032523811 %	0.000413443285622 %	0.000433131061128 %	0.000389817955015 %
TEncEntropy::encodePredMode	900585	494535	213345	84818	152	0	6	0	0	815761	494383	213345	5.28267634049 %	9.41810045693 %	0.0214725659716 %	0.000373026456901 %	0.000666233614817 %	0.0 %
TEncSbac::codeMergeFlag	861662	557546	253430	62370	32773	6	2	21	0	799290	524752	253424	5.6885590307 %	7.23833707417 %	4.04191985953 %	0.00137507338707 %	0.000232109574288 %	0.00258947243815 %
TEncEntropy::encodeCrossComponentPrediction	846132	493577	282044	37951	205	70	4	0	0	808177	493372	281974	2.35707903731 %	4.4852339824 %	0.0354554608501 %	0.000246646684174 %	0.000472739478001 %	0.0 %
_dl_lookup_symbol_x	829762	147760	54889	82	3572	87	15	3061	16	829665	141127	54786	0.36235568974 %	0.0098823518069 %	1.80558502633 %	0.299493128221 %	0.00180774728175 %	1.51838893851 %
TEncCu::xCopyYuv2Pic	801570	322710	239430	39000	41219	0	20	0	0	762550	281491	239430	5.88240901658 %	4.86545155133 %	7.33251503184 %	0.00146658747094 %	0.00249510335966 %	0.0 %
TEncSbac::codePredMode	790780	457820	208100	75856	47778	0	2	2	0	714922	410040	208100	8.48726573763 %	9.59255418701 %	7.17473570399 %	0.000274593258735 %	0.000252914843572 %	0.000300336376742 %
TEncCu::xEncodeCU	761258	350324	249610	703	4896	126	19	60	0	760536	345368	249484	0.420587249999 %	0.0923471411795 %	0.837092080129 %	0.00580373672487 %	0.00249586868053 %	0.010001100121 %
TComYuv::copyFromPicYuv	707880	176970	239430	12867	7739	13562	4	7	3	695009	169224	225865	3.03910057993 %	1.81768096288 %	5.11551392891 %	0.00124524139894 %	0.000565067525569 %	0.00240153698367 %
TComDataCU::setDepthSubParts	666600	319968	213312	53328	2054	1844	2	0	0	613270	317914	211468	4.76931026436 %	8.0 %	0.730948094809 %	0.000166683335 %	0.000300030003 %	0.0 %
TEncEntropy::encodeRefFrmIdxPU	644560	383936	166857	19260	257	8064	2	0	0	625298	383679	158793	2.30735188685 %	2.98808489512 %	1.51073089164 %	0.000167314592426 %	0.000310289189525 %	0.0 %
TEncSbac::codeQtRootCbf	625922	272140	272140	27040	5063	15626	1	0	0	598881	267077	256514	4.07869752402 %	4.32002709603 %	3.8011685162 %	8.54553316436e-05 %	0.000159764315682 %	0.0 %
TEncEntropy::encodeMvdPU	619396	370908	188190	21914	0	2624	2	0	0	597480	370908	185566	2.08214891209 %	3.53796278956 %	0.469327380889 %	0.000169708119006 %	0.000322895207589 %	0.0 %
TEncEntropy::encodeMergeFlag	608232	354802	202744	0	0	0	0	0	0	608232	354802	202744	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
TEncSearch::xSetIntraResultQT	604802	267713	202281	3790	8538	3324	15	0	0	600997	259175	198957	1.45627635384 %	0.626651366894 %	2.52386200675 %	0.00139561367925 %	0.0024801505286 %	0.0 %
TComCUMvField::create	602768	3848	150552	16	144	17846	12	0	17809	602740	3704	114897	2.37807197346 %	0.00265442093807 %	11.6515544041 %	2.35363882256 %	0.00199081570355 %	11.5343264249 %
TEncSbac::codeInterDir	586513	266575	197741	32863	21563	0	3	19	0	553647	244993	197741	5.17933935969 %	5.60311536147 %	4.64403552753 %	0.00209358515991 %	0.000511497613864 %	0.00409204076534 %
do_lookup_x	559221	202670	95467	175	6372	110	45	1457	24	559001	194841	95333	0.776455109767 %	0.0312935315376 %	2.17416825151 %	0.17798865818 %	0.00804690810967 %	0.496751493441 %
TEncSbac::codeSplitFlag	552464	236168	147988	30898	19966	637	6	1	0	521560	216201	147351	5.4986013538 %	5.59276260535 %	5.36318578911 %	0.00074736819628 %	0.00108604361551 %	0.000260310915357 %
TEncSampleAdaptiveOffset::getDistortion	549078	171907	80749	118	629	0	59	0	0	548901	171278	80749	0.0931730474197 %	0.0214905714671 %	0.248955101007 %	0.00735904926073 %	0.0107452857335 %	0.0 %
TEncEntropy::encodeIPCMInfo	538320	302805	134580	32460	5976	0	2	0	0	505858	296829	134580	3.93930542531 %	6.02987070887 %	1.36630199938 %	0.000204979988829 %	0.000371526229752 %	0.0 %
TComDataCU::getAllowedChromaDir	467275	212849	128694	46184	10321	14632	3	0	0	421088	202528	114062	8.79518012705 %	9.88368733615 %	7.30596147484 %	0.000370911626596 %	0.000642020223637 %	0.0 %
TEncEntropy::encodeMVPIdxPU	448008	297456	139222	10955	11014	0	1	2	0	437052	286440	139222	2.48325394547 %	2.44526883449 %	2.52222461402 %	0.000339103365488 %	0.000223210299816 %	0.000458003380065 %
TEncSbac::codeQtRootCbfZero	425106	231876	154584	70234	1057	35612	2	0	0	354870	230819	118972	13.1724345278 %	16.5215263958 %	9.48843347306 %	0.000246437135119 %	0.000470470894318 %	0.0 %
malloc	387447	112515	62610	19	1194	366	15	2	5	387413	111319	62239	0.280675184687 %	0.00490389653295 %	0.890792291221 %	0.00391061055296 %	0.00387149726285 %	0.0039971448965 %
TEncEntropy::encodeQtRootCbfZero	386460	231876	115938	0	825	0	0	0	0	386460	231051	115938	0.112355878051 %	0.0 %	0.237195742552 %	0.0 %	0.0 %	0.0 %
TComDataCU::getCtxSplitFlag	383592	130440	142044	13602	15723	1752	11	47	2	369979	114670	140290	4.73679878551 %	3.54595507727 %	6.41322059277 %	0.00914528194904 %	0.00286763019041 %	0.0179827072415 %
TComLoopFilter::xDeblockCU	376192	82277	21500	20	2045	0	12	24	0	376160	80208	21500	0.430236119416 %	0.00531643416128 %	1.97057151392 %	0.00750048440628 %	0.00318986049677 %	0.0231265116548 %
TEncBinCABAC::testAndWriteOut	375306	145036	85234	0	0	159	0	0	1	375306	145036	85074	0.026255994293 %	0.0 %	0.0690493768185 %	0.000165132039579 %	0.0 %	0.000434272810179 %
free	362626	112520	75035	166	1371	10	13	336	1	362447	110813	75024	0.281180193427 %	0.0457771919278 %	0.736317346912 %	0.0636154283772 %	0.00358496081362 %	0.179680627016 %
TComCUMvField::copyTo	359720	126960	169280	12681	14359	840	4	0	0	347035	112601	168440	4.25025916214 %	3.52524185478 %	5.13063732109 %	0.000609793280078 %	0.00111197598132 %	0.0 %
TEncCu::xCopyYuv2Tmp	349180	164320	133510	7800	16664	0	4	0	0	341376	147656	133510	3.78108530007 %	2.23380491437 %	5.59513816607 %	0.00061822846633 %	0.00114554098173 %	0.0 %
TEncSbac::xWriteUnaryMaxSymbol	340008	156850	92078	22560	0	0	4	0	0	317444	156850	92078	3.83063694527 %	6.63513799675 %	0.0 %	0.000679190947743 %	0.00117644290723 %	0.0 %
TEncEntropy::encodeIntraDirModeChroma	339672	198142	113224	11467	11548	14270	2	0	2	328203	186594	98952	5.72700825451 %	3.37590381309 %	8.29184946333 %	0.00061440346032 %	0.00058880331614 %	0.000642330890335 %
TEncSbac::codeRefFrmIdx	337911	158632	82640	16426	21613	0	4	1	0	321481	137018	82640	6.56769967351 %	4.86104329246 %	8.95793958686 %	0.000863285006639 %	0.00118374364848 %	0.000414469975795 %
TEncEntropy::encodeSplitFlag	335084	176360	105816	10	13183	0	7	1	0	335067	163176	105816	2.13734892914 %	0.00298432631818 %	4.67190689499 %	0.00129605028675 %	0.00208902842272 %	0.000354388750284 %
initROM	329111	79859	35725	19	2	2736	19	0	49	329073	79857	32940	0.619975488818 %	0.0057731282151 %	2.36883997785 %	0.0152913794848 %	0.0057731282151 %	0.0423934108527 %
std::basic_streambuf<char,	325109	222222	207134	14	23078	150	14	257	61	325081	198887	206923	3.08059353317 %	0.00430624805834 %	5.40996282805 %	0.0440046920666 %	0.00430624805834 %	0.0740644127484 %
TEncCu::xComputeQP	322710	135330	52050	40910	31277	0	8	1	0	281792	104052	52050	14.1518163461 %	12.6770165164 %	16.6917493863 %	0.00176439451861 %	0.00247900591863 %	0.00053367488526 %
std::basic_streambuf<char,	311985	214317	199114	169	93	22362	25	2	615	311791	214222	176137	3.1187621999 %	0.0541692709585 %	5.43137790828 %	0.0885009429072 %	0.0080132057631 %	0.149238929834 %
TComLoopFilter::xSetEdgefilterPU	304384	95112	143976	48	28	0	21	2	0	304315	95082	143976	0.0139841610975 %	0.0157695542473 %	0.0117111691093 %	0.0042320487532 %	0.00689917998318 %	0.000836512079234 %
TEncSbac::codeSAOOffsetParam	303717	77025	68186	65	248	3	33	0	0	303619	76777	68183	0.070389906622 %	0.0214015020562 %	0.172851918932 %	0.00735084467888 %	0.010865377967 %	0.0 %
TComLoopFilter::xSetEdgefilterTU	293104	112208	135952	35	1509	143	14	27	0	293055	110672	135809	0.311677850365 %	0.0119411539931 %	0.665699548678 %	0.00757486180496 %	0.00477646159725 %	0.0108800773694 %
TComLoopFilter::xSetLoopfilterParam	290056	97180	88928	30	57	82	12	1	0	290014	97122	88846	0.0354919733537 %	0.01034283035 %	0.0746878156769 %	0.00273015179644 %	0.00413713214 %	0.000537322414942 %
_dl_relocate_object	290000	102611	40802	52	5688	1836	52	3933	1063	289896	92990	37903	1.74798633174 %	0.0179310344828 %	5.24638631086 %	1.16470894966 %	0.0179310344828 %	3.48364513677 %
TComLoopFilter::xSetEdgefilterTU	287360	118720	128096	0	127	184	0	7	0	287360	118586	127912	0.0582205115917 %	0.0 %	0.126004797096 %	0.00131042952136 %	0.0 %	0.00283612083495 %
TEncSbac::codeMVPIdx	263080	118386	105232	21377	21779	0	2	8	0	241701	96599	105232	8.86710033738 %	8.1256651969 %	9.73937697323 %	0.00205466223408 %	0.000760225026608 %	0.00357752953698 %
TEncBinCABAC::writeOut	260461	76229	57228	20	15	80	8	0	1	260433	76214	57147	0.0291938931453 %	0.00767869277934 %	0.0711839768615 %	0.00228473946354 %	0.00307147711174 %	0.000749305019594 %
strcmp	227435	72190	2	17	746	0	5	222	0	227413	71222	2	0.254649948102 %	0.00747466309055 %	1.03335549645 %	0.0757608626726 %	0.00219843032075 %	0.307513297872 %
TComSampleAdaptiveOffset::invertQuantOffsets	223640	91842	126934	28	1	1222	14	0	0	223598	91841	125712	0.282765541933 %	0.012520121624 %	0.559019270852 %	0.00316444251564 %	0.00626006081202 %	0.0 %
TEncEntropy::encodeInterDirPU	220356	122420	61210	20979	10025	0	1	1	0	199376	112394	61210	7.67452337457 %	9.52050318575 %	5.45934760115 %	0.000495066660726 %	0.000453811105665 %	0.000544573326798 %
TEncSampleAdaptiveOffset::deriveModeNewRDO	201115	86852	86314	147	1368	649	77	2	0	200891	85482	85665	0.578175221291 %	0.0730925092609 %	1.16477830521 %	0.0211071360822 %	0.03828655247 %	0.00115496113556 %
TComDataCU::initCtu	196275	74238	79527	2769	12463	1747	45	782	511	193461	60993	77269	4.85058850417 %	1.41077569736 %	9.24137482522 %	0.382242029482 %	0.0229270156668 %	0.840893571359 %
malloc_consolidate	195137	68180	44755	252	8574	102	39	7	34	194846	59599	44619	2.89802383858 %	0.129140040074 %	7.68229512551 %	0.0259679555429 %	0.0199859585829 %	0.0363040687121 %
__memcmp_ssse3	195004	42676	4962	471	228	0	31	0	0	194502	42448	4962	0.288078733278 %	0.241533507005 %	0.478609513414 %	0.0127760239365 %	0.0158971098029 %	0.0 %
