BasketballDrill__QP_32_nF_32_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TComDataCU::getMvField	107029042	62958260	18887478	1390250	13810651	538779	1715	216634	400	105637077	48930975	18348299	8.33339422023 %	1.29894650463 %	17.5322873868 %	0.115816944962 %	0.00160236882247 %	0.265174467606 %
TEncSearch::xStoreIntraResultQT	105427412	50895992	28174567	3043480	4587271	0	2717	318	0	102381215	46308403	28174567	4.13595388537 %	2.88680139469 %	5.80149053961 %	0.00164500454046 %	0.00257712861243 %	0.000402172444487 %
TEncCu::xCheckRDCostInter	103006937	42564850	55334305	8254825	14821372	2232390	30425	11002	5401	94721687	27732476	53096514	12.5972222883 %	8.01385347474 %	17.4197233878 %	0.0233084022161 %	0.0295368456592 %	0.0167549965064 %
TEncSbac::codeSkipFlag	102025738	39009841	45011355	3525609	4386210	2587301	4459	472	1587	98495670	34623159	42422467	5.64326418838 %	3.45560744682 %	8.29970451742 %	0.00350341704637 %	0.00437046581324 %	0.00245057211516 %
TComYuv::copyToPartYuv	98546892	22252524	31789320	915608	1272556	66635	2104	0	0	97629180	20979968	31722685	1.47769688583 %	0.929108956577 %	2.47806310976 %	0.00137886980072 %	0.00213502420756 %	0.0 %
TEncEntropy::encodeTransformSubdivFlag	98282580	57331505	32760860	1049820	7422759	2115532	1395	7	1018	97231365	49908739	30644310	5.62076395032 %	1.06816487723 %	10.5872356664 %	0.00128467190793 %	0.00141937665861 %	0.00113772127083 %
TEncSearch::xAddSymbolBitsInter	97260566	39878331	49002257	7801662	10796768	1280425	19803	947	0	89439101	29080616	47721832	10.679451896 %	8.02140304222 %	13.5881110508 %	0.0111474542594 %	0.020360769852 %	0.00106547449934 %
TComPrediction::UseDPCMForFirstPassIntraEstimation	92601915	58485420	9747570	211738	8424992	0	634	77	0	92389543	50060351	9747570	5.36993508965 %	0.228654018656 %	12.3473879717 %	0.00044206821896 %	0.000684651067961 %	0.000112848638173 %
TEncEntropy::encodePUWise	92314888	30269584	39927186	4664145	3330060	782663	11915	3934	0	87638828	26935590	39144523	5.40076207948 %	5.05242989625 %	5.85884934592 %	0.00975253110765 %	0.01290691053 %	0.00560424646319 %
TComDataCU::setTransformSkipSubParts	89949425	46773701	25185839	3160196	10669447	65412	566	421	0	86788663	36103833	25120427	8.58201706125 %	3.51330317009 %	14.9179094252 %	0.000609601821616 %	0.000629242488209 %	0.000585050988375 %
TEncEntropy::encodeIntraDirModeLuma	89696292	51255024	32034390	686630	7408679	774529	424	20	0	89009238	43846325	31259861	5.12749764423 %	0.765505445866 %	9.825027704 %	0.000256668605902 %	0.00047270627419 %	2.40126554378e-05 %
TComDataCU::setSkipFlagSubParts	89178144	44589072	26010292	1924560	4268746	649035	2971	3959	347	87250613	40316367	25360910	4.28241814862 %	2.15810726 %	6.96575821845 %	0.00455445831587 %	0.00333153378927 %	0.00609920508632 %
TComDataCU::isDiffMER	87190896	46012468	5649612	1054464	2333774	0	1529	14771	0	86134903	43663923	5649612	2.4401623196 %	1.2093739695 %	4.51738296251 %	0.0117390353953 %	0.0017536234517 %	0.0285915704517 %
TEncSbac::codePartSize	80902833	41008890	20294028	6887832	4677700	671178	17549	8847	12	73997452	36322343	19622838	8.60493328431 %	8.51370927888 %	8.72532364609 %	0.0185702756846 %	0.0216914530051 %	0.0144511881147 %
TEncSearch::xGetBlkBits	80421449	38918020	32972160	5299962	3543311	1600745	13709	10548	913	75107778	35364161	31370502	6.85700630252 %	6.59023440376 %	7.15543625012 %	0.016525330446 %	0.0170464473974 %	0.0159423721014 %
TComSampleAdaptiveOffset::offsetBlock	74863770	28389355	5919232	468	2889900	2693208	468	77106	184958	74862834	25422349	3041066	5.11445951469 %	0.000625135496115 %	16.2732088034 %	0.24047479345 %	0.000625135496115 %	0.763843757249 %
TComDataCU::setCbfSubParts	74446190	33372430	21820435	521030	6819118	0	2911	2408	0	73922249	26550904	21820435	5.66198820255 %	0.699874634283 %	12.3550716202 %	0.00410293024737 %	0.00391020682187 %	0.00436288277479 %
TEncSearch::xRestrictBipredMergeCand	74170564	14155936	22829540	2275462	0	60254	9504	0	22	71885598	14155936	22769264	2.10129472047 %	3.0678774399 %	0.162912598448 %	0.00856993466122 %	0.0128137086837 %	5.94828088734e-05 %
TComDataCU::isBipredRestriction	72833982	20390349	27786297	2969136	795460	754069	8940	0	262	69855906	19594889	27031966	3.73410590019 %	4.07658062688 %	3.21634885085 %	0.00760429075701 %	0.0122744902235 %	0.000543831963728 %
TEncCu::xCheckBestMode	71880350	37755067	15885210	2733790	5335490	1905	5211	12623	0	69141349	32406954	15883305	6.43016625467 %	3.8032508189 %	9.95034943611 %	0.0142080233554 %	0.00724954733804 %	0.0235326898107 %
isAboveLeftAvailable	66635669	23177624	23177624	6296936	3086301	3014518	1099	94	1510	60337634	20091229	20161596	10.9723465648 %	9.44979782525 %	13.1610103779 %	0.00239222768676 %	0.00164926685136 %	0.00346023388765 %
TComDataCU::getNumPartitions	65957773	31038952	7759738	2005968	5454243	0	4511	3099	0	63947294	25581610	7759738	7.12148041883 %	3.04129128192 %	14.0578019516 %	0.00726446825529 %	0.00683922424124 %	0.00798738307917 %
TComPrediction::predIntraGetPredValDC	64669805	17593484	3156822	1016712	732654	899742	1623	80	852	63651470	16860750	2256228	3.10126967641 %	1.57215875322 %	7.86685266232 %	0.00299109889941 %	0.00250967201772 %	0.00449150002896 %
TComDataCU::setPartSizeSubParts	64533888	32266944	18822384	2170703	2738848	256711	4091	125	381	62359094	29527971	18565292	4.468187427 %	3.36366375446 %	5.86337522388 %	0.00397584512785 %	0.00633930501754 %	0.000990422109291 %
TEncEntropy::encodeSkipFlag	63175628	33109974	15018306	3825233	5332989	513330	4142	3900	25	59346253	27773085	14504951	8.68931933639 %	6.05491883674 %	12.1473674106 %	0.00724772395233 %	0.00655632580336 %	0.00815528832528 %
TComDataCU::getPartPosition	59396040	29457937	13012947	5203058	1871810	1073271	10775	2232	767	54182207	27583895	11938909	7.99880734594 %	8.75994089842 %	6.93435295578 %	0.0135215627008 %	0.0181409400357 %	0.00706130816585 %
TComDataCU::setPredModeSubParts	58372824	29186412	17025407	1580811	2651401	0	2278	43	0	56789735	26534968	17025407	4.04668589823 %	2.70812835781 %	5.73749542298 %	0.00221925507744 %	0.00390250093091 %	9.3049788843e-05 %
TComDataCU::setChromaQpAdjSubParts	58372824	29186412	17025407	1392265	2712636	0	1743	0	0	56978816	26473776	17025407	3.92495578916 %	2.38512531105 %	5.87000481414 %	0.00166659267556 %	0.00298597854371 %	0.0 %
TEncEntropy::encodeMergeIndex	57776440	28888220	18424777	1235986	2675292	53952	3132	1	0	56537322	26212927	18370825	3.77319558768 %	2.13925607047 %	5.76848682826 %	0.00298127013469 %	0.00542089474533 %	2.11358413841e-06 %
TEncSearch::xTZ2PointSearch	57129417	23290122	19799960	5586079	1326638	9460	28279	5770	18	51515059	21957714	19790482	6.90701616858 %	9.77793804547 %	3.10070888238 %	0.0339923870503 %	0.0494998924985 %	0.0134323253318 %
TEncSearch::estIntraPredChromaQT	55242075	24095710	22695882	2699348	6464059	978600	15788	19895	684	52526939	17611756	21716598	9.93986328062 %	4.88639863727 %	15.905975159 %	0.0356421572107 %	0.028579665047 %	0.0439801236085 %
TComDataCU::deriveLeftBottomIdxGeneral	52233859	29037882	7229415	4356117	5505744	413850	8695	117009	0	47869047	23415129	6815565	11.6108212191 %	8.33964229983 %	16.3221262395 %	0.142036562777 %	0.0166462906752 %	0.322629502827 %
TComDataCU::isSkipped	51616900	51616900	0	1883048	13202294	0	1686	190415	0	49732166	38224191	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncEntropy::encodeCrossComponentPrediction	51177756	29853691	17059252	2005567	1386961	469509	1048	0	0	49171141	28466730	16589743	3.9372101936 %	3.9188255929 %	3.95726612163 %	0.00106839895187 %	0.00204776465775 %	0.0 %
TEncCu::xCheckDQP	51076221	29186412	12161005	4100685	3657246	1296316	5580	1515	78	46969956	25527651	10864611	9.7964624591 %	8.02855990462 %	11.9803420852 %	0.00776100157408 %	0.0109248489625 %	0.00385271950603 %
TComDataCU::deriveLeftRightTopIdxGeneral	50803216	27595047	7229415	4278143	6404450	694561	5979	15428	358	46519094	21175169	6534496	13.2867715974 %	8.42100822909 %	20.3851275577 %	0.0254181831253 %	0.0117689399821 %	0.0453302049577 %
TComDataCU::setTransformSkipSubParts	48232742	21621574	14137183	833705	1764751	358877	1433	616	0	47397604	19856207	13778306	3.52099085647 %	1.72850425962 %	5.93876347548 %	0.00243953260079 %	0.002971010854 %	0.00172265495694 %
TEncEntropy::encodeCoeff	46402628	19629250	18101777	2702992	1492639	584279	8205	79	2	43691431	18136532	17517496	5.68132930871 %	5.8250838724 %	5.50453609439 %	0.00984861527768 %	0.0176821881726 %	0.000214677432448 %
TComPrediction::xDCPredFiltering	45525460	15628259	5063011	1024325	57803	1980	1332	0	0	44499803	15570456	5061031	1.6372116231 %	2.25000472263 %	0.288928615788 %	0.00201157622855 %	0.00292583534576 %	0.0 %
TComDataCU::setIntraDirSubParts	44014575	22887579	12324081	2361040	4971365	12561	1063	607	2	41652472	17915607	12311518	9.27087599202 %	5.3642231011 %	14.1541921057 %	0.00211041203712 %	0.00241510908602 %	0.001729540726 %
TComYuv::copyToPicYuv	42465280	12208768	15393664	599040	1066238	348138	3281	1585	200	41862959	11140945	15045326	2.87352896581 %	1.41065830721 %	5.12409920981 %	0.0072301490307 %	0.00772631194237 %	0.00646682147428 %
TEncBinCABACCounter::encodeBinEP	40894038	20447019	20447019	1449860	344558	0	2670	0	0	39441508	20102461	20447019	2.19398485422 %	3.5454067901 %	0.84256291834 %	0.00326453455147 %	0.00652906910293 %	0.0 %
TComLoopFilter::xSetEdgefilterMultiple	37405960	19719170	5148116	510	1310211	237746	510	2054	1047	37404940	18406905	4909323	2.48656863013 %	0.0013634190915 %	6.22487311241 %	0.00579863782916 %	0.0013634190915 %	0.0124701987985 %
TComDataCU::setCUTransquantBypassSubParts	36342864	18171432	10600002	662897	1845639	0	1707	24	0	35678260	16325769	10600002	3.8525117786 %	1.82400869673 %	6.41483146096 %	0.00265840230666 %	0.00469693307605 %	8.34160716494e-05 %
TEncSearch::xSetIntraResultChromaQT	35767736	16210093	11734012	404726	1437589	158103	2745	96	0	35360265	14772408	11575909	3.13978998033 %	1.13153932919 %	5.71029918475 %	0.00445913970686 %	0.00767451426056 %	0.000343542940452 %
TEncEntropy::encodePartSize	35573738	18723020	11233812	3680735	185292	141545	5042	3	3	31887961	18537725	11092264	6.11557628753 %	10.3467760402 %	1.09102658118 %	0.00770327497533 %	0.0141733770008 %	2.00288201369e-05 %
TEncEntropy::encodePredMode	34167677	18788993	8493479	3124302	2034351	1211	4471	0	0	31038904	16754642	8492268	8.39682911102 %	9.14402814098 %	7.46106144634 %	0.00727581636946 %	0.0130854667117 %	0.0 %
TComDataCU::setQPSubParts	32805480	16402740	9568265	2633046	4559347	66618	3864	0	9	30168570	11843393	9501638	12.3501958309 %	8.02623829921 %	17.8120369235 %	0.00658936988151 %	0.0117785199302 %	3.46540305237e-05 %
TComLoopFilter::xGetBoundaryStrengthSingle	32409560	13806831	7160563	632	973839	96641	632	189376	20	32408296	12643616	7063902	2.00669375027 %	0.00195004190122 %	5.10545087291 %	0.356011322789 %	0.00195004190122 %	0.903288219795 %
TEncSbac::codePredMode	32193410	18638290	8471950	2938907	3527003	841	4165	9637	0	29250338	15101650	8471109	10.9044738393 %	9.12890868038 %	13.0129574655 %	0.0232734410108 %	0.0129374303623 %	0.0355474536559 %
TEncSbac::codeMvd	32143191	12507260	8590902	2391451	696992	579	13341	35090	0	29738399	11775178	8590323	5.80192242673 %	7.43999250106 %	3.3063117062 %	0.0909650060922 %	0.0415049022357 %	0.166317805314 %
TComLoopFilter::xEdgeFilterChroma	30478486	13504192	4516538	945	921647	40578	945	38857	4	30476596	12543688	4475956	1.98594962855 %	0.00310054771093 %	5.33954506837 %	0.0820755535512 %	0.00310054771093 %	0.215646092028 %
TEncSbac::codeMergeFlag	28937094	18724002	8510910	2165010	1746971	151898	3290	11058	0	26768794	16965973	8359012	7.23470513052 %	7.48178099708 %	6.9721870223 %	0.0255429724194 %	0.0113694899702 %	0.0406022975217 %
TComLoopFilter::xDeblockCU	28637046	7620478	4205472	51	456636	65522	51	13876	15	28636944	7149966	4139935	1.29058411789 %	0.000178090994441 %	4.41535775139 %	0.0344561732404 %	0.000178090994441 %	0.117462022079 %
TEncEntropy::encodePredInfo	28266428	12282840	11022764	2364533	144373	44492	4765	17	0	25897130	12138450	10978272	4.95112932529 %	8.36516379077 %	0.810384489499 %	0.00927246768171 %	0.0168574536549 %	7.29438293039e-05 %
TComCUMvField::copyTo	28221440	14376960	9584640	599040	562579	381216	2535	6959	169	27619865	13807422	9203255	2.95658321171 %	2.12264150943 %	3.93878121661 %	0.0185175106701 %	0.00898253242925 %	0.0297475961538 %
TComPicYuv::extendPicBorder	28169700	8010492	7645926	945	142770	396886	945	42241	152265	28167810	7825481	7096775	1.23351331277 %	0.00335466831383 %	3.44686760407 %	0.445969227756 %	0.00335466831383 %	1.24234036163 %
TComTURecurse::TComTURecurse	26788950	10417925	11906200	2113210	610128	143652	4880	171	126	24670860	9807626	11762422	5.83752900831 %	7.88836441891 %	3.3765265156 %	0.0105409811949 %	0.0182164661176 %	0.00133039928777 %
TComCUMvField::compress	26051584	12952576	9105408	128	178313	268970	128	57362	174630	26051328	12716901	8661808	0.929983407874 %	0.000491332887858 %	2.02776010718 %	0.482481987783 %	0.000491332887858 %	1.05173709438 %
TEncSampleAdaptiveOffset::deriveOffsets	25736833	7129051	5149924	595	156835	121164	595	42219	141	25735643	6929997	5028619	0.732837244969 %	0.00231186175859 %	2.26402448087 %	0.112992468817 %	0.00231186175859 %	0.344979935214 %
TComDataCU::setCbfSubParts	24713550	12851046	6919794	894500	966760	0	432	215	0	23818618	11884071	6919794	4.18407445848 %	3.61947190913 %	4.88982764516 %	0.00145444278319 %	0.00174802891531 %	0.00108746011803 %
TComCUMvField::copyFrom	23662080	11042304	9464832	199680	956221	5600	1079	971	0	23461321	10085112	9459232	2.62966179884 %	0.84388185654 %	4.69017711688 %	0.004641241538 %	0.00456003867792 %	0.00473493714578 %
TEncSearch::xSetIntraResultQT	21787830	9866051	7025579	1444681	1505469	635861	4852	78	94	20338297	8360504	6389624	9.27109892434 %	6.63067868622 %	12.6768701422 %	0.0129888059451 %	0.022269312731 %	0.00101825578704 %
TEncBinCABAC::encodeBin	21374536	7853284	5713847	160	741093	81978	160	910	70	21374216	7111281	5631799	2.35601524106 %	0.000748554261014 %	6.06665477027 %	0.00326258046017 %	0.000748554261014 %	0.00722333999723 %
TComDataCU::setDepthSubParts	21282425	10215564	6810376	1702594	934500	457698	4106	0	0	19575725	9281064	6352678	8.07863243446 %	8.0 %	8.17692297753 %	0.0107182856799 %	0.0192929142238 %	0.0 %
TEncEntropy::encodeRefFrmIdxPU	21198648	12824420	5745544	674888	124859	470431	2989	239	455	20520771	12699322	5274658	3.19392087408 %	3.18363699421 %	3.20566049563 %	0.00926107252624 %	0.0140999558085 %	0.00373721779967 %
TEncSearch::xSetIntraResultChromaQT	20686987	8330693	8043147	676971	1130674	222564	7420	117	0	20002596	7199902	7820583	5.47804559245 %	3.27244852042 %	8.26463431913 %	0.0203368370598 %	0.0358679589251 %	0.000714554435612 %
TEncCu::xCopyYuv2Pic	20436416	8227648	6104384	998400	1724068	17358	5557	2615	0	19432459	6500965	6087026	7.88020794026 %	4.88539673493 %	12.1505868812 %	0.0235040689766 %	0.0271916563061 %	0.0182458425993 %
TEncEntropy::encodeMergeFlag	20426184	11915274	6808728	0	264934	128955	0	0	0	20426184	11650340	6679773	1.00609739121 %	0.0 %	2.10365818162 %	0.0 %	0.0 %	0.0 %
TEncSbac::codeQtRootCbf	19834073	8623510	8623510	861044	897653	582210	2037	145	881	18970992	7725712	8040419	6.31293958892 %	4.34123641675 %	8.58039823691 %	0.00826027431284 %	0.0102702052171 %	0.005948853773 %
TEncEntropy::encodeMvdPU	19074324	11419352	5804335	683419	58346	58276	3880	7	7	18387025	11360999	5746052	2.20409046655 %	3.58292645129 %	0.677102411348 %	0.0107278605431 %	0.0203414810402 %	8.12834092956e-05 %
TComYuv::copyFromPicYuv	18047744	4511936	6104384	332235	367758	588765	1255	1975	182	17714254	4142203	5515437	4.4960756437 %	1.84086720202 %	9.00992999457 %	0.0119034063 %	0.00695377771316 %	0.0203177748975 %
TEncSbac::codeInterDir	18016547	8184980	6072484	1025120	892241	595	4010	8627	2	16987417	7284112	6071887	5.94272586695 %	5.68988053038 %	6.26223569633 %	0.0391615408447 %	0.0222573171208 %	0.0605226848197 %
TEncSbac::codeIntraDirChroma	16449816	7591505	5952298	784725	1018346	60791	3634	2785	0	15661457	6570374	5891507	6.21419509263 %	4.77041810073 %	7.96775469933 %	0.0214012187059 %	0.0220914325121 %	0.0205629098415 %
TEncCu::xCheckRDCostIntra	15055668	6528564	7794306	1298234	2032234	486898	8712	2174	895	13748722	4494156	7306513	12.9937235134 %	8.62289205633 %	17.5881789055 %	0.0401007020839 %	0.0578652504824 %	0.0214272698139 %
TEncSbac::codeRefFrmIdx	14983133	6746740	3631569	661994	1024028	812	5223	7287	0	14315916	5715425	3630757	6.65117543395 %	4.41826152114 %	9.87482642885 %	0.0493268482131 %	0.0348591980062 %	0.0702137506216 %
TComLoopFilter::xDeblockCU	14767344	3055801	756108	621	177592	12021	621	11142	0	14766102	2867067	744087	1.02390553592 %	0.00420522471746 %	4.97422682441 %	0.0633125562153 %	0.00420522471746 %	0.292294490766 %
TComTrQuant::setErrScaleCoeff	14473728	1714176	1622016	160	173472	400672	160	928	393856	14473408	1539776	827488	3.2246298692 %	0.00110545120096 %	17.2095610804 %	2.21755066839 %	0.00110545120096 %	11.8333717004 %
TEncSbac::codeQtRootCbfZero	14303047	7801662	5201108	2278960	1700684	1300277	3319	0	0	12020768	6100978	3900831	19.3362498547 %	15.9333881795 %	23.0793976976 %	0.0121549192247 %	0.0232048457926 %	0.0 %
TEncEntropy::encodeMVPIdxPU	13804192	9160724	4298583	341649	382076	84879	1735	1246	2	13460808	8777402	4213702	2.96588489981 %	2.47496557567 %	3.46938367629 %	0.0109413688977 %	0.0125686458143 %	0.0092723941879 %
TComOutputBitstream::write	13393221	3399401	2600979	232	48482	97928	226	34	3988	13392763	3350885	2499063	0.756136005892 %	0.00173221960572 %	2.44001213256 %	0.0219041321929 %	0.00168742082282 %	0.0670290881578 %
TEncEntropy::encodeQtRootCbfZero	13002770	7801662	3900831	0	1125396	0	0	0	0	13002770	6676266	3900831	4.55528848246 %	0.0 %	9.61672012963 %	0.0 %	0.0 %	0.0 %
TEncSbac::codeSplitFlag	12662848	5406320	3402200	795059	736933	57776	3251	9484	8	11864538	4659903	3344416	7.40413000234 %	6.27867443406 %	9.022049107 %	0.0593488034856 %	0.0256735293672 %	0.107759305763 %
TEncSbac::xWriteUnaryMaxSymbol	10558074	4871046	2855937	704265	48955	55393	4295	1	0	9849514	4822090	2800544	4.42226130331 %	6.67039272504 %	1.35043651578 %	0.0234945945205 %	0.0406797679198 %	1.29416617068e-05 %
TEncCu::xEncodeCU	10114018	4615660	3380774	11462	915955	181067	860	5372	27	10101696	3694333	3199680	6.12068655161 %	0.113327858424 %	13.7188901953 %	0.0345601534407 %	0.00850304992536 %	0.0675175959684 %
TComCUMvField::copyTo	9052160	3194880	4259840	336971	424657	134388	1318	1104	72	8713871	2769119	4125380	5.42813663151 %	3.72254798855 %	7.49920855512 %	0.0151088515819 %	0.0145600608032 %	0.0157752403846 %
TComDataCU::getCtxSplitFlag	9027900	3097984	3320440	350741	560835	114293	3717	34483	53	8673442	2502666	3206094	6.64150900887 %	3.88507847894 %	10.5185945958 %	0.247651156353 %	0.0411723656664 %	0.538076013676 %
TEncSearch::xSetIntraResultQT	8946032	3977832	2970952	61089	539784	88452	835	21	31	8884108	3438027	2882469	4.33679131611 %	0.682861407158 %	9.04094874729 %	0.00558043578485 %	0.00933374707356 %	0.000748332370095 %
TEncCu::xCopyYuv2Tmp	8910720	4193280	3407040	199680	996614	37440	1289	335	0	8709751	3196331	3369600	7.47217619241 %	2.24089635854 %	13.6054008252 %	0.00983584316918 %	0.0144657221863 %	0.00440770914909 %
TEncEntropy::encodeIPCMInfo	8317360	4678515	2079340	509881	523326	68	1344	35	0	7806135	4155154	2079272	6.85413110194 %	6.13032260236 %	7.7449723322 %	0.00914746489519 %	0.0161589735204 %	0.000517915817963 %
TEncCu::xComputeQP	8227648	3450304	1327040	1053376	1228751	0	5033	1121	0	7169239	2220432	1327040	17.5480846124 %	12.8028812122 %	25.7203793572 %	0.0473202905469 %	0.0611717953904 %	0.0234649210942 %
TEncSbac::codeMVPIdx	8159820	3671919	3263928	654347	754713	314	2594	5027	0	7502879	2912179	3263614	9.33628172906 %	8.01913522602 %	10.8858658503 %	0.0504846854399 %	0.0317899169344 %	0.0724785307404 %
/build/buildd/eglibc-2.19/malloc/malloc.c:_int_malloc	8051684	1505262	1592209	3644	42657	87500	1840	2684	57918	8046200	1459921	1446791	1.20009991789 %	0.04525761319 %	4.20204095535 %	0.560060381258 %	0.0228523623133 %	1.9564993506 %
TComTrQuant::xsetFlatScalingList	7990272	64512	3156480	64	8896	395744	64	1376	394270	7990144	54240	2366466	3.60979814586 %	0.000800973984365 %	12.5625894134 %	3.52957525574 %	0.000800973984365 %	12.2833586671 %
TEncEntropy::encodeSplitFlag	7615656	4008240	2404944	64	375165	11264	64	119	0	7615528	3632956	2393680	2.75498900836 %	0.000840374092527 %	6.02554051155 %	0.00130445567845 %	0.000840374092527 %	0.00185555256172 %
TEncSbac::xWriteEpExGolomb	6949005	1605967	1313973	261353	61412	93571	1294	0	0	6686358	1544555	1220402	4.21864748461 %	3.76101326737 %	5.30774604958 %	0.0131118371822 %	0.0186213709733 %	0.0 %
/build/buildd/eglibc-2.19/malloc/malloc.c:_int_free	6843657	2104538	1226512	1328	95558	23967	814	51463	3994	6841515	1957517	1198551	1.1877786751 %	0.0194048299031 %	3.58820792243 %	0.553047866636 %	0.0118942255581 %	1.66485042254 %
TComDataCU::getAllowedChromaDir	6827350	3108051	1902032	689508	313148	193728	611	56	0	6137231	2794847	1708304	10.1067858209 %	10.0992039371 %	10.1171178202 %	0.00563466758376 %	0.00894929950859 %	0.00111774595351 %
TEncEntropy::encodeInterDirPU	6775884	3764380	1882190	628676	388876	183	1767	831	0	6145441	3374673	1882007	8.19270491966 %	9.27813994454 %	6.89018288979 %	0.020913742164 %	0.026077778191 %	0.0147168989316 %
TEncSampleAdaptiveOffset::getDistortion	6500940	2034768	955840	502	28376	926	502	1182	0	6499936	2005210	954914	0.314005681686 %	0.00772196020883 %	0.979800762922 %	0.0177421006563 %	0.00772196020883 %	0.0395237356417 %
TEncEntropy::encodeIntraDirModeChroma	4950840	2887990	1650280	186649	382449	94378	305	88	75	4763886	2505453	1555827	6.99197290368 %	3.77004710312 %	10.5068010497 %	0.00493196938385 %	0.00616057073143 %	0.00359167700467 %
TComCUMvField::create	4839648	29952	1208768	27	3574	146874	23	4	143178	4839598	26374	918716	2.47558226155 %	0.00055789181362 %	12.1454404547 %	2.35597778877 %	0.000475241174565 %	11.5588672178 %
TComDataCU::initCtu	4728624	1800192	1899696	66173	476111	75623	3220	24589	14550	4659231	1299492	1809523	7.33115169083 %	1.39941344459 %	14.9121811255 %	0.50256795031 %	0.0680959196587 %	1.057842832 %
TComLoopFilter::xSetEdgefilterTU	4276358	1707466	1941590	195	88568	37988	195	10380	71	4275968	1608518	1903531	1.59929815654 %	0.00455995498974 %	3.4681846483 %	0.13432736763 %	0.00455995498974 %	0.286402839529 %
TComLoopFilter::xSetEdgefilterPU	4273340	1348164	1986120	344	116308	11328	344	157	6	4272652	1231699	1974786	1.68225979623 %	0.00804990943852 %	3.82798825775 %	0.00666436721899 %	0.00804990943852 %	0.00488860576963 %
TComLoopFilter::xSetLoopfilterParam	4223432	1412276	1296832	184	49907	25744	184	315	4	4223064	1362054	1271084	1.09389920577 %	0.00435664644299 %	2.79246896026 %	0.00725563790472 %	0.00435664644299 %	0.0117750934994 %
TEncBinCABAC::testAndWriteOut	3919458	1514732	889994	0	436	58584	0	0	78	3919458	1514296	831332	0.933242929048 %	0.0 %	2.45433367461 %	0.00123336069918 %	0.0 %	0.00324361278582 %
TEncSbac::codeSAOOffsetParam	3583194	916349	809760	243	55846	16062	190	666	0	3582761	859837	793698	1.35895427328 %	0.00678165904497 %	4.16590145814 %	0.0161226435937 %	0.00530253176356 %	0.0385838901251 %
TEncCu::xCompressCU	2934524	1320992	1070119	248915	865210	167061	13104	11124	428	2672505	444658	902630	24.0569622214 %	8.48229559547 %	43.1711869503 %	0.462968265756 %	0.44654601564 %	0.48312269903 %
TComDataCU::getIntraSizeIdx	2880828	466326	0	133236	6979	0	409	0	0	2747183	459347	0	0 %	0 %	0 %	0 %	0 %	0 %
TComDataCU::isLastSubCUOfCtu	2762068	1421282	438096	10079	244701	9157	485	7629	0	2751504	1168952	428939	5.71113456697 %	0.364907743039 %	13.6528451988 %	0.175572753636 %	0.017559307012 %	0.41029849767 %
TEncBinCABAC::writeOut	2716515	795062	597003	128	58451	17669	128	61	27	2716259	736550	579307	1.85582366657 %	0.0047119194998 %	5.46813546781 %	0.00525729084014 %	0.0047119194998 %	0.00632154389342 %
TEncCu::deriveTestModeAMP	2703886	937537	497666	310301	317880	0	3980	1031	0	2389605	618626	497666	15.1767937341 %	11.4761125284 %	22.1487831338 %	0.121065287555 %	0.147195554842 %	0.071836527655 %
TEncSampleAdaptiveOffset::deriveModeNewRDO	2607125	1116466	1100626	585	160188	63448	585	341	48	2605955	955937	1037130	4.64782160504 %	0.0224385098528 %	10.0869066327 %	0.0201898048948 %	0.0224385098528 %	0.0175455055541 %
TComSampleAdaptiveOffset::invertQuantOffsets	2567746	1053228	1456012	119	1565	38819	119	0	40	2567508	1051663	1417153	0.797776476043 %	0.00463441477467 %	1.60941161467 %	0.00313177936673 %	0.00463441477467 %	0.00159410817618 %
SAOOffset::reset	2523648	142848	1714176	79	626	107216	79	0	79211	2523490	142222	1527749	2.46357179903 %	0.00313038902414 %	5.80724858699 %	1.80999627454 %	0.00313038902414 %	4.26548068307 %
/build/buildd/eglibc-2.19/malloc/malloc.c:malloc	2511731	717799	358902	677	31482	13750	344	856	226	2510710	685461	344926	1.27936101339 %	0.0269535232873 %	4.20098058793 %	0.0397388051383 %	0.0136957341371 %	0.100492151489 %
TComLoopFilter::xSetEdgefilterTU	2260048	932096	1008424	28	26360	15709	28	2725	33	2259992	903011	992682	1.00217399171 %	0.00123891173993 %	2.16792406159 %	0.0663243637527 %	0.00123891173993 %	0.142126852596 %
TEncSbac::codeSaoMaxUvlc	2106271	976040	593181	87	24840	121	67	0	0	2106117	951200	593060	0.681486995483 %	0.00413052261556 %	1.59066186343 %	0.00182288520829 %	0.0031809771867 %	0.0 %
SAOOffset::operator=	1979627	1342120	1241461	17	102256	102164	17	1210	26715	1979593	1238654	1112582	4.48011574314 %	0.000858747632761 %	7.91227370073 %	0.612332376696 %	0.000858747632761 %	1.08086411845 %
