BasketballPass__QP_32_nF_5_MSizeL1_16384_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
vfprintf	26348	9009	6996	121	31	14	72	15	10	26155	8963	6972	0.391943900078 %	0.459237892819 %	0.281162136832 %	0.229027459684 %	0.273265523 %	0.156201187129 %
std::_Rb_tree_insert_and_rebalance	25855	9053	6345	46	70	7	11	0	0	25798	8983	6338	0.298160133808 %	0.177915296848 %	0.500064943499 %	0.0266647274138 %	0.0425449622897 %	0.0 %
std::istreambuf_iterator<char,	24460	7436	5944	301	33	0	26	0	0	24133	7403	5944	0.88266384778 %	1.23058053966 %	0.2466367713 %	0.068710359408 %	0.106295993459 %	0.0 %
std::string::find_first_of	24342	8340	7652	76	0	0	3	0	0	24263	8340	7652	0.188426637576 %	0.312217566346 %	0.0 %	0.00743789358854 %	0.0123243776189 %	0.0 %
__strlen_sse2_bsf	23867	4724	1334	15	832	0	5	756	0	23847	3136	1334	2.83040935673 %	0.0628482842418 %	13.7339055794 %	2.54302422723 %	0.0209494280806 %	12.4793661274 %
std::basic_string<char,	23104	8252	6602	56	9	0	4	0	0	23044	8243	6602	0.171241898941 %	0.242382271468 %	0.0605897401373 %	0.0105379630117 %	0.0173130193906 %	0.0 %
TComDataCU::setTrIdxSubParts	22752	11376	6636	1013	53	0	2	0	0	21737	11323	6636	2.6150524973 %	4.45235583685 %	0.294248278925 %	0.00490628986361 %	0.00879043600563 %	0.0 %
xITrMxN	22017	5891	6979	2488	22	131	20	0	0	19509	5869	6848	7.57015507209 %	11.3003588136 %	1.18881118881 %	0.0573279445065 %	0.0908388972158 %	0.0 %
TComDataCU::setExplicitRdpcmModePartRange	21582	10791	7194	599	455	621	2	0	8	20981	10336	6565	4.23332575126 %	2.77546103234 %	5.98276341396 %	0.0252735865747 %	0.00926698174405 %	0.0444815123714 %
TComDataCU::setCbfPartRange	21564	10782	7188	333	195	156	2	0	0	21229	10587	7032	1.73015632114 %	1.54424040067 %	1.95325542571 %	0.00505893661152 %	0.00927471712113 %	0.0 %
TComPrediction::predIntraGetPredValDC	21432	5760	1008	316	76	224	3	0	15	21113	5684	769	2.18439716312 %	1.47443075775 %	4.43262411348 %	0.063829787234 %	0.0139977603583 %	0.221631205674 %
df::program_options_lite::Options::~Options	21142	8163	5051	12	1782	0	12	2	0	21118	6379	5051	5.22179531959 %	0.0567590577996 %	13.485696988 %	0.040749796251 %	0.0567590577996 %	0.0151354623884 %
isAboveLeftAvailable	21068	7328	7328	932	852	547	3	0	9	20133	6476	6772	6.52502519315 %	4.42377064743 %	9.54557860262 %	0.0335908632852 %	0.0142396050883 %	0.0614082969432 %
0x0006e55f	21030	4206	0	5	0	0	1	0	0	21024	4206	0	0 %	0 %	0 %	0 %	0 %	0 %
TComTU::GetEquivalentLog2TrSize	20922	9510	1902	678	20	0	1	0	0	20243	9490	1902	2.15871837694 %	3.24060797247 %	0.175254118472 %	0.00309271973774 %	0.0047796577765 %	0.0 %
TComTU::useDST	20919	12721	2450	89	0	0	1	0	0	20829	12721	2450	0.246605707952 %	0.425450547349 %	0.0 %	0.00277085065115 %	0.00478034322864 %	0.0 %
TComRdCost::setDistParam	20366	10782	7188	95	347	0	1	0	0	20270	10435	7188	1.15296327212 %	0.466463714033 %	1.93099610462 %	0.00260851419032 %	0.00491014435824 %	0.0 %
TEncSbac::getNumberOfWrittenBits	20200	12625	5050	0	0	0	0	0	0	20200	12625	5050	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
TComDataCU::CUIsFromSameSliceAndTile	19690	9845	3938	539	0	0	2	0	0	19149	9845	3938	1.61025303976 %	2.7374301676 %	0.0 %	0.00597496489708 %	0.010157440325 %	0.0 %
std::istream::read	19680	8640	7200	4	2	1	3	0	0	19673	8638	7199	0.0197072072072 %	0.020325203252 %	0.0189393939394 %	0.00844594594595 %	0.015243902439 %	0.0 %
std::string::_Rep::_M_destroy	19617	7134	7134	10	5	0	2	0	0	19605	7129	7134	0.0442673749447 %	0.0509761941173 %	0.0350434538828 %	0.00590231665929 %	0.0101952388235 %	0.0 %
_dl_name_match_p	19300	4812	6048	21	118	14	2	0	5	19277	4694	6029	0.507294429708 %	0.108808290155 %	1.21546961326 %	0.0232095490716 %	0.0103626943005 %	0.0460405156538 %
std::basic_filebuf<char,	19204	8162	5282	8	4	0	7	0	0	19189	8158	5282	0.0367556971331 %	0.0416579879192 %	0.0297530496876 %	0.0214408233276 %	0.0364507394293 %	0.0 %
df::program_options_lite::scanLine	18413	5126	7104	256	38	0	19	0	0	18138	5088	7104	0.959436086545 %	1.39032205507 %	0.310711365495 %	0.06200437294 %	0.103187965025 %	0.0 %
TEncSbac::load	17844	5948	7435	90	0	0	2	0	0	17752	5948	7435	0.288212124123 %	0.504371217216 %	0.0 %	0.00640471386941 %	0.0112082492715 %	0.0 %
std::_Rb_tree<std::string,	17603	4994	4198	94	700	0	4	0	0	17505	4294	4198	2.96323941034 %	0.533999886383 %	7.61531766754 %	0.0149281582385 %	0.0227233994206 %	0.0 %
TEncSbac::codeTransformSkipFlags	17332	9852	2562	760	206	31	4	0	0	16568	9646	2531	3.35171115444 %	4.38495268867 %	1.90913484775 %	0.0134471861763 %	0.0230786983614 %	0.0 %
std::locale::id::_M_id	17238	6401	2195	29	160	0	2	6	0	17207	6235	2195	0.73159402338 %	0.168232973663 %	1.86133085156 %	0.0309669427886 %	0.0116022740457 %	0.0697999069335 %
TEncSearch::estIntraPredChromaQT	17237	7524	7141	722	795	250	26	0	5	16489	6729	6886	5.53883769043 %	4.18866392064 %	7.12580975111 %	0.0971725910601 %	0.150838312931 %	0.0340947834981 %
std::basic_string<char,	17168	5284	7264	153	8	75	4	0	71	17011	5276	7118	0.794184950868 %	0.891192917055 %	0.661459993624 %	0.252389285234 %	0.0232991612302 %	0.565827223462 %
std::_Rb_tree<std::string,	17092	5413	3659	24	1110	0	23	0	0	17045	4303	3659	4.33419966366 %	0.140416569155 %	12.2354497354 %	0.087907047852 %	0.134565878774 %	0.0 %
ContextModel3DBuffer::ContextModel3DBuffer	16926	9672	7254	4	0	588	2	0	573	16920	9672	6093	1.74878884556 %	0.0236322816968 %	3.47394540943 %	1.69857024696 %	0.0118161408484 %	3.38532435307 %
operator	16687	6068	6068	7	44	1	1	0	0	16679	6024	6067	0.180411476945 %	0.0419488224366 %	0.370797626895 %	0.00346945147972 %	0.00599268891952 %	0.0 %
std::locale::locale	16443	5481	5481	189	2	9	4	0	0	16250	5479	5472	0.729793833242 %	1.14942528736 %	0.100346652071 %	0.0145958766648 %	0.0243264611081 %	0.0 %
TComDataCU::initSubCU	16252	6288	6902	208	154	157	16	37	80	16028	6097	6665	1.76278785409 %	1.27984248093 %	2.35784685368 %	0.451735615787 %	0.0984494216096 %	0.887035633055 %
_dl_fixup	16100	6231	3025	29	999	10	5	123	2	16066	5109	3013	4.0937056318 %	0.180124223602 %	10.9010371651 %	0.512699163906 %	0.0310559006211 %	1.35047536733 %
TComDataCU::setIntraDirSubParts	15600	8112	4368	795	293	0	2	0	0	14803	7819	4368	3.87464387464 %	5.09615384615 %	2.34775641026 %	0.00712250712251 %	0.0128205128205 %	0.0 %
TComPrediction::xDCPredFiltering	14881	5109	1640	281	0	0	4	0	0	14596	5109	1640	1.29912159038 %	1.8883139574 %	0.0 %	0.0184928340268 %	0.0268799139843 %	0.0 %
0x001366bb	14580	14580	0	0	0	0	0	0	0	14580	14580	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncEntropy::encodeQtCbf	14504	8288	5180	385	6	17	1	0	0	14118	8282	5163	1.4586014586 %	2.65444015444 %	0.170775170775 %	0.003575003575 %	0.00689464975179 %	0.0 %
std::basic_istream<char,	14444	5080	3817	45	20	0	13	1	0	14386	5059	3817	0.278479928024 %	0.311548047632 %	0.224794874677 %	0.0599802921897 %	0.090002769316 %	0.0112397437338 %
__pow_finite	14440	1472	296	6	108	0	6	3	0	14428	1361	296	0.703356367226 %	0.0415512465374 %	6.10859728507 %	0.0555281342547 %	0.0415512465374 %	0.169683257919 %
TComYuv::copyToPicComponent	14332	5916	3807	248	161	28	8	8	1	14076	5747	3778	1.81667013095 %	1.73039352498 %	1.94384449244 %	0.0706713780919 %	0.0558191459671 %	0.0925640234496 %
partialButterflyInverse4	14000	7240	2080	75	2	28	8	1	3	13917	7237	2049	0.45025728988 %	0.535714285714 %	0.321888412017 %	0.0514579759863 %	0.0571428571429 %	0.0429184549356 %
std::locale::_Impl::_M_install_facet	13834	4652	332	7	4	0	7	0	0	13820	4648	332	0.0584546710596 %	0.0505999710857 %	0.0802568218299 %	0.0371984270379 %	0.0505999710857 %	0.0 %
std::string::find_last_not_of	13747	3605	4072	3	0	0	2	0	0	13742	3605	4072	0.014002987304 %	0.0218229431876 %	0.0 %	0.00933532486931 %	0.0145486287917 %	0.0 %
TAppEncCfg::xCheckParameter	13487	5344	2492	171	33	82	169	1	1	13147	5310	2409	1.34127467992 %	1.26788759546 %	1.46758550281 %	0.801950944989 %	1.25305850078 %	0.0255232261358 %
std::string::_Rep::_M_dispose	13466	4126	2648	18	543	0	4	0	0	13444	3583	2648	2.77173913043 %	0.133669983663 %	8.01594331267 %	0.0197628458498 %	0.0297044408139 %	0.0 %
strchrnul	12968	1457	173	12	78	0	6	77	0	12950	1302	173	0.616522811344 %	0.0925354719309 %	4.78527607362 %	0.568571037128 %	0.0462677359655 %	4.72392638037 %
std::string::find	12696	3971	3174	9	51	0	3	0	0	12684	3920	3174	0.302404112696 %	0.0708884688091 %	0.713785864241 %	0.0151202056348 %	0.023629489603 %	0.0 %
TEncSbac::store	12660	4220	5275	10	0	30	0	0	1	12650	4220	5244	0.18054615211 %	0.0789889415482 %	0.315955766193 %	0.00451365380275 %	0.0 %	0.0105318588731 %
std::locale::~locale	12474	4158	2376	8	2	0	2	0	0	12464	4156	2376	0.0526094276094 %	0.0641333974667 %	0.0306091215182 %	0.0105218855219 %	0.0160333493667 %	0.0 %
ContextModel::init	12278	2020	808	2	0	100	2	0	0	12274	2020	708	0.675228386072 %	0.0162892979313 %	3.5360678925 %	0.0132397722759 %	0.0162892979313 %	0.0 %
TComTU::getGolombRiceStatisticsIndex	12156	6578	1012	640	0	0	2	0	0	11514	6578	1012	3.24116276714 %	5.26488976637 %	0.0 %	0.0101286336473 %	0.0164527805199 %	0.0 %
TComDataCU::create	12021	3066	6333	23	160	224	14	0	0	11984	2906	6109	1.90009337068 %	0.191331835954 %	4.085541015 %	0.0653594771242 %	0.116462856667 %	0.0 %
std::basic_ios<char,	11984	3600	5693	182	184	0	8	0	0	11794	3416	5693	1.72016731682 %	1.51869158879 %	1.9799849349 %	0.0375992856136 %	0.0667556742323 %	0.0 %
putc	11368	3857	3045	9	3	0	5	0	0	11354	3854	3045	0.0656814449918 %	0.079169598874 %	0.0434656621269 %	0.0273672687466 %	0.0439831104856 %	0.0 %
std::string::_M_leak_hard	11026	3863	3539	230	3	0	3	0	0	10793	3860	3539	1.26438029086 %	2.08597859605 %	0.0405295865982 %	0.0162795745605 %	0.0272084164702 %	0.0 %
std::ios_base::ios_base	10780	924	4928	71	12	61	3	0	33	10706	912	4834	0.865800865801 %	0.658627087199 %	1.24743677375 %	0.21645021645 %	0.0278293135436 %	0.563909774436 %
0x0006dd0f	10770	2154	0	5	0	0	1	0	0	10764	2154	0	0 %	0 %	0 %	0 %	0 %	0 %
std::string::append	10765	4427	3855	107	6	27	9	5	6	10649	4416	3822	0.735023888276 %	0.993961913609 %	0.398454479594 %	0.105003412611 %	0.0836042731073 %	0.132818159865 %
std::__detail::_List_node_base::_M_hook	10134	5630	4504	8	2	7	2	0	0	10124	5628	4497	0.0838760607855 %	0.0789421748569 %	0.088809946714 %	0.00986777185711 %	0.0197355437142 %	0.0 %
TComDataCU::setCrossComponentPredictionAlphaPartRange	10098	5049	3366	32	21	0	1	0	0	10065	5028	3366	0.286285313023 %	0.316894434541 %	0.249554367201 %	0.00540160967968 %	0.00990295107942 %	0.0 %
TComDataCU::setTransformSkipPartRange	10098	5049	3366	1	17	29	0	0	0	10097	5032	3337	0.253875654945 %	0.00990295107942 %	0.546642899584 %	0.0 %	0.0 %	0.0 %
std::ios_base::_M_init	10007	3337	4549	21	12	0	5	0	0	9981	3325	4549	0.184429665232 %	0.209853102828 %	0.152168399696 %	0.0279438886715 %	0.0499650244829 %	0.0 %
TComTrQuant::invRdpcmNxN	9855	5110	2190	747	198	0	2	0	0	9106	4912	2190	5.50859807636 %	7.5799086758 %	2.71232876712 %	0.0116584086272 %	0.0202942668696 %	0.0 %
_IO_file_overflow@@GLIBC_2.1	9809	2891	1804	19	2	6	8	0	0	9782	2889	1798	0.186155543298 %	0.193699663574 %	0.170394036209 %	0.0551571980143 %	0.0815577530839 %	0.0 %
TEncEntropy::xEncodeTransform	9807	4086	2002	70	50	13	15	0	0	9722	4036	1989	0.836741113558 %	0.713775874375 %	1.03482260184 %	0.0943692985215 %	0.15295197308 %	0.0 %
TComYuv::copyToPartComponent	9620	3416	2336	72	55	3	9	3	0	9539	3358	2333	0.845693468644 %	0.748440748441 %	1.0083449235 %	0.0780640124902 %	0.0935550935551 %	0.0521557719054 %
btowc	9472	2944	1920	4	4	0	4	0	0	9464	2940	1920	0.0558035714286 %	0.0422297297297 %	0.0822368421053 %	0.0279017857143 %	0.0422297297297 %	0.0 %
initZscanToRaster	9459	3453	3591	2	0	32	2	0	32	9455	3453	3527	0.206023147307 %	0.0211438841315 %	0.45428733674 %	0.206023147307 %	0.0211438841315 %	0.45428733674 %
0x00019b20	9386	9386	0	1	0	0	1	0	0	9384	9386	0	0 %	0 %	0 %	0 %	0 %	0 %
std::basic_ios<char,	9277	2396	4489	154	16	0	4	0	0	9119	2380	4489	1.05185001856 %	1.66001940282 %	0.232389251997 %	0.0247494122015 %	0.0431173870863 %	0.0 %
bool	9273	3590	2693	30	40	0	4	0	0	9239	3550	2693	0.449987143224 %	0.323519896474 %	0.636638548464 %	0.0257135510414 %	0.0431359861965 %	0.0 %
bool	9269	3588	2691	115	27	0	3	0	0	9151	3561	2691	0.913300746077 %	1.24069478908 %	0.430004777831 %	0.0192950861847 %	0.0323659510195 %	0.0 %
bool	9269	3588	2691	36	10	0	1	0	0	9232	3578	2691	0.295857988166 %	0.388391412234 %	0.159261028826 %	0.00643169539491 %	0.0107886503398 %	0.0 %
TComDataCU::getCtxQtCbf	9264	4576	0	812	0	0	1	0	0	8451	4576	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSbac::codePartSize	9256	4679	2109	347	390	70	4	0	3	8905	4289	2036	5.02991772625 %	3.74891961971 %	6.77666470242 %	0.043630017452 %	0.0432152117545 %	0.0441956393636 %
std::locale::operator=	9090	3333	2121	17	0	0	2	0	0	9071	3333	2121	0.116886688669 %	0.18701870187 %	0.0 %	0.0137513751375 %	0.02200220022 %	0.0 %
TComDataCU::setCbfSubParts	9075	4719	2541	75	0	0	1	0	0	8999	4719	2541	0.459136822773 %	0.826446280992 %	0.0 %	0.00612182430364 %	0.0110192837466 %	0.0 %
SAOOffset::reset	8904	504	6048	2	0	367	2	0	367	8900	504	5314	2.38742236025 %	0.0224618149146 %	5.60134310134 %	2.38742236025 %	0.0224618149146 %	5.60134310134 %
std::ctype<char>	8816	3648	2736	84	0	0	2	0	0	8730	3648	2736	0.552631578947 %	0.952813067151 %	0.0 %	0.0131578947368 %	0.0226860254083 %	0.0 %
std::num_get<char,	8671	3588	2691	49	0	0	2	0	0	8620	3588	2691	0.327759197324 %	0.565102064352 %	0.0 %	0.0133779264214 %	0.0230653903817 %	0.0 %
std::num_put<char,	8671	3588	2691	8	0	0	2	0	0	8661	3588	2691	0.0535117056856 %	0.0922615615269 %	0.0 %	0.0133779264214 %	0.0230653903817 %	0.0 %
TEncBinCABAC::getTEncBinCABAC	8584	8584	0	2	0	0	1	0	0	8581	8584	0	0 %	0 %	0 %	0 %	0 %	0 %
0x00084ec0	8527	2436	1219	4	18	0	1	1	0	8522	2417	1219	0.180594319488 %	0.046909815879 %	0.492476060192 %	0.016417665408 %	0.0117274539697 %	0.0273597811218 %
std::basic_streambuf<char,	8503	2496	1408	132	3	0	5	0	0	8366	2493	1408	1.08809543 %	1.55239327296 %	0.0768442622951 %	0.0402998307407 %	0.058802775491 %	0.0 %
TEncSearch::xSetIntraResultQT	8224	3768	2600	490	156	206	5	0	0	7729	3612	2394	5.83881578947 %	5.95817120623 %	5.68467336683 %	0.0342653508772 %	0.0607976653696 %	0.0 %
0x001366bf	8046	8046	0	8	0	0	1	0	0	8037	8046	0	0 %	0 %	0 %	0 %	0 %	0 %
std::string::reserve	8017	3167	2238	57	8	12	5	0	0	7955	3159	2226	0.573684994785 %	0.71098914806 %	0.370027752081 %	0.0372522723886 %	0.0623674691281 %	0.0 %
TEncSearch::xSetIntraResultChromaQT	7876	3596	2564	82	121	12	7	0	0	7787	3475	2552	1.5317754346 %	1.04113763332 %	2.15909090909 %	0.0498717583357 %	0.0888776028441 %	0.0 %
std::basic_ostream<char,	7745	3647	2034	32	11	3	14	0	0	7699	3636	2031	0.342618799345 %	0.413169786959 %	0.24643548671 %	0.104275286757 %	0.180761781795 %	0.0 %
ContextModel3DBuffer::initBuffer	7672	2640	2454	3	60	0	2	13	0	7667	2567	2454	0.493498355005 %	0.0391032325339 %	1.17785630153 %	0.117499608335 %	0.0260688216893 %	0.255202198665 %
std::ostreambuf_iterator<char,	7655	2235	2388	14	67	0	9	0	0	7632	2168	2388	0.659716566216 %	0.18288700196 %	1.44927536232 %	0.0733018406907 %	0.117570215545 %	0.0 %
df::program_options_lite::Option<int>::~Option	7577	1991	1988	3	205	0	3	0	0	7571	1786	1988	1.79993077189 %	0.0395935066649 %	5.15204825333 %	0.0259605399792 %	0.0395935066649 %	0.0 %
TComBitCounter::getNumberOfWrittenBits	7575	7575	0	0	0	0	0	0	0	7575	7575	0	0 %	0 %	0 %	0 %	0 %	0 %
TComBitCounter::resetBits	7575	5050	2525	43	0	0	1	0	0	7531	5050	2525	0.283828382838 %	0.567656765677 %	0.0 %	0.00660066006601 %	0.013201320132 %	0.0 %
TComYuv::copyFromPicComponent	7400	2890	2148	76	124	21	6	15	5	7318	2751	2122	1.77681299244 %	1.02702702703 %	2.87812624057 %	0.20903682264 %	0.0810810810811 %	0.396982929734 %
std::_Rb_tree_decrement	7298	2919	0	88	14	0	3	0	0	7207	2905	0	0 %	0 %	0 %	0 %	0 %	0 %
std::string::assign	7213	2468	1532	44	6	0	4	0	0	7165	2462	1532	0.445910996165 %	0.6100097047 %	0.15 %	0.0356728796932 %	0.0554554277 %	0.0 %
TEncTop::TEncTop	6891	7	4162	22	2	532	22	0	529	6847	5	3101	5.02712477396 %	0.319257001887 %	12.8088270568 %	4.98191681736 %	0.319257001887 %	12.6888942192 %
TAppEncCfg::TAppEncCfg	6807	7	4101	16	2	526	16	0	526	6775	5	3049	4.98396701787 %	0.235052152196 %	12.852969815 %	4.96564360971 %	0.235052152196 %	12.8042843233 %
TComTU::TComTU	6800	2720	2788	311	94	253	8	0	11	6481	2626	2524	5.34611634709 %	4.57352941176 %	6.29992737836 %	0.154371140721 %	0.117647058824 %	0.199709513435 %
std::istream::operator>>	6615	2428	2493	40	6	24	5	0	0	6570	2422	2469	0.606796116505 %	0.604686318972 %	0.60963218858 %	0.0433425797503 %	0.0755857898715 %	0.0 %
TAppEncTop::xInitLibCfg	6421	4833	4793	65	583	601	65	0	49	6291	4250	4143	7.78338630274 %	1.01230337954 %	12.3000207771 %	0.710413161339 %	1.01230337954 %	0.509038022024 %
TEncTop::xInitRPS	6333	2244	3155	22	100	12	22	0	0	6289	2144	3143	1.14217524719 %	0.347386704563 %	2.07445823301 %	0.18752130924 %	0.347386704563 %	0.0 %
std::string::_Rep::_M_clone	6171	2430	2242	161	5	0	5	0	0	6005	2425	2242	1.53094162132 %	2.60897747529 %	0.107020547945 %	0.0461126994374 %	0.0810241451953 %	0.0 %
std::basic_stringbuf<char,	6028	2246	1542	73	134	0	8	0	0	5947	2112	1542	2.10880195599 %	1.21101526211 %	3.53748680042 %	0.081499592502 %	0.132714001327 %	0.0 %
0x000ca680	5995	2260	663	18	0	0	4	0	0	5973	2260	663	0.201838977349 %	0.300250208507 %	0.0 %	0.0448531060776 %	0.0667222685571 %	0.0 %
TEncEntropy::xEncodeTransform	5953	2279	1721	398	51	1	15	0	0	5540	2228	1720	4.52124987441 %	6.68570468671 %	1.3 %	0.150708329147 %	0.251973794725 %	0.0 %
_dl_check_map_versions	5927	2161	1011	14	58	72	14	51	68	5899	2052	871	1.58259149357 %	0.236207187447 %	4.09836065574 %	1.46169908781 %	0.236207187447 %	3.75157629256 %
std::ostream&	5876	2397	1852	14	8	0	8	0	0	5854	2389	1852	0.217283950617 %	0.238257317903 %	0.188279595199 %	0.079012345679 %	0.136147038802 %	0.0 %
TComDataCU::copyPartFrom	5850	2460	2220	168	109	39	21	0	0	5661	2351	2181	3.00094966762 %	2.87179487179 %	3.16239316239 %	0.19943019943 %	0.358974358974 %	0.0 %
_dl_cache_libcmp	5775	1605	457	5	42	0	5	42	0	5765	1521	457	0.599719280337 %	0.0865800865801 %	2.03685741998 %	0.599719280337 %	0.0865800865801 %	2.03685741998 %
TComDataCU::copyToPic	5720	2580	2110	160	146	8	20	0	0	5540	2434	2102	3.01633045149 %	2.7972027972 %	3.28358208955 %	0.192122958694 %	0.34965034965 %	0.0 %
TEncCu::xCompressCU	5626	2675	1893	547	452	37	18	0	0	5061	2223	1856	10.1628408868 %	9.72271596161 %	10.7049036778 %	0.176574455562 %	0.319943121223 %	0.0 %
TEncSearch::xSetIntraResultChromaQT	5618	2332	2114	182	118	13	3	0	0	5433	2214	2101	3.11009538951 %	3.23958704165 %	2.94646873594 %	0.0298092209857 %	0.0533997864009 %	0.0 %
copyPlane	5583	2499	1968	7	16	0	6	0	0	5570	2483	1968	0.228855721393 %	0.125380619738 %	0.358182225207 %	0.0597014925373 %	0.107469102633 %	0.0 %
std::basic_stringbuf<char,	5528	1822	1655	51	2	0	4	0	0	5473	1820	1655	0.58856191005 %	0.922575976845 %	0.0575208513086 %	0.0444197667962 %	0.0723589001447 %	0.0 %
df::program_options_lite::Option<GOPEntry>::setDefault	5504	4416	4224	1	529	513	1	0	0	5502	3887	3711	7.37415158371 %	0.0181686046512 %	12.0601851852 %	0.00707013574661 %	0.0181686046512 %	0.0 %
df::program_options_lite::scanFile	5486	1761	1476	14	19	0	5	0	0	5467	1742	1476	0.378310214376 %	0.255195041925 %	0.586963237566 %	0.0573197294509 %	0.0911410864017 %	0.0 %
df::program_options_lite::Option<bool>::~Option	5391	1426	1416	4	137	0	4	0	0	5383	1289	1416	1.71261994413 %	0.074197736969 %	4.82054890922 %	0.048584962954 %	0.074197736969 %	0.0 %
df::program_options_lite::OptionSpecific&	5375	1625	2375	3	0	0	3	0	0	5369	1625	2375	0.032 %	0.0558139534884 %	0.0 %	0.032 %	0.0558139534884 %	0.0 %
TEncBinCABACCounter::encodeBinEP	5304	2652	2652	264	0	0	1	0	0	5039	2652	2652	2.48868778281 %	4.97737556561 %	0.0 %	0.00942684766214 %	0.0188536953243 %	0.0 %
0x000ca570	5250	2310	1470	158	21	1	2	0	0	5090	2289	1469	1.99335548173 %	3.00952380952 %	0.582010582011 %	0.0221483942414 %	0.0380952380952 %	0.0 %
TEncSbac::codeIntraDirChroma	5236	2420	1892	193	124	0	7	0	0	5036	2296	1892	3.32006702974 %	3.68601986249 %	2.87569573284 %	0.0733137829912 %	0.133689839572 %	0.0 %
TEncCu::xCheckRDCostIntra	5080	2202	2628	442	319	108	17	0	3	4621	1883	2517	8.76892028254 %	8.70078740157 %	8.84057971014 %	0.201816347124 %	0.334645669291 %	0.0621118012422 %
__GI_mempcpy	4926	2026	866	3	2	18	1	2	11	4922	2022	837	0.294192888207 %	0.0609013398295 %	0.691562932227 %	0.179073931952 %	0.0203004466098 %	0.449515905947 %
TEncEntropy::encodePartSize	4883	2570	1542	381	96	19	2	1	1	4500	2473	1522	5.51417454141 %	7.80258038091 %	2.796692607 %	0.0444691495275 %	0.0409584271964 %	0.0486381322957 %
__strcmp_ssse3	4824	3015	0	19	26	0	3	0	0	4802	2989	0	0 %	0 %	0 %	0 %	0 %	0 %
__printf_chk	4788	1748	1444	5	1	0	5	0	0	4778	1747	1444	0.0751879699248 %	0.104427736007 %	0.031328320802 %	0.062656641604 %	0.104427736007 %	0.0 %
_dl_map_object_from_fd	4776	1278	794	49	46	51	49	46	51	4678	1186	692	2.13200934579 %	1.02596314908 %	4.68146718147 %	2.13200934579 %	1.02596314908 %	4.68146718147 %
TComSlice::initEqualRef	4738	150	1170	11	0	33	11	0	16	4716	150	1121	0.726312314295 %	0.232165470663 %	2.5 %	0.445691647408 %	0.232165470663 %	1.21212121212 %
pow	4736	1776	1776	3	0	70	3	0	0	4730	1776	1706	0.880791505792 %	0.0633445945946 %	1.97072072072 %	0.0361969111969 %	0.0633445945946 %	0.0 %
TComTrQuant::initScalingList	4516	1070	1335	4	2	55	4	1	55	4508	1067	1225	0.881375523768 %	0.088573959256 %	2.37006237006 %	0.86692674469 %	0.088573959256 %	2.32848232848 %
df::program_options_lite::storePair	4408	1444	988	74	213	0	4	0	0	4330	1231	988	4.19590643275 %	1.67876588022 %	8.75822368421 %	0.0584795321637 %	0.0907441016334 %	0.0 %
TComYuv::create	4389	1026	1083	3	0	20	3	0	0	4383	1026	1063	0.353955063096 %	0.0683526999316 %	0.94831673779 %	0.0461680517082 %	0.0683526999316 %	0.0 %
std::ostream::sentry::sentry	4266	1738	1106	6	7	0	2	0	0	4258	1731	1106	0.182841068917 %	0.14064697609 %	0.246132208158 %	0.028129395218 %	0.0468823253633 %	0.0 %
df::program_options_lite::Option<bool>::parse	4260	1262	2130	94	2	0	12	0	0	4154	1260	2130	1.25457396759 %	2.20657276995 %	0.0589622641509 %	0.156821745949 %	0.281690140845 %	0.0 %
0x08073ad9	4118	4118	0	91	0	0	1	0	0	4026	4118	0	0 %	0 %	0 %	0 %	0 %	0 %
match_symbol	4112	1675	380	5	85	0	5	83	0	4102	1507	380	1.45938057402 %	0.121595330739 %	4.13625304136 %	1.4269498946 %	0.121595330739 %	4.03892944039 %
__overflow	4108	1945	1297	6	7	0	2	1	0	4100	1937	1297	0.176870748299 %	0.14605647517 %	0.215916101172 %	0.0408163265306 %	0.0486854917235 %	0.0308451573103 %
df::program_options_lite::Option<int>::parse	4108	1217	2054	142	6	0	13	0	0	3953	1211	2054	2.00569182816 %	3.45666991237 %	0.183430143687 %	0.176175633555 %	0.316455696203 %	0.0 %
std::ios_base::~ios_base	4012	1291	1577	31	97	0	4	0	0	3977	1194	1577	1.86046511628 %	0.772681954138 %	3.38214783821 %	0.0581395348837 %	0.0997008973081 %	0.0 %
0x00019b2c	3926	3926	0	0	0	0	0	0	0	3926	3926	0	0 %	0 %	0 %	0 %	0 %	0 %
TComDataCU::TComDataCU	3924	72	3024	23	0	368	13	0	368	3888	72	2288	5.5698005698 %	0.586136595311 %	11.8863049096 %	5.42735042735 %	0.33129459735 %	11.8863049096 %
__new_exitfn	3624	752	759	8	12	8	5	1	2	3611	739	749	0.545277507303 %	0.220750551876 %	1.32362673726 %	0.155793573515 %	0.137969094923 %	0.198544010589 %
