BQMall__QP_32_nF_5_MSizeL1_16384_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TComDataCU::isDiffMER	2665734	1406384	172602	31435	42741	0	1	1	0	2634298	1363642	172602	1.74748864472 %	1.17922493392 %	2.70686377207 %	4.71173599201e-05 %	3.75131202138e-05 %	6.33317838157e-05 %
TEncSearch::xSetResidualQTData	2560922	974847	687652	71956	60922	20210	6	0	2	2488960	913925	667440	3.62473928126 %	2.80976929403 %	4.88012323616 %	0.000189419903912 %	0.000234290618769 %	0.000120300824241 %
TEncSearch::xGetBlkBits	2506020	1210532	1025912	131862	109184	46481	11	6	1	2374147	1101342	979430	6.06281882161 %	5.26180956257 %	6.96037996033 %	0.000379549533744 %	0.000438943025195 %	0.000312996882551 %
TEncSbac::codeCrossComponentPrediction	2500307	1304508	543545	78330	170	33	5	0	0	2421972	1304338	543512	1.80603721863 %	3.13281529028 %	0.0109845334522 %	0.000114985879734 %	0.000199975443016 %	0.0 %
TComLoopFilter::xSetEdgefilterMultiple	2428164	1204460	348000	80	1722	2253	32	0	48	2428052	1202738	345699	0.101868450776 %	0.00329467037647 %	0.256045244322 %	0.0020097351571 %	0.00131786815059 %	0.00309186710125 %
TComDataCU::setCbfSubParts	2388440	1070680	700060	16544	69538	0	2	3	0	2371894	1001139	700060	2.06968681327 %	0.692669692351 %	3.9270587438 %	0.000120216004116 %	8.37366649361e-05 %	0.000169420694173 %
TEncSearch::xSetIntraResultChromaQT	2378555	1073938	781279	30598	20394	470	21	0	0	2347936	1053544	780809	1.21551184145 %	1.28641128753 %	1.12461237688 %	0.000496011594389 %	0.000882888980915 %	0.0 %
TEncSearch::xRestrictBipredMergeCand	2361804	445152	725004	71790	0	0	6	0	0	2290008	445152	725004	2.03258247545 %	3.03962564209 %	0.0 %	0.000169877348554 %	0.000254043095871 %	0.0 %
TEncCu::xCheckBestMode	2347325	1234973	526921	86388	137954	0	4	8	0	2260933	1097011	526921	5.45948025647 %	3.68027435485 %	7.82986944731 %	0.000292026295021 %	0.000170406739587 %	0.000454056827482 %
TComDataCU::isBipredRestriction	2311400	647500	880220	59986	0	2	2	0	0	2251412	647500	880218	1.56254558336 %	2.59522367396 %	0.00013091404184 %	5.20952718331e-05 %	8.65276455828e-05 %	0.0 %
TComTrQuant::setErrScaleCoeff	2261520	267840	253440	25	1430	62040	14	46	46795	2261481	266364	144605	2.28169469599 %	0.00110545120096 %	12.1757980356 %	1.68373580566 %	0.000619052672539 %	8.98576580724 %
TEncSampleAdaptiveOffset::deriveOffsets	2253429	620874	449234	140	10519	2796	70	4	0	2253219	610351	446438	0.40483978364 %	0.00621275398515 %	1.2442669338 %	0.00222654358895 %	0.00310637699257 %	0.000373794046956 %
TEncBinCABAC::encodeBin	2125828	783556	565193	25	3864	179	15	45	0	2125788	779647	565014	0.117078999832 %	0.00117601235848 %	0.299759258394 %	0.00172682890608 %	0.000705607415087 %	0.00333642508725 %
TComDataCU::setPartSizeSubParts	2043720	1021860	596085	67773	915	8236	4	0	2	1975943	1020945	587847	2.10079294529 %	3.3161587693 %	0.565594009685 %	0.000163859883414 %	0.000195721527411 %	0.000123613596259 %
TEncBinCABACCounter::encodeBinEP	2031438	1015719	1015719	83859	0	0	3	0	0	1947576	1015719	1015719	2.0640305045 %	4.128061009 %	0.0 %	7.38393197331e-05 %	0.000147678639466 %	0.0 %
TComPicYuv::extendPicBorder	2028300	578391	552243	135	8821	29052	30	786	2702	2028135	568784	520489	1.20319069661 %	0.00665582014495 %	3.34971352356 %	0.111366682558 %	0.00147907114332 %	0.308499479053 %
TComDataCU::getNumPartitions	2010556	946144	236536	59054	109806	0	2	1	0	1951500	836337	236536	5.28805262123 %	2.93719747174 %	9.28450637535 %	9.3948583819e-05 %	9.94749711025e-05 %	8.45537254371e-05 %
_int_malloc	1943705	335214	374188	876	3238	12839	248	33	10519	1942581	331943	350830	0.63898666733 %	0.0450685675038 %	2.26627497526 %	0.407069899556 %	0.0127591378321 %	1.48744999309 %
TComLoopFilter::xEdgeFilterChroma	1920970	784776	282454	120	8363	0	84	0	0	1920766	776413	282454	0.283883274212 %	0.00624684404233 %	0.78361740206 %	0.00281105682351 %	0.00437279082963 %	0.0 %
TComDataCU::getPartPosition	1850461	918368	406440	142829	45243	18629	13	1	3	1707619	873124	387808	6.50971618468 %	7.718563104 %	4.82122692496 %	0.000535387710459 %	0.00070252764041 %	0.000301930543898 %
TComDataCU::setPredModeSubParts	1846056	923028	538433	48896	7354	0	3	0	0	1797157	915674	538433	1.70067153094 %	2.64867371304 %	0.503195090392 %	9.07024816501e-05 %	0.000162508612956 %	0.0 %
TComDataCU::setChromaQpAdjSubParts	1846056	923028	538433	45183	1025	0	4	0	0	1800869	922003	538433	1.3970600907 %	2.44754221974 %	0.0701352961181 %	0.0001209366422 %	0.000216678150609 %	0.0 %
TEncEntropy::encodeSkipFlag	1809206	952160	424904	104299	125197	671	19	1	0	1704888	826962	424233	7.22371299356 %	5.76490460456 %	9.1403159185 %	0.00062769319612 %	0.00105018444555 %	7.26182661082e-05 %
TComDataCU::setCbfSubParts	1789750	930670	501130	59604	46	0	2	0	0	1730144	930624	501130	1.8515931772 %	3.33029752759 %	0.00321273920939 %	6.20819170896e-05 %	0.000111747450761 %	0.0 %
TEncEntropy::encodeMergeIndex	1785620	892810	567315	37162	2319	0	7	0	0	1748451	890491	567315	1.21639253854 %	2.0811818864 %	0.158822018663 %	0.000215666973222 %	0.000392020698693 %	0.0 %
TComLoopFilter::xDeblockCU	1692084	477434	279496	85	4667	14	48	20	0	1691951	472747	279482	0.194608932411 %	0.00502339127372 %	0.618419140475 %	0.00277662765505 %	0.00283673860163 %	0.00264225225582 %
TComDataCU::setTransformSkipSubParts	1691686	758342	495839	29254	30312	206	2	0	0	1662430	728030	495633	2.02901217197 %	1.7292807294 %	2.4333010945 %	6.78917276306e-05 %	0.00011822524984 %	0.0 %
TComYuv::copyToPicYuv	1665600	478860	603780	23400	21014	1013	6	1	0	1642194	457845	602767	1.65294879632 %	1.40489913545 %	2.0345636592 %	0.000254708467965 %	0.00036023054755 %	9.23668070642e-05 %
TEncEntropy::encodePartSize	1650188	868520	521112	168873	24453	1224	7	1	1	1481308	844066	519887	6.40005000296 %	10.233561267 %	1.84775537696 %	0.000296070162049 %	0.000424194091825 %	0.000143922995441 %
TComLoopFilter::xGetBoundaryStrengthSingle	1643558	684853	357725	85	17374	0	26	307	0	1643447	667172	357725	0.649967090274 %	0.00517170674841 %	1.66644605967 %	0.0123969895791 %	0.00158193382892 %	0.0294462380752 %
TComDataCU::deriveLeftBottomIdxGeneral	1627974	906086	225800	134478	74629	0	5	4	0	1493491	831453	225800	7.57672490634 %	8.26045133399 %	6.59333183731 %	0.000326103498004 %	0.000307130212153 %	0.000353392479455 %
TEncCu::xCheckDQP	1615299	923028	384595	129582	46672	40981	6	0	0	1485711	876356	343614	7.43211758644 %	8.02216803205 %	6.70323174187 %	0.000205274037419 %	0.000371448258186 %	0.0 %
TComDataCU::deriveLeftRightTopIdxGeneral	1583804	861124	225800	134545	95786	8136	5	5	2	1449254	765333	217662	8.92891376434 %	8.49505368088 %	9.56111006841 %	0.000449315692201 %	0.000315695629005 %	0.000644019269057 %
TEncSearch::xSetIntraResultQT	1569662	712959	503575	103305	25425	40550	15	0	0	1466342	687534	463025	6.07566732563 %	6.58135318304 %	5.42319409075 %	0.000538368442134 %	0.000955619744888 %	0.0 %
TComDataCU::isSkipped	1457815	1457815	0	49188	258493	0	2	64	0	1408625	1199258	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncEntropy::encodeCoeff	1424428	612350	550402	79174	12766	0	12	1	0	1345242	599583	550402	3.55367620343 %	5.55830129708 %	1.09791253853 %	0.000502477601095 %	0.000842443422904 %	8.60028621753e-05 %
_int_free	1322520	377113	250132	669	9039	690	129	5427	409	1321722	362647	249033	0.53329503812 %	0.0505852463479 %	1.55106856173 %	0.305934304903 %	0.00975410579802 %	0.930417938764 %
TComOutputBitstream::write	1299856	330311	252748	43	233	820	16	1	54	1299797	330077	251874	0.0582076195686 %	0.00330805873881 %	0.180599218947 %	0.00377074907789 %	0.00123090557723 %	0.00943300763731 %
TEncSearch::xSetIntraResultChromaQT	1280848	503642	510272	43033	20196	1574	7	0	0	1237808	483446	508698	2.8239529851 %	3.35972730566 %	2.14712490408 %	0.000305042527286 %	0.00054651293518 %	0.0 %
TComTrQuant::xsetFlatScalingList	1248480	10080	493200	10	385	61770	5	91	46813	1248465	9604	384617	3.54871671919 %	0.000800973984365 %	12.3499841043 %	2.67782116272 %	0.000400486992182 %	9.31966301065 %
TEncSbac::codeIntraDirChroma	1126028	520039	407302	54371	22234	0	20	1	0	1071637	497804	407302	3.7306981843 %	4.82856554189 %	2.39760778398 %	0.00102270950813 %	0.00177615476702 %	0.000107835197624 %
TComCUMvField::copyTo	1121480	571320	380880	23400	12306	11351	6	1	2	1098074	559013	369527	2.26925080051 %	2.08652851589 %	2.48445704684 %	0.000434011033525 %	0.000535007311767 %	0.000315059861374 %
TComDataCU::setCUTransquantBypassSubParts	1098840	549420	320495	17762	6	0	1	0	0	1081077	549414	320495	0.90249929524 %	1.61643187361 %	0.000689722559101 %	5.07935217942e-05 %	9.10050598813e-05 %	0.0 %
TComCUMvField::compress	1095920	544880	383040	20	3622	9504	12	40	84	1095888	541218	373452	0.649557277255 %	0.00182495072633 %	1.41456160014 %	0.00671989880623 %	0.0010949704358 %	0.0133632209673 %
TEncSbac::codeMvd	1044907	408390	277527	76715	26496	0	11	12	0	968181	381882	277527	5.96311352281 %	7.34180171058 %	3.86285804259 %	0.00132884683827 %	0.00105272526646 %	0.00174948280914 %
TComDataCU::setQPSubParts	1036656	518328	302358	81405	63316	4262	2	0	1	955249	455012	298095	8.02130140814 %	7.85265314627 %	8.23433079156 %	0.000161521141502 %	0.000192928030128 %	0.000121849282186 %
TEncCu::xCheckRDCostIntra	1002536	434728	519012	88173	65822	23614	56	0	6	914307	368906	495392	9.0789336474 %	8.79499589042 %	9.37739845241 %	0.00316928695133 %	0.00558583432415 %	0.000629102271059 %
TEncEntropy::encodePredInfo	963655	418446	374143	75957	0	0	6	0	0	887692	418446	374143	4.32496851235 %	7.88217775034 %	0.0 %	0.000341638177839 %	0.000622629468015 %	0.0 %
TComCUMvField::copyFrom	939600	438480	375840	7800	13639	116	2	0	0	931798	424841	375724	1.22896141215 %	0.830140485313 %	1.68913940466 %	0.000114030286444 %	0.000212856534696 %	0.0 %
TComTURecurse::TComTURecurse	924192	359408	410752	72686	5270	8830	4	0	3	851502	354138	401919	5.12207616835 %	7.86481596898 %	1.8307884076 %	0.000413137293785 %	0.000432810498251 %	0.000389529448426 %
TEncEntropy::encodePredMode	903805	496306	214150	85072	152	0	9	0	0	818724	496154	214150	5.27944365874 %	9.41264985257 %	0.0213947098765 %	0.00055753065954 %	0.000995790021078 %	0.0 %
TEncSbac::codeMergeFlag	864263	559229	254195	62635	32917	6	6	14	0	801622	526298	254189	5.69581811148 %	7.24721525739 %	4.04745864395 %	0.00119211748079 %	0.000694233121168 %	0.0017211196129 %
TEncEntropy::encodeCrossComponentPrediction	857196	500031	285732	38409	200	99	13	0	0	818774	499831	285633	2.35599305887 %	4.48077219212 %	0.038052186219 %	0.000791255289998 %	0.00151657263916 %	0.0 %
_dl_lookup_symbol_x	829762	147760	54889	82	3572	87	15	3061	16	829665	141127	54786	0.36235568974 %	0.0098823518069 %	1.80558502633 %	0.299493128221 %	0.00180774728175 %	1.51838893851 %
TEncCu::xCopyYuv2Pic	801570	322710	239430	39000	41190	0	20	10	0	762550	281510	239430	5.88028246475 %	4.86545155133 %	7.32735617462 %	0.00219988120641 %	0.00249510335966 %	0.0017789162842 %
TEncSbac::codePredMode	793839	459591	208905	76088	47902	0	4	2	0	717747	411687	208905	8.47890531239 %	9.58481505696 %	7.16563749073 %	0.000410302700818 %	0.000503880509776 %	0.000299179052679 %
TEncCu::xEncodeCU	746110	343304	244868	704	4865	126	24	62	0	745382	338377	244742	0.426821316633 %	0.0943560600984 %	0.848561305196 %	0.00644541408788 %	0.00321668386699 %	0.010541134226 %
TComYuv::copyFromPicYuv	707880	176970	239430	12867	7738	13620	4	7	3	695009	169225	225807	3.04417049134 %	1.81768096288 %	5.12920268972 %	0.00124524139894 %	0.000565067525569 %	0.00240153698367 %
TComDataCU::setDepthSubParts	667450	320376	213584	53396	2069	1856	2	0	0	614052	318307	211728	4.77114390591 %	8.0 %	0.735073788299 %	0.000166471063167 %	0.000299647913701 %	0.0 %
TEncEntropy::encodeRefFrmIdxPU	645976	384804	167188	19266	267	8056	2	0	0	626708	384537	159132	2.3029830513 %	2.98246374478 %	1.50781170742 %	0.000166949367596 %	0.000309609025722 %	0.0 %
TEncSbac::codeQtRootCbf	626566	272420	272420	27076	5163	15635	3	0	0	599487	267257	256785	4.08688362532 %	4.32133246936 %	3.81726745467 %	0.000256102495633 %	0.000478800317923 %	0.0 %
TEncEntropy::encodeMvdPU	620676	371688	188535	21922	0	2625	2	0	0	598752	371688	185910	2.07867057217 %	3.5319554808 %	0.468563411356 %	0.000169362494168 %	0.000322229311267 %	0.0 %
TEncEntropy::encodeMergeFlag	610068	355873	203356	0	0	0	0	0	0	610068	355873	203356	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
TComCUMvField::create	602768	3848	150552	16	144	17846	12	0	17809	602740	3704	114897	2.37807197346 %	0.00265442093807 %	11.6515544041 %	2.35363882256 %	0.00199081570355 %	11.5343264249 %
TEncSearch::xSetIntraResultQT	594598	263299	198747	3755	8496	3292	15	0	0	590828	254803	195455	1.47097792634 %	0.631519110391 %	2.55126112984 %	0.00141958881137 %	0.00252271282446 %	0.0 %
TEncSbac::codeInterDir	588423	267449	198387	32875	21629	0	3	15	0	555545	245805	198387	5.16988709606 %	5.58696719877 %	4.6430503439 %	0.00170736033555 %	0.000509837310914 %	0.00322001734516 %
do_lookup_x	559221	202670	95467	175	6372	110	45	1457	26	559001	194841	95331	0.776455109767 %	0.0312935315376 %	2.17416825151 %	0.178221932961 %	0.00804690810967 %	0.497422325978 %
TEncSbac::codeSplitFlag	549824	235000	147340	30898	20135	637	6	1	0	518920	214864	146703	5.5430160358 %	5.61961645909 %	5.43286080452 %	0.000750940821572 %	0.00109125829356 %	0.000261547313909 %
TEncSampleAdaptiveOffset::getDistortion	549642	172081	80831	118	642	0	59	0	0	549465	171439	80831	0.0946976776641 %	0.0214685195091 %	0.25384323401 %	0.00735153023971 %	0.0107342597545 %	0.0 %
TEncEntropy::encodeIPCMInfo	538576	302949	134644	32471	5971	0	4	0	0	506101	296978	134644	3.93804761266 %	6.0290469683 %	1.36450994417 %	0.000409765112393 %	0.000742699266213 %	0.0 %
TComDataCU::getAllowedChromaDir	467294	212846	128935	46216	10344	14640	3	0	0	421075	202502	114295	8.80017303711 %	9.89013340638 %	7.309944087 %	0.000370793807743 %	0.000641994119334 %	0.0 %
TEncEntropy::encodeMVPIdxPU	448896	298068	139455	10959	11016	0	1	2	0	437936	287050	139455	2.47907592233 %	2.44132271172 %	2.51781049225 %	0.000338440398954 %	0.000222768748218 %	0.000457118825753 %
TEncSbac::codeQtRootCbfZero	426338	232548	155032	70486	1046	34955	26	0	0	355826	231502	120077	13.0832590015 %	16.5328917432 %	9.28866298571 %	0.00319442499122 %	0.0060984477105 %	0.0 %
TEncEntropy::encodeQtRootCbfZero	387580	232548	116274	0	808	0	0	0	0	387580	231740	116274	0.109722678646 %	0.0 %	0.23163676603 %	0.0 %	0.0 %	0.0 %
malloc	387447	112515	62610	19	1196	366	15	0	6	387413	111319	62238	0.281030694738 %	0.00490389653295 %	0.89193433262 %	0.00373285552783 %	0.00387149726285 %	0.003426124197 %
TComDataCU::getCtxSplitFlag	382760	130152	141740	13604	15741	1753	11	33	2	369145	114378	139985	4.75031008841 %	3.55418539032 %	6.43417239198 %	0.00702663399791 %	0.00287386351761 %	0.0128727583011 %
TComLoopFilter::xDeblockCU	376192	82277	21500	20	2032	0	12	21	0	376160	80224	21500	0.427527611158 %	0.00531643416128 %	1.95804465344 %	0.00687544403909 %	0.00318986049677 %	0.0202356976979 %
TEncBinCABAC::testAndWriteOut	375022	144924	85174	0	0	145	0	0	1	375022	144924	85028	0.0239621893178 %	0.0 %	0.0630166276978 %	0.000165256478054 %	0.0 %	0.000434597432398 %
free	362626	112520	75035	167	1374	10	13	338	1	362446	110808	75024	0.281907226894 %	0.0460529581442 %	0.737916877716 %	0.0639789451108 %	0.00358496081362 %	0.180746980886 %
TComCUMvField::copyTo	359720	126960	169280	12653	14360	844	4	0	0	347063	112600	168436	4.24675285078 %	3.51745802291 %	5.13232514178 %	0.000609793280078 %	0.00111197598132 %	0.0 %
TEncCu::xCopyYuv2Tmp	349180	164320	133510	7800	16643	0	4	0	0	341376	147677	133510	3.77783960062 %	2.23380491437 %	5.58808716382 %	0.00061822846633 %	0.00114554098173 %	0.0 %
TEncEntropy::encodeIntraDirModeChroma	339912	198282	113304	11471	11555	14261	10	0	2	328431	186727	99041	5.72327159868 %	3.37469698039 %	8.28535300046 %	0.00184190895444 %	0.00294193791334 %	0.000641877362911 %
TEncSbac::xWriteUnaryMaxSymbol	339870	156768	92169	22590	0	0	4	0	0	317276	156768	92169	3.83657123642 %	6.64665901668 %	0.0 %	0.000679339749697 %	0.00117692058728 %	0.0 %
TEncSbac::codeRefFrmIdx	336323	158208	82317	16364	21690	0	6	0	0	319953	136518	82317	6.59688514132 %	4.86556078532 %	9.01777362021 %	0.00104013535628 %	0.00178399931019 %	0.0 %
TEncEntropy::encodeSplitFlag	333108	175320	105192	10	13188	0	7	1	0	333091	162131	105192	2.15084254099 %	0.00300202937186 %	4.70140314853 %	0.00130373847006 %	0.0021014205603 %	0.000356490987908 %
initROM	329111	79859	35725	19	2	2736	19	0	49	329073	79857	32940	0.619975488818 %	0.0057731282151 %	2.36883997785 %	0.0152913794848 %	0.0057731282151 %	0.0423934108527 %
std::basic_streambuf<char,	325109	222222	207134	14	23078	150	14	257	61	325081	198887	206923	3.08059353317 %	0.00430624805834 %	5.40996282805 %	0.0440046920666 %	0.00430624805834 %	0.0740644127484 %
TEncCu::xComputeQP	322710	135330	52050	40910	31289	0	12	1	0	281788	104040	52050	14.1541688722 %	12.6770165164 %	16.6981534849 %	0.00254856986022 %	0.00371850887794 %	0.00053367488526 %
std::basic_streambuf<char,	311977	214320	199116	169	93	22362	27	2	615	311781	214225	176139	3.11877509777 %	0.0541706600166 %	5.43131222245 %	0.0887770139217 %	0.00865448414466 %	0.149237124972 %
TEncSbac::codeSAOOffsetParam	304221	77151	68291	64	255	3	33	0	0	304124	76896	68288	0.071609182877 %	0.0210373379878 %	0.177390299913 %	0.00733882930105 %	0.0108473774 %	0.0 %
TComLoopFilter::xSetEdgefilterPU	298682	93270	141434	48	28	0	21	2	0	298613	93240	141434	0.0142485929514 %	0.0160706035181 %	0.01192992024 %	0.00431207418267 %	0.00703088903918 %	0.000852137159997 %
_dl_relocate_object	290000	102611	40802	52	5688	1836	52	3933	1063	289896	92990	37903	1.74798633174 %	0.0179310344828 %	5.24638631086 %	1.16470894966 %	0.0179310344828 %	3.48364513677 %
TComLoopFilter::xSetEdgefilterTU	287070	109890	133158	35	1494	141	14	15	0	287021	108381	133017	0.315024202159 %	0.0121921482565 %	0.672706625852 %	0.00547048015725 %	0.00487685930261 %	0.00617162042066 %
TComLoopFilter::xSetEdgefilterTU	285384	117768	127296	0	133	185	0	5	0	285384	117630	127111	0.0599493258529 %	0.0 %	0.12976202135 %	0.000942599463095 %	0.0 %	0.00204028335455 %
TComLoopFilter::xSetLoopfilterParam	283972	95152	87056	30	58	85	12	0	0	283930	95094	86971	0.0371101291347 %	0.0105644218444 %	0.0784817351598 %	0.00257411300356 %	0.00422576873776 %	0.0 %
TEncSbac::codeMVPIdx	263340	118503	105336	21389	21786	0	2	5	0	241949	96712	105336	8.86224570435 %	8.12219943799 %	9.73288837066 %	0.00143684354211 %	0.000759474443685 %	0.00223374836378 %
TEncBinCABAC::writeOut	260372	76203	57211	20	17	85	12	0	1	260340	76186	57125	0.0309812944086 %	0.00768131749958 %	0.076453745484 %	0.00330128546977 %	0.00460879049975 %	0.000749546524353 %
strcmp	227435	72190	2	17	746	0	5	226	0	227413	71218	2	0.254649948102 %	0.00747466309055 %	1.03335549645 %	0.0770958558474 %	0.00219843032075 %	0.313054078014 %
TComSampleAdaptiveOffset::invertQuantOffsets	223912	91947	127081	28	1	1213	14	0	1	223870	91946	125867	0.280399151127 %	0.0125049126443 %	0.554267034352 %	0.00338646317786 %	0.00625245632213 %	0.000456562631262 %
TEncEntropy::encodeInterDirPU	220860	122700	61350	20977	10032	0	1	1	0	199882	112667	61350	7.65824504211 %	9.49787195508 %	5.45069274654 %	0.000493936924255 %	0.0004527755139 %	0.00054333061668 %
TEncSampleAdaptiveOffset::deriveModeNewRDO	201097	86843	86305	147	1376	653	77	2	0	200873	85465	85652	0.581437293751 %	0.0730990517014 %	1.17182987964 %	0.0211091664551 %	0.0382899794626 %	0.00115508120221 %
TComDataCU::initCtu	196275	74238	79527	2769	12464	1747	45	779	508	193461	60995	77272	4.85087418581 %	1.41077569736 %	9.24202516828 %	0.380527939664 %	0.0229270156668 %	0.836991513023 %
malloc_consolidate	195107	68175	44745	252	8576	101	39	7	34	194816	59592	44610	2.89877186091 %	0.129159896877 %	7.68420120439 %	0.0259717492298 %	0.0199890316596 %	0.0363088912504 %
__memcmp_ssse3	195004	42676	4962	471	228	0	31	0	0	194502	42448	4962	0.288078733278 %	0.241533507005 %	0.478609513414 %	0.0127760239365 %	0.0158971098029 %	0.0 %
TComDataCU::isLastSubCUOfCtu	186992	96268	29712	435	1576	0	6	7	0	186551	94685	29712	0.642549493245 %	0.232630272953 %	1.25099222099 %	0.00415372621193 %	0.00320869342004 %	0.00555643752977 %
TComDataCU::getIntraSizeIdx	186098	31052	0	8872	229	0	3	0	0	177223	30823	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncBinCABAC::encodeBinsEP	181739	70396	50615	18	0	1	12	0	0	181709	70396	50614	0.00627580511974 %	0.00990431332845 %	0.000826371156341 %	0.00396366639141 %	0.0066028755523 %	0.0 %
TEncSbac::codeSaoMaxUvlc	172614	80576	48735	19	0	0	10	0	0	172585	80576	48735	0.00629295354807 %	0.011007218418 %	0.0 %	0.00331208081477 %	0.00579327285156 %	0.0 %
ContextModel::init	172498	28280	11312	27	0	1005	4	0	194	172467	28280	10113	0.486585883351 %	0.0156523553896 %	2.53839159426 %	0.0933565938988 %	0.00231886746513 %	0.48999797939 %
TEncSbac::xWriteEpExGolomb	153082	40810	33390	7653	0	0	5	0	0	145424	40810	33390	3.36718261895 %	4.99928143087 %	0.0 %	0.00219991024366 %	0.00326622333129 %	0.0 %
__memchr_sse2_bsf	151835	34042	333	32	371	0	19	255	0	151784	33416	333	0.216422318887 %	0.0210755095992 %	1.07927272727 %	0.14714569572 %	0.0125135838245 %	0.741818181818 %
SAOOffset::reset	148506	8406	100872	15	0	4470	5	0	3142	148486	8406	93260	1.73982869379 %	0.0101006019959 %	4.09048481854 %	1.22078949818 %	0.00336686733196 %	2.87523563755 %
df::program_options_lite::Options::addOption	146684	45001	44151	168	648	0	30	0	0	146486	44353	44151	0.346003154735 %	0.114531918955 %	0.726848528356 %	0.0127207042182 %	0.0204521283848 %	0.0 %
operator	142398	39555	39555	55	262	36	6	4	6	142337	39289	39513	0.159362190079 %	0.0386241379795 %	0.376690683858 %	0.00722321541434 %	0.00421354232503 %	0.0126406269751 %
TEncCu::finishCU	124752	63958	30522	435	1918	6	9	4	0	124308	62036	30516	1.07602904685 %	0.34869180454 %	2.03640982218 %	0.00592979127135 %	0.00721431319738 %	0.00423370025402 %
write	123063	32401	13106	31	79	0	10	0	0	123022	32322	13106	0.0652547902948 %	0.0251903496583 %	0.173599665985 %	0.00593225366317 %	0.00812591924461 %	0.0 %
0x0006ce60	119578	119578	0	7	0	0	2	0	0	119569	119578	0	0 %	0 %	0 %	0 %	0 %	0 %
check_match.isra.0	117907	46876	21806	76	503	164	10	89	61	117821	46284	21581	0.398201394509 %	0.0644575809748 %	0.971142366268 %	0.0857499638242 %	0.00848126065458 %	0.218397833493 %
std::basic_filebuf<char,	116330	41446	27408	15	120	1	14	13	0	116301	41313	27407	0.073440470019 %	0.0128943522737 %	0.17573416214 %	0.0145800933126 %	0.0120347287888 %	0.0188805298167 %
TComOutputBitstream::addSubstream	114754	51014	50964	10	236	1	4	1	0	114740	50777	50963	0.113965634978 %	0.00871429318368 %	0.232403067328 %	0.00230699665947 %	0.00348571727347 %	0.000980603659613 %
TEncSbac::TEncSbac	112788	1404	48750	58	0	5021	38	0	5004	112692	1404	38725	3.11706005818 %	0.0514239103451 %	10.0111656099 %	3.09435259172 %	0.0336915274675 %	9.97727000837 %
std::ostream::write	111504	55752	31512	34	15	0	20	9	0	111450	55728	31512	0.0246518554294 %	0.0304921796527 %	0.0171892189219 %	0.0145898736215 %	0.0179365762663 %	0.0103135313531 %
TEncCu::xCompressCU	107788	48570	38939	7981	27307	2621	162	19	0	99645	21244	36318	19.4109484529 %	7.40434927821 %	34.1999108663 %	0.0926793550336 %	0.150295023565 %	0.0217120524746 %
SAOOffset::operator=	106554	72240	66822	4	2693	3263	2	0	1104	106548	69547	62455	2.42655201616 %	0.00375396512566 %	4.28298169162 %	0.450296397629 %	0.00187698256283 %	0.793890494887 %
__dynamic_cast	99684	40257	36423	46	164	2	20	55	0	99618	40038	36421	0.12020593772 %	0.0461458207937 %	0.216484089724 %	0.0425256855141 %	0.0200634003451 %	0.0717266562337 %
std::istream::read	98400	43200	36000	10	16	5	8	2	3	98382	43182	35992	0.017454954955 %	0.010162601626 %	0.0265151515152 %	0.00731981981982 %	0.00813008130081 %	0.00631313131313 %
std::basic_filebuf<char,	96004	40802	26402	19	22	0	15	7	0	95970	40773	26402	0.0251213175825 %	0.0197908420482 %	0.0327361466579 %	0.0134797313857 %	0.0156243489855 %	0.0104160466639 %
std::istream::sentry::sentry	91824	38516	19189	26	24	0	8	6	0	91790	38486	19189	0.0334383296886 %	0.028315037463 %	0.041590850013 %	0.0093627323128 %	0.00871231921938 %	0.0103977125032 %
TComPicYuv::create	87100	6578	15482	42	17	1593	24	0	1553	87034	6561	12336	1.51337486259 %	0.0482204362801 %	7.2982774252 %	1.44466837669 %	0.0275545350172 %	7.0398912058 %
operator	87025	31646	31646	97	68	3	8	5	0	86920	31573	31643	0.111763805824 %	0.111462223499 %	0.112178474373 %	0.00864838973636 %	0.00919276070095 %	0.00789989256146 %
TEncCu::deriveTestModeAMP	84142	29144	15133	9733	11216	0	21	0	0	74388	17928	15133	16.3130066423 %	11.5673504314 %	25.3314361858 %	0.0163527203918 %	0.0249578094174 %	0.0 %
ContextModel3DBuffer::initBuffer	76720	26400	24540	42	595	4	5	130	0	76673	25675	24536	0.50211499295 %	0.0547445255474 %	1.1758932077 %	0.105749647501 %	0.00651720542231 %	0.255202198665 %
TEncBinCABAC::encodeBinEP	72298	23052	23212	12	0	0	12	0	0	72274	23052	23212	0.0101212867529 %	0.0165979695151 %	0.0 %	0.0101212867529 %	0.0165979695151 %	0.0 %
