BasketballPass__QP_32_nF_1_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TComRdCost::setDistParam	3383136	1791072	1194048	198307	204628	0	1	12	0	3184828	1586432	1194048	6.32724249779 %	5.86163252083 %	6.85493380501 %	0.00020413752211 %	2.95583742421e-05 %	0.000401993889693 %
TEncSbac::getNumberOfWrittenBits	3377512	2110945	844378	0	25574	1189	0	0	0	3377512	2085371	843189	0.422606936704 %	0.0 %	0.905586292937 %	0.0 %	0.0 %	0.0 %
TComSampleAdaptiveOffset::offsetBlock	3082142	999510	253321	45	104141	98764	45	794	8161	3082052	894575	146396	4.68169005897 %	0.001460023581 %	16.1957199335 %	0.207613749843 %	0.001460023581 %	0.714781163621 %
TEncEntropy::xEncodeTransform	3039570	1255229	618412	15515	122584	22700	15	73	6	3024040	1132572	595706	3.2727884066 %	0.510434041657 %	7.7541001718 %	0.00191320910093 %	0.000493490855614 %	0.00421638937235 %
TEncSbac::load	2983656	994552	1243190	12097	141784	69	2	0	0	2971557	852768	1243121	2.94844407571 %	0.405442182343 %	6.33911326686 %	3.83039178396e-05 %	6.70318562193e-05 %	0.0 %
TEncSearch::estIntraPredChromaQT	2967691	1295104	1220461	130645	224885	55154	26	6	35	2837020	1070213	1165272	7.48978344254 %	4.40224403417 %	11.1322506077 %	0.00122190173138 %	0.000876101993098 %	0.0016298525381 %
TComLoopFilter::xEdgeFilterLuma	2903326	1069390	463534	45	40353	7670	45	3120	0	2903236	1025917	455864	1.0835277543 %	0.00154994650962 %	3.13277109628 %	0.0713440405748 %	0.00154994650962 %	0.203532595223 %
TComPrediction::predIntraGetPredValDC	2813496	800840	156504	54067	70363	44604	4	0	94	2759425	730477	111806	4.48266168811 %	1.9217016836 %	12.0089539392 %	0.0025988904329 %	0.000142171874422 %	0.00981883210215 %
TComYuv::copyToPicComponent	2792812	1152460	740267	41432	57582	12519	8	166	20	2751372	1094712	727728	2.38036648505 %	1.48352270042 %	3.7037037037 %	0.0041403987887 %	0.000286449642869 %	0.00982709075318 %
TComTrQuant::xITransformSkip	2745531	929421	491418	77214	162	21366	8	0	0	2668309	929259	470052	2.36997674234 %	2.81235214609 %	1.51516111255 %	0.000192013671373 %	0.000291382614146 %	0.0 %
TComDataCU::setIntraDirSubParts	2631650	1368458	736862	139995	296700	112253	2	20	0	2491653	1071738	624609	11.5885893303 %	5.31966636901 %	19.4247430319 %	0.000464431904783 %	7.59979480554e-05 %	0.000949974350693 %
TComDataCU::initSubCU	2454624	935808	1041840	32754	52740	28585	16	67	141	2421854	883001	1013114	2.57382669656 %	1.33437952208 %	4.11220803702 %	0.00505384146099 %	0.00065183099326 %	0.0105175440726 %
TComDataCU::getCtxQtCbf	2385480	1171184	0	229985	1763	0	1	0	0	2155494	1169421	0	6.51588117404 %	9.64103660479 %	0.150531428025 %	2.81162347638e-05 %	4.19202843872e-05 %	0.0 %
TEncEntropy::encodeQtCbf	2368702	1353544	845965	72357	55214	21800	1	0	0	2296344	1298330	824165	3.2697920477 %	3.05471097673 %	3.50141781643 %	2.18904074265e-05 %	4.22172143224e-05 %	0.0 %
TComPrediction::xDCPredFiltering	2251657	775553	249252	55176	11418	0	4	0	0	2196477	764135	249252	2.03249724856 %	2.45046203751 %	1.11416318226 %	0.00012208290528 %	0.000177646950668 %	0.0 %
TEncSbac::store	2164884	721628	902035	3574	98169	29051	0	0	9	2161310	623459	872975	3.45235257739 %	0.16508967686 %	7.83536977809 %	0.000237558092852 %	0.0 %	0.000554302216655 %
TComDataCU::CUIsFromSameSliceAndTile	2089975	1309248	191486	36306	111103	0	3	151	0	2053666	1197994	191486	4.10528951246 %	1.73714996591 %	7.4032440126 %	0.00428884657598 %	0.000143542386871 %	0.0100617431204 %
TComYuv::copyToPartComponent	2069132	738920	517088	14040	20174	2837	9	34	0	2055083	718712	514251	1.11426887289 %	0.678545399714 %	1.832074318 %	0.00129317863308 %	0.000434964999816 %	0.00270698912746 %
TComTrQuant::invRdpcmNxN	1859112	963984	413136	200005	103731	43389	3	0	0	1659104	860253	369747	10.7262087514 %	10.7580931111 %	10.6831648658 %	9.27003997241e-05 %	0.000161367362483 %	0.0 %
TComDataCU::setTransformSkipPartRange	1772820	886410	590940	22225	50254	19175	1	0	0	1750594	836156	571765	2.81997557051 %	1.25365237306 %	4.69956340745 %	3.0767621386e-05 %	5.64073058743e-05 %	0.0 %
TComDataCU::setCrossComponentPredictionAlphaPartRange	1772820	886410	590940	6132	31333	3476	1	0	0	1766687	855077	587464	1.25965718716 %	0.345889599621 %	2.35617829221 %	3.0767621386e-05 %	5.64073058743e-05 %	0.0 %
TComDataCU::CUIsFromSameTile	1681668	1121112	93426	15110	41876	0	2	0	0	1666556	1079236	93426	1.96760865767 %	0.898512667185 %	3.44789541373 %	6.90558613579e-05 %	0.000118929539005 %	0.0 %

RESULTS	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
Entropy	561168967	211073760	143184279	8798309	15774470	6496461	176	4243	593	10061258310	1212363208	1391056994	3.39396148424 %	1.56785380472 %	6.28664096455 %	0.000547504057358 %	3.13631027997e-05 %	0.0013651066363 %
Filter	2903326	1069390	463534	45	40353	7670	45	3120	0	2903236	1025917	455864	1.0835277543 %	0.00154994650962 %	3.13277109628 %	0.0713440405748 %	0.00154994650962 %	0.203532595223 %
InvQuant	79624932	30086769	4720824	452710	179540	430879	12	0	0	79172210	29907229	4289945	0.929044430331 %	0.568553075813 %	1.75369494811 %	1.04865290703e-05 %	1.50706565125e-05 %	0.0 %
Quant	974818539	370676739	208516243	7420489	21956850	22899251	187	1523	8107	1916809768	670729485	345900742	3.36397699075 %	0.761217467983 %	7.7445864149 %	0.000631719898298 %	1.91830574121e-05 %	0.0016626582675 %
InvTransf	237751321	121912882	25127170	1390269	1785476	1563687	200	367	109	1361313526	690139157	107735815	1.23168873643 %	0.584757634217 %	2.27772158296 %	0.000175679614314 %	8.41215094658e-05 %	0.000323721321861 %
Transf	603475248	253483828	114536416	10530189	15326569	7175191	471	702	3890	11157483117	2209535694	593659717	3.40011346136 %	1.74492475622 %	6.11427234421 %	0.000521155274697 %	7.80479400872e-05 %	0.00124775744673 %
Pre/Pos	78917392	30828985	22277751	1497756	2012343	1216033	84	572	931	376782528	120820308	90055263	3.57974869563 %	1.89787822689 %	6.07903298745 %	0.00120205300655 %	0.000106440415568 %	0.00283014945599 %
Inter/Intra	748146786	272773936	173841625	5065172	3631389	4522986	164	3890	635	9052683725	3167743388	1748136516	1.10645828714 %	0.677029173256 %	1.82581524516 %	0.000392462987453 %	2.19208319903e-05 %	0.00101317562466 %
Inter	10571129	3823476	2137648	23461	379630	79284	5	51	4204	16041292	6206571	2635090	2.91778138164 %	0.221934667527 %	7.698447474 %	0.0257678127718 %	4.72986376384e-05 %	0.0713791560115 %
Intra	811489914	282029395	149570007	7565317	15161702	7182272	168	12187	17512	6942492207	1898087026	965915775	2.40604521453 %	0.932274926586 %	5.17701690421 %	0.00240264312593 %	2.07026602674e-05 %	0.00688114947852 %
