BasketballPass__QP_32_nF_2_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TComRdCost::setDistParam	10427171	5520267	3680178	239261	617422	7014	4	12126	0	10187906	4890719	3673164	4.40041724884 %	2.29459169702 %	6.7870195409 %	0.0618006792063 %	3.83613158353e-05 %	0.131797972815 %
TEncEntropy::estimateBit	10309968	4725402	3436656	20876	689748	27151	1034	6	0	10288058	4035648	3409505	3.99401235143 %	0.202483654653 %	8.78331175789 %	0.0056301349944 %	0.0100291290914 %	7.35108718904e-05 %
TEncSearch::xEncSubdivCbfQT	10089041	4138784	3000954	675510	407904	14234	71	45	0	9413460	3730835	2986720	6.37101445204 %	6.69548275203 %	5.91251387656 %	0.000673292053952 %	0.000703733883131 %	0.000630275228587 %
isAboveAvailable	9992374	3347766	3496486	455711	36102	23652	8	20	2350	9536655	3311644	3470484	3.06156946172 %	4.56058790434 %	0.87305376833 %	0.0141239699688 %	8.00610545602e-05 %	0.0346275969967 %
isBelowLeftAvailable	9921166	3802329	3074113	369598	14055	3513	6	0	0	9551562	3788274	3070600	2.30488769591 %	3.72534841167 %	0.255480959485 %	3.57193714724e-05 %	6.04767625096e-05 %	0.0 %
TEncSbac::loadIntraDirMode	9645405	4676560	3215135	18851	1196899	7070	8	58	0	9626546	3479603	3208065	6.97276060466 %	0.195440212205 %	15.2561521954 %	0.000376345005731 %	8.29410480949e-05 %	0.000734949842841 %
TEncSbac::xWriteCoefRemainExGolomb	9591893	3924066	2514274	82345	910	4984	46	0	0	9509502	3923156	2509290	0.550453633456 %	0.858485389693 %	0.0915453362202 %	0.000286957775349 %	0.000479571654938 %	0.0 %
TEncBinCABACCounter::encodeBinsEP	9445018	3434552	2575914	86902	4095	239	55404	0	0	9302712	3430457	2575675	0.590314738768 %	0.920082947433 %	0.0721075537238 %	0.358474700631 %	0.586594964668 %	0.0 %
TComCUMvField::setAllRefIdx	9425990	2854275	2011403	65804	127663	53889	159	1	21	9360027	2726611	1957493	1.73077068401 %	0.69811234682 %	3.73127855974 %	0.00126647218505 %	0.00168682546873 %	0.000452146648422 %
isAboveRightAvailable	9399729	3347766	3158760	545917	18056	8800	12	0	0	8853800	3329710	3149960	3.60092931994 %	5.80779509707 %	0.412754824925 %	7.54420195074e-05 %	0.000127663254973 %	0.0 %
TEncSearch::xEncCoeffQT	9210074	4369946	2821319	530130	297679	5709	22	0	0	8679922	4072267	2815610	5.08201190159 %	5.7559798108 %	4.21884049607 %	0.0001341353898 %	0.000238868873366 %	0.0 %
TEncSbac::codeQtCbfZero	8968163	4020211	3710964	28946	782656	14038	27621	0	0	8911596	3237555	3696926	4.94414808539 %	0.322763981877 %	10.3049536455 %	0.165401766226 %	0.307989495731 %	0.0 %
TEncSbac::load	8903532	2967844	3709805	22191	132563	303	1502	0	1	8879839	2835281	3709501	0.995155630372 %	0.249238167505 %	1.98971224753 %	0.00964625210374 %	0.0168697096838 %	1.49753303895e-05 %
TComYuv::clear	8808419	2276333	1979420	30887	355252	6717	50	33	88	8777482	1921048	1972615	3.00712513583 %	0.350653164887 %	8.5054043315 %	0.0013089233669 %	0.000567638755604 %	0.00284321012051 %
TComRdCost::setDistParam	8779698	3730255	2931655	14707	97511	524506	28	115	0	8764963	3632629	2407149	4.12343066862 %	0.167511456544 %	9.3369168902 %	0.000926069357544 %	0.000318917575525 %	0.00172623166629 %
TComTU::GetEquivalentLog2TrSize	8714189	3960995	792199	132505	17566	0	2	0	0	8581682	3943429	792199	1.11432933926 %	1.52056605612 %	0.36956202503 %	1.48506951945e-05 %	2.29510743914e-05 %	0.0 %
TEncSearch::xGetIntraBitsQT	8626228	3899211	4242173	323690	475088	117104	18	24	0	8302520	3424099	4125069	5.46220892993 %	3.75239328244 %	7.27384926199 %	0.000250482895239 %	0.000208665942982 %	0.000294790173268 %
TEncSearch::xTZSearch	8583655	3081403	3669509	539597	142431	74511	1196	6	3	8042862	2938966	3594995	4.93355306348 %	6.28633140544 %	3.21352137311 %	0.00785806341972 %	0.013933458416 %	0.000133315320952 %
TComRdCost::xGetSAD12	8473578	2345193	202671	923	38903	840	31	25	13	8472624	2306265	201818	0.368971682653 %	0.0108926831145 %	1.55985562809 %	0.000626052380442 %	0.000365843094853 %	0.00149144538327 %
TComYuv::copyToPartComponent	8403482	3004172	2111120	46611	74322	4011	160	54	0	8356711	2929796	2107109	0.924225821069 %	0.55466293615 %	1.53134953 %	0.00158298378241 %	0.00190397266276 %	0.00105565821071 %
TEncSearch::encodeResAndCalcRdInterCU	8140459	2905908	2991682	356581	510707	154777	27530	16801	9273	7756348	2378400	2827632	7.28067696587 %	4.38035496524 %	11.2839990572 %	0.381847933427 %	0.33818731843 %	0.442112795227 %
TComDataCU::getPUAboveLeft	7902171	3541165	1750718	509323	372246	139815	111	97	3949	7392737	3168822	1606954	7.7412446546 %	6.44535533336 %	9.67634771971 %	0.0315066165411 %	0.0014046772716 %	0.0764567168246 %
TComRdCost::xGetSSE64	7882904	3481994	3425926	6391	119712	10864	149	0	118	7876364	3362282	3414944	0.926026839343 %	0.0810741828138 %	1.89023613476 %	0.00180517326148 %	0.00189016636509 %	0.00170818422912 %
TComDataCU::getPartIndexAndSize	7739585	3476245	1216025	28854	257163	44256	61	129	262	7710670	3218953	1171507	2.65666708629 %	0.372810686878 %	6.42373520705 %	0.00363582104199 %	0.000788155954098 %	0.00833285382128 %
TComTrQuant::getSigCoeffGroupCtxInc	7430264	2488943	556851	12147	13658	0	9	0	0	7418108	2475285	556851	0.246323569419 %	0.16348005939 %	0.448421659508 %	8.59101772823e-05 %	0.000121126248004 %	0.0 %
TComDataCU::getCtxQtCbf	7316964	3759788	0	245575	100271	0	12	505	0	7071377	3659012	0	3.12226905504 %	3.35624174179 %	2.66693228448 %	0.00466743319702 %	0.000164002446917 %	0.0134316083779 %
TComDataCU::getInterMergeCandidates	7059375	2245261	2572594	508749	145322	54005	487	2043	682	6550139	2097896	2517907	5.9616257326 %	7.20671447543 %	4.13725610256 %	0.0270433425976 %	0.00689862771138 %	0.0565604402789 %
TEncSbac::getNumberOfWrittenBits	7035144	4396965	1758786	0	76202	28894	0	0	0	7035144	4320763	1729892	0.79673138176 %	0.0 %	1.70728153234 %	0.0 %	0.0 %	0.0 %
TEncSearch::xRecurIntraChromaCodingQT	7025625	2505925	2584907	279900	363213	158850	62	4	11	6745663	2142708	2426046	6.61879128527 %	3.98398718975 %	10.254964218 %	0.000635499304789 %	0.00088248376479 %	0.000294647318945 %
TEncSearch::xStoreIntraResultQT	6781708	3273928	1812353	225202	234053	0	14	0	0	6556492	3039875	1812353	3.86969519436 %	3.32072687294 %	4.60165295626 %	0.000117964383014 %	0.000206437670274 %	0.0 %
TComTrQuant::invTransformNxN	6501597	3164045	2419818	363979	179509	121411	20	499	0	6137598	2984037	2298407	5.50164412443 %	5.59830146347 %	5.38910069964 %	0.00429441659647 %	0.000307616728628 %	0.00893646566902 %
TComTU::useDST	6488094	3938743	773306	41881	94915	0	2	0	0	6446211	3843828	773306	1.22137726277 %	0.64550544428 %	2.01430418062 %	1.78569148626e-05 %	3.08256939557e-05 %	0.0 %
TComDataCU::setTrIdxSubParts	6456768	3228384	1883224	452656	609689	1056	16	0	0	6004096	2618695	1882168	9.1923101393 %	7.01056627712 %	11.9481971231 %	0.000138308090954 %	0.000247801996293 %	0.0 %
TEncEntropy::encodeQtCbf	6424264	3671008	2294380	82817	257753	34307	792	0	61	6340655	3413255	2260012	3.02572663058 %	1.28912821764 %	4.89590953681 %	0.00688477771611 %	0.0123282604824 %	0.00102256550622 %
TEncSearch::xGetInterPredictionError	6029184	1884120	2691600	61712	173379	62492	34	30	0	5967438	1710711	2629108	2.8060885794 %	1.02355476297 %	5.15483901987 %	0.000603494383353 %	0.000563923741588 %	0.000655634523091 %
TEncSearch::xEncodeResidualQT	5974222	2761148	1958465	118782	300812	76629	4220	1155	1431	5851220	2459181	1880405	4.64027170795 %	1.98824215103 %	7.9972870657 %	0.0636441463703 %	0.070636812626 %	0.0547926281244 %
TEncSearch::xEncIntraHeader	5934407	2313954	1517990	653343	362716	56565	57	71	1	5281007	1951167	1461424	10.9828532683 %	11.0094066686 %	10.9417308812 %	0.00132086180396 %	0.000960500349909 %	0.00187894186345 %
TEncSearch::xEncSubdivCbfQT	5743251	2366957	1276547	17485	65958	14431	2	0	3	5725764	2300999	1262113	1.04268194919 %	0.304444294703 %	2.20636508153 %	5.32665441891e-05 %	3.48234823796e-05 %	8.23383204739e-05 %
TComPrediction::xPredInterBi	5643337	2158898	1726263	78719	124781	19425	111	239	0	5564507	2033878	1706838	2.33956075763 %	1.39490163355 %	3.71171233316 %	0.00367319172445 %	0.00196692134459 %	0.00615161122023 %
TComCUMvField::setAllMvField	5632806	2283570	2892522	49794	15422	2422	23	533	0	5582989	2267615	2890100	0.625762219238 %	0.883999910524 %	0.344738849309 %	0.00514391013774 %	0.000408322246497 %	0.0102973440194 %
TEncSearch::xRecurIntraCodingQT	5590137	2051974	1653485	239468	279754	143611	140	97	171	5350529	1772123	1509703	7.13061324954 %	4.28375905635 %	11.4254401412 %	0.00438917526106 %	0.00250441089369 %	0.00723257226703 %
TComPrediction::UseDPCMForFirstPassIntraEstimation	5553415	3507420	584570	12685	349478	0	6	2	0	5540724	3157940	584570	3.75477235015 %	0.228418009459 %	8.54053895537 %	8.29410480949e-05 %	0.000108041628439 %	4.88759747702e-05 %
TComYuv::copyPartToPartYuv	5484576	1199751	1542537	35399	81762	1527	43	0	0	5449134	1117989	1541010	1.4426882467 %	0.645428197184 %	3.03720834573 %	0.000522677900109 %	0.000784016850163 %	0.0 %
TEncSearch::xEncCoeffQT	5455547	2817575	1385244	26840	88025	5647	0	3	0	5428707	2729547	1379597	1.24774728976 %	0.491976331613 %	2.22878977182 %	3.10611546508e-05 %	0.0 %	7.13806614084e-05 %
TEncEntropy::encodeIntraDirModeLuma	5446798	3112456	1945285	41422	143909	18753	62	5	0	5405314	2968542	1926532	1.9428172907 %	0.760483498746 %	3.21609983588 %	0.000637819517829 %	0.00113828344653 %	9.88583638427e-05 %
TComDataCU::setTransformSkipSubParts	5301275	2756663	1484357	189008	589520	7321	11	0	2	5112256	2167143	1477034	8.23542973677 %	3.5653309817 %	14.0730531806 %	0.000136235570164 %	0.000207497253019 %	4.71584665953e-05 %
TEncSearch::xGetTemplateCost	5193804	2232048	1759884	125780	316214	52154	112	68	0	5067912	1915766	1707730	5.37951449944 %	2.42173174036 %	9.22781249781 %	0.00195955990897 %	0.00215641560598 %	0.00170343583007 %
void	5136908	3388182	193428	1973	48099	14875	9	301	113	5134926	3339782	178440	0.744931650081 %	0.0384083187785 %	1.75825955366 %	0.00485174200478 %	0.000175202670556 %	0.0115590474675 %
TComYuv::copyToPicComponent	4941696	2038752	1296752	52667	95275	12584	117	275	42	4888912	1943202	1284126	1.93937563427 %	1.06576770404 %	3.23366423785 %	0.00524331899676 %	0.00236760820577 %	0.0095038111182 %
TComDataCU::initSubCU	4909248	1871616	2083680	65473	117004	63245	277	134	271	4843498	1754478	2020164	2.77196435598 %	1.33366658193 %	4.55715577292 %	0.00769357115267 %	0.00564241203541 %	0.010239435936 %
TEncSearch::xMotionEstimation	4826416	2035077	1582642	309202	327051	59673	498	105	4390	4516716	1707921	1518579	8.2415309561 %	6.40645149527 %	10.6897191297 %	0.0591297983748 %	0.0103182154211 %	0.124249561671 %
TComDataCU::fillMvpCand	4672597	1420082	1729892	178641	126743	34408	118	920	132	4493838	1292419	1695352	4.34373813929 %	3.82316300764 %	5.11594698877 %	0.0149567194724 %	0.00252536223432 %	0.0333971010554 %
TEncSbac::codeTransformSkipFlags	4646976	2619764	769800	193601	180504	78176	1222	100	290	4452153	2439160	691334	5.62780748929 %	4.16617172114 %	7.63166000111 %	0.0200583833341 %	0.0262966712116 %	0.0115059045942 %
TEncSearch::xExtDIFUpSamplingQ	4387065	1548893	2243684	233982	244917	21072	394	60	0	4152689	1303916	2222612	6.11238242456 %	5.3334518636 %	7.01341067037 %	0.00555036516268 %	0.00898094739877 %	0.00158203775428 %
TComPrediction::motionCompensation	4247326	1232550	1874002	100151	37908	16244	198	0	0	4146977	1194642	1857758	2.09825346572 %	2.35797770174 %	1.74315446836 %	0.00269245695944 %	0.00466175659697 %	0.0 %
xITrMxN	4204044	1132899	1260223	560464	12454	178719	609	0	868	3642971	1120445	1080636	11.3933316215 %	13.3315445795 %	7.98843519052 %	0.0223884013226 %	0.0144860520014 %	0.0362706121961 %
TEncEntropy::xEncodeTransform	3941295	1629721	826201	20239	128439	23658	4287	62	2797	3916769	1501220	799746	2.6939214349 %	0.513511422007 %	6.19307127832 %	0.111704824145 %	0.108771355608 %	0.116412491928 %
TComDataCU::xGetColMVP	3918040	1919040	639680	45543	375183	4739	38	1858	0	3872459	1541999	634941	6.56910245246 %	1.1623924207 %	14.8481271886 %	0.0292738962074 %	0.000969872691448 %	0.0726144322161 %
TComDataCU::xAddMVPCand	3823904	1594900	862928	87556	324357	16090	72	4747	20	3736276	1265796	846818	6.81345526998 %	2.28970183352 %	13.8515388384 %	0.0770328947494 %	0.00188289245755 %	0.193951732994 %
TEncSearch::xEstimateMvPredAMVP	3811424	1450746	1738280	120469	231029	160392	103	55	149	3690852	1219662	1577739	7.31224421287 %	3.16073467554 %	12.2739983932 %	0.00438543236506 %	0.00270240204186 %	0.00639693749753 %
TEncSbac::store	3733860	1244620	1555775	3664	60622	30669	1	1924	1658	3730195	1182074	1523448	1.45318785386 %	0.0981290139427 %	3.25993297374 %	0.0548341012097 %	2.67819361197e-05 %	0.127910526908 %
TEncSearch::xMergeEstimation	3713315	1564814	1507229	91454	188358	12116	69	1167	14	3621792	1375289	1495099	4.30232273669 %	2.46286673767 %	6.52575501059 %	0.0184220198846 %	0.00185817793535 %	0.0384434723082 %
TEncEntropy::encodeQtCbfZero	3710964	2164729	1236988	18461	770084	16345	1212	909	0	3691291	1393736	1220643	11.3162673822 %	0.497471815949 %	23.118589818 %	0.0298199792736 %	0.0326599772997 %	0.0267217996088 %
TEncSearch::xCheckBestMVP	3566496	1381179	755067	85745	149275	14541	89	30	0	3480662	1231874	740526	4.37615799557 %	2.40418046172 %	7.66840523048 %	0.00208671547827 %	0.00249544651109 %	0.00140433264708 %
TComLoopFilter::xEdgeFilterLuma	3541211	1340196	563926	90	51434	7634	90	4218	15	3541031	1284544	556277	1.08639820558 %	0.00254150345743 %	3.10211215458 %	0.0793890841937 %	0.00254150345743 %	0.222307184098 %
isAboveLeftAvailable	3484983	1212168	1212168	360757	154255	168716	6	0	60	3124220	1057913	1043392	11.5703349235 %	10.3517578135 %	13.3220395193 %	0.00111687996536 %	0.000172167267387 %	0.00247490446869 %
TComDataCU::getPUBelowLeft	3442027	1744160	659196	51912	183517	12646	96	814	242	3390019	1559829	646308	4.24394774474 %	1.50818108051 %	8.16204507364 %	0.0197078617432 %	0.00278905424042 %	0.043938559248 %
TComDataCU::setMVPIdxSubParts	3326657	1530414	878996	39271	216081	21501	75	43	0	3287311	1314290	857495	4.82653009458 %	1.18049441226 %	9.8605882768 %	0.00205715867684 %	0.00225451556923 %	0.00178466927588 %
TEncGOP::xCalculateAddPSNR	3307855	1202446	2334	85	483086	63	85	13070	6	3307685	706290	2265	10.7084663395 %	0.00256964105138 %	40.1026743472 %	0.291647784498 %	0.00256964105138 %	1.08534338219 %
TComCUMvField::setAllMvd	3228981	1009916	605663	33081	15231	45876	95	1	0	3195805	994684	559787	1.94420133098 %	1.02450277657 %	3.78235914183 %	0.00198160410853 %	0.0029421046454 %	6.18973135947e-05 %
TComDataCU::setMVPNumSubParts	3128049	1439418	828302	20896	88269	0	64	26	0	3107089	1351123	828302	2.02315925682 %	0.668020226026 %	3.89241176159 %	0.00166797355484 %	0.00204600375506 %	0.00114652602614 %
TComSampleAdaptiveOffset::offsetBlock	3082142	999510	253321	45	111226	98713	45	794	8161	3082052	887490	146447	4.84395173857 %	0.001460023581 %	16.7571683651 %	0.207613749843 %	0.001460023581 %	0.714781163621 %
TComTrQuant::xITransformSkip	3025918	1024338	541604	84517	1018	8777	16	0	0	2941385	1023320	532827	2.05389537137 %	2.79310278732 %	0.625502093947 %	0.000348442679002 %	0.000528765154905 %	0.0 %
TEncSearch::estIntraPredChromaQT	2998139	1308382	1232990	132520	250323	61407	74	11	15	2865545	1058048	1171568	8.01966094119 %	4.42007525335 %	12.2662089611 %	0.00180521349267 %	0.00246819777202 %	0.00102306942864 %
TComPrediction::xCheckIdenticalMotion	2957584	1745905	227277	44955	226351	0	46	10827	0	2912583	1508727	227277	5.50230937749 %	1.51999064101 %	11.4713695949 %	0.220513405017 %	0.00155532353434 %	0.548707620483 %
TComBitCounter::resetBits	2901273	1934182	967091	119503	0	0	26	0	0	2781744	1934182	967091	2.05949250553 %	4.11898501106 %	0.0 %	0.000448079170764 %	0.000896158341528 %	0.0 %

RESULTS	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
Entropy	979855434	377220837	249769342	10750845	30952727	9952687	474006	34380	35251	19534365549	1228477539	2529157816	3.21476180301 %	1.09718685297 %	6.52409166364 %	0.0338325596188 %	0.0483750953 %	0.0111055965998 %
Filter	3541211	1340196	563926	90	51434	7634	90	4218	15	3541031	1284544	556277	1.08639820558 %	0.00254150345743 %	3.10211215458 %	0.0793890841937 %	0.00254150345743 %	0.222307184098 %
InvQuant	102719713	38853618	5936713	490762	472470	582258	24	600	0	102228927	38380548	5354455	1.04771848621 %	0.477768079434 %	2.35481180079 %	0.000423022041808 %	2.33645512619e-05 %	0.00133957482922 %
Quant	2201469519	830137362	487889742	9242391	43316186	48669742	533	71911	159982	4347526621	1518497060	823046608	2.8762158298 %	0.419828252003 %	6.97906194196 %	0.0066039557612 %	2.42111006035e-05 %	0.0175939477493 %
InvTransf	331574480	171798109	33700874	1635041	3204200	2176820	1048	451	10912	1941740513	980767435	145667822	1.30635033815 %	0.493114246911 %	2.61851417532 %	0.00231085705309 %	0.000316067750449 %	0.00552946775411 %
Transf	1505988253	645385710	284271588	15411076	37373209	16849010	113925	195626	224028	33840542014	4264534514	1416458704	2.85892563355 %	1.02331980142 %	5.83249538477 %	0.0219070874159 %	0.0075648000423 %	0.0451407202313 %
Pre/Pos	263308320	93499219	57872465	2160314	4145741	2274045	1820	1065	22142	2252814201	645093150	397092975	2.06908939839 %	0.82045033746 %	4.24107457244 %	0.00603525604287 %	0.000691204896222 %	0.0153311368327 %
Inter/Intra	3140446856	1110927514	614909654	6007782	16410039	5817364	1860	13139	41620	61563066555	19141531486	11125894572	0.580220654215 %	0.191303412396 %	1.28792005481 %	0.00116349558967 %	5.92272401122e-05 %	0.0031728949298 %
Inter	2094383291	1035358457	173969378	4607181	20273345	11678401	244856	98413	178233	65047032578	24533200767	-950286067	1.10660180644 %	0.219977929532 %	2.64210787805 %	0.0157853389752 %	0.0116910787558 %	0.0228760135997 %
Intra	836775385	290408637	153267000	7466015	14516485	7536475	766	6951	40136	5658423945	1637024533	803769496	2.30535760391 %	0.892236451243 %	4.97051407851 %	0.00373719878213 %	9.15418897032e-05 %	0.01061293343 %
