BasketballPass__QP_32_nF_8_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TEncSbac::getNumberOfWrittenBits	199904	124940	49976	0	1626	69	0	0	0	199904	123314	49907	0.452217064191 %	0.0 %	0.969036566123 %	0.0 %	0.0 %	0.0 %
TComTU::useDST	199383	121275	23294	1930	2346	0	1	0	0	197452	118929	23294	1.24319672512 %	0.967986237543 %	1.62275453244 %	0.000290738242545 %	0.000501547273338 %	0.0 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memcmp-ssse3.S:__memcmp_ssse3	194730	42612	4954	150	860	0	30	0	0	194550	41752	4954	0.416845511275 %	0.0770297334771 %	1.80801412774 %	0.0123815498399 %	0.0154059466954 %	0.0 %
TComPrediction::predIntraGetPredValDC	187938	52648	9996	3644	3850	2891	4	0	17	184290	48798	7088	4.14435194866 %	1.93893730911 %	10.7608071004 %	0.00838049021877 %	0.00212836148091 %	0.027137475257 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memchr-sse2-bsf.S:__memchr_sse2_bsf	185815	38900	5235	78	441	2	19	254	0	185718	38205	5233	0.226570993694 %	0.0419772354223 %	1.00373852951 %	0.118721461187 %	0.0102252240131 %	0.57550696726 %
/build/buildd/eglibc-2.19/elf/../sysdeps/i386/dl-machine.h:_dl_relocate_object	181502	48969	23333	24	3175	2921	24	1651	881	181454	44143	19531	2.41130951443 %	0.0132229947879 %	8.43130203867 %	1.00707632661 %	0.0132229947879 %	3.50197781527 %
TEncSbac::load	177132	59044	73805	786	8393	9	2	0	0	176344	50651	73796	2.96405263548 %	0.443736874196 %	6.32447365054 %	0.00064520083489 %	0.00112910146106 %	0.0 %
TEncSearch::estIntraPredChromaQT	170111	74324	70235	7069	12798	3164	26	1	8	163016	61525	67063	7.31909619601 %	4.15552198271 %	11.0418583416 %	0.01112276353 %	0.015284138004 %	0.00622583166735 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../strcmp.S:strcmp	169865	54573	0	33	1287	0	1	182	0	169831	53104	0	0.588135698946 %	0.019427192182 %	2.35830905393 %	0.0815369946266 %	0.000588702793395 %	0.33349825005 %
TComYuv::copyToPicComponent	161508	66668	42605	2456	3415	740	8	55	2	159044	63198	41863	2.44145637988 %	1.52066770686 %	3.8024031554 %	0.0240046384347 %	0.00495331500607 %	0.0521629313737 %
/build/buildd/eglibc-2.19/malloc/malloc.c:malloc_consolidate	158761	52539	39220	23	10239	369	16	29	1	158722	42271	38850	4.2435733674 %	0.0144871851399 %	11.5607188396 %	0.0183618074405 %	0.0100780418365 %	0.0326943406096 %
TComDataCU::setIntraDirSubParts	155975	81107	43673	8122	17026	6649	2	23	0	147851	64058	37024	11.325532938 %	5.20724475076 %	18.973393172 %	0.0089045609161 %	0.00128225677192 %	0.0184324410963 %
TComPrediction::xDCPredFiltering	153484	52502	16838	3717	755	0	4	0	0	149763	51747	16838	2.00696513841 %	2.42175080139 %	1.08883761177 %	0.00179513876423 %	0.00260613484142 %	0.0 %
df::program_options_lite::Options::addOption	146684	45001	44151	161	5215	270	29	2	0	146494	39784	43881	2.39403653386 %	0.109759755665 %	6.15241385499 %	0.0131447276921 %	0.019770390772 %	0.00224335965542 %
TComDataCU::initSubCU	141896	53952	60220	1952	3360	1528	16	75	94	139928	50517	58598	2.67116547167 %	1.3756554096 %	4.28125985355 %	0.0722464345408 %	0.0112758640131 %	0.148022282171 %
TEncEntropy::encodeQtCbf	139426	79672	49795	4309	4757	1306	1	0	0	135116	74915	48489	3.85729639671 %	3.09052830892 %	4.68304664509 %	0.000371895140446 %	0.000717226342289 %	0.0 %
TEncEntropy::xEncodeTransform	139261	57499	28424	938	5931	1064	15	0	0	138308	51568	27360	3.52289683104 %	0.673555410345 %	8.14100997405 %	0.00666121926958 %	0.0107711419565 %	0.0 %
TComDataCU::getCtxQtCbf	138258	67116	0	13351	212	0	1	0	0	124906	66904	0	6.60404919805 %	9.65658406747 %	0.315871029263 %	0.000486916552241 %	0.000723285451836 %	0.0 %
TComTrQuant::xITransformSkip	136467	46197	24426	3850	0	1593	8	0	0	132609	46197	22833	2.62832584866 %	2.82119486762 %	2.25563909774 %	0.00386305471051 %	0.00586222310156 %	0.0 %
TComCUMvField::create	130128	936	32504	9	97	3903	9	1	3818	130110	838	24783	2.45096840458 %	0.00691626706013 %	11.961722488 %	2.34031106329 %	0.00691626706013 %	11.4204545455 %
TEncSbac::store	127716	42572	53215	351	5827	1184	0	0	2	127365	36745	52029	3.29391551791 %	0.274828525792 %	7.31936484074 %	0.00089484257482 %	0.0 %	0.00208796600791 %
TComYuv::copyToPartComponent	119920	42784	29824	828	1292	158	9	10	0	119083	41482	29666	1.1832045209 %	0.690460306871 %	1.9970251212 %	0.00986869442367 %	0.00750500333556 %	0.0137725870428 %
operator	114024	34208	34208	6	903	410	3	3	2	114015	33302	33796	0.722977417233 %	0.00526205009472 %	1.91914172123 %	0.00438500328875 %	0.00263102504736 %	0.00730823199252 %
TEncSbac::TEncSbac	112788	1404	48750	58	2	5072	29	0	5008	112701	1402	38670	3.1495869696 %	0.0514239103451 %	10.1168401324 %	3.09128401517 %	0.0257119551725 %	9.98524544403 %
TComDataCU::setTransformSkipPartRange	104220	52110	34740	1129	3679	0	1	2	0	103090	48429	34740	2.51635526247 %	1.0832853579 %	4.23603914796 %	0.00157010519705 %	0.000959508731529 %	0.00230282095567 %
TComDataCU::setCrossComponentPredictionAlphaPartRange	104220	52110	34740	362	2934	928	1	0	0	103857	49176	33812	2.21070811744 %	0.347342160814 %	4.4467472654 %	0.000523368399016 %	0.000959508731529 %	0.0 %
TComTrQuant::invRdpcmNxN	103221	53522	22938	10819	5102	2754	3	0	0	92399	48420	20184	10.3934194489 %	10.4813942899 %	10.2746534135 %	0.00166962561428 %	0.00290638532857 %	0.0 %
TEncSbac::codePartSize	96096	48383	22213	7523	7819	533	4	1	2	88569	40563	21678	9.52355242003 %	7.82862970363 %	11.8306986232 %	0.00419936169702 %	0.0041625041625 %	0.00424953255142 %
TComDataCU::setCbfSubParts	89400	46488	25032	2989	438	0	1	9	0	86410	46041	25032	2.12962962963 %	3.34340044743 %	0.612416107383 %	0.00621426795923 %	0.00111856823266 %	0.0125838926174 %
/build/buildd/eglibc-2.19/malloc/malloc.c:free	88330	20075	12045	6	1575	122	5	5	0	88319	18495	11923	1.41386467414 %	0.00679270915884 %	5.28331257783 %	0.00830220008302 %	0.0056605909657 %	0.0155666251557 %
TComDataCU::CUIsFromSameSliceAndTile	85305	46310	13926	2855	1150	0	3	6	0	82447	45154	13926	2.75180189775 %	3.34681437196 %	1.90915731456 %	0.00618382448932 %	0.00351679268507 %	0.00996082077163 %
TEncBinCABAC::getTEncBinCABAC	85248	85248	0	52	0	0	1	0	0	85195	85248	0	0.0304992492492 %	0.0609984984985 %	0.0 %	0.000586524024024 %	0.00117304804805 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-lookup.c:check_match.9376	81608	33454	14777	58	1339	383	7	128	47	81543	31987	14347	1.37092861159 %	0.071071463582 %	3.57031784537 %	0.140173599612 %	0.00857759043231 %	0.362837179407 %
TEncSearch::xSetIntraResultQT	79746	36431	25336	5175	6203	2272	6	18	0	74565	30210	23064	9.64575692693 %	6.48935369799 %	13.7209189373 %	0.0169595726188 %	0.0075238883455 %	0.0291417747341 %
TEncSearch::xSetIntraResultChromaQT	78556	35597	25456	1150	2485	407	7	4	0	77399	33108	25049	2.89522881763 %	1.46392382504 %	4.73686796718 %	0.00787914819245 %	0.00891084067417 %	0.0065516846019 %
__dynamic_cast	77787	28944	28944	21	1117	608	3	0	0	77763	27827	28336	1.28689883914 %	0.026996798951 %	2.97989220564 %	0.00221116639027 %	0.00385668556443 %	0.0 %

RESULTS	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
Entropy	33809151	12625473	8458077	527995	937952	378433	208	120	5099	668565567	51896287	84713187	3.35997312284 %	1.56169257252 %	6.24365915607 %	0.00988656032794 %	0.000615218051468 %	0.0247538958098 %
